ciona_savignyi ENSCSAVG00000008239
ciona_intestinalis ENSCING00000016227
tupaia_belangeri ENSTBEG00000008503
cavia_aperea ENSCAPG00000005809
canis_lupus_dingo ENSCAFG00020000423
canis_lupus_familiaris ENSCAFG00000005907
vulpes_vulpes ENSVVUG00000017308
ailuropoda_melanoleuca ENSAMEG00000010766
ursus_maritimus ENSUMAG00000012852
neovison_vison ENSNVIG00000012962
mustela_putorius_furo ENSMPUG00000008383
panthera_pardus ENSPPRG00000004163
panthera_tigris_altaica ENSPTIG00000008652
felis_catus ENSFCAG00000001289
sorex_araneus ENSSARG00000005898
pteropus_vampyrus ENSPVAG00000009717
myotis_lucifugus ENSMLUG00000017525
equus_asinus_asinus ENSEASG00005018047
equus_caballus ENSECAG00000014412
bos_taurus ENSBTAG00000005441
bos_mutus ENSBMUG00000016262
bison_bison_bison ENSBBBG00000011678
ovis_aries ENSOARG00000018690
capra_hircus ENSCHIG00000014775
sus_scrofa ENSSSCG00000029158
vicugna_pacos ENSVPAG00000002463
echinops_telfairi ENSETEG00000016963
propithecus_coquereli ENSPCOG00000020829
prolemur_simus ENSPSMG00000020699
microcebus_murinus ENSMICG00000042843
otolemur_garnettii ENSOGAG00000002054
pan_troglodytes ENSPTRG00000017327
pan_paniscus ENSPPAG00000034165
homo_sapiens ENSG00000146007
gorilla_gorilla ENSGGOG00000005121
pongo_abelii ENSPPYG00000015866
chlorocebus_sabaeus ENSCSAG00000012639
papio_anubis ENSPANG00000032021
macaca_mulatta ENSMMUG00000004484
macaca_fascicularis ENSMFAG00000037329
macaca_nemestrina ENSMNEG00000031600
mandrillus_leucophaeus ENSMLEG00000041320
rhinopithecus_bieti ENSRBIG00000031072
rhinopithecus_roxellana ENSRROG00000032700
colobus_angolensis_palliatus ENSCANG00000039567
piliocolobus_tephrosceles ENSPTEG00000028248
callithrix_jacchus ENSCJAG00000016231
callithrix_jacchus ENSCJAG00000021456
cebus_capucinus ENSCCAG00000024723
saimiri_boliviensis_boliviensis ENSSBOG00000025911
aotus_nancymaae ENSANAG00000028921
cricetulus_griseus_crigri ENSCGRG00000013756
cricetulus_griseus_chok1gshd ENSCGRG00001023749
cricetulus_griseus_crigri-picr ENSCGRG00015003790
peromyscus_maniculatus_bairdii ENSPEMG00000010300
microtus_ochrogaster ENSMOCG00000012659
mus_spicilegus ENSMSIG00000031688
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023052
mus_musculus ENSMUSG00000001383
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022140
mus_pahari MGP_PahariEiJ_G0018874
rattus_norvegicus ENSRNOG00000016016
meriones_unguiculatus ENSMUGG00000023582
jaculus_jaculus ENSJJAG00000003703
jaculus_jaculus ENSJJAG00000017717
tupaia_belangeri ENSTBEG00000007828
echinops_telfairi ENSETEG00000005406
ictidomys_tridecemlineatus ENSSTOG00000002025
spermophilus_dauricus ENSSDAG00000014958
marmota_marmota_marmota ENSMMMG00000010817
heterocephalus_glaber_male ENSHGLG00100002997
heterocephalus_glaber_female ENSHGLG00000008187
heterocephalus_glaber_male ENSHGLG00100002443
heterocephalus_glaber_female ENSHGLG00000002719
fukomys_damarensis ENSFDAG00000008372
cavia_porcellus ENSCPOG00000037729
octodon_degus ENSODEG00000002444
chinchilla_lanigera ENSCLAG00000017314
nannospalax_galili ENSNGAG00000009406
oryctolagus_cuniculus ENSOCUG00000004255
carlito_syrichta ENSTSYG00000035442
carlito_syrichta ENSTSYG00000032797
procavia_capensis ENSPCAG00000001604
erinaceus_europaeus ENSEEUG00000007861
ursus_americanus ENSUAMG00000004654
castor_canadensis ENSCCNG00000015591
theropithecus_gelada ENSTGEG00000026183
loxodonta_africana ENSLAFG00000018601
choloepus_hoffmanni ENSCHOG00000007795
cercocebus_atys ENSCATG00000032843
nomascus_leucogenys ENSNLEG00000009450
dipodomys_ordii ENSDORG00000014559
mesocricetus_auratus ENSMAUG00000016579
tursiops_truncatus ENSTTRG00000001777
xenopus_tropicalis ENSXETG00000016118
phascolarctos_cinereus ENSPCIG00000021080
notamacropus_eugenii ENSMEUG00000001757
sarcophilus_harrisii ENSSHAG00000016524
monodelphis_domestica ENSMODG00000011269
monodelphis_domestica ENSMODG00000011277
ornithorhynchus_anatinus ENSOANG00000007213
anolis_carolinensis ENSACAG00000012747
pogona_vitticeps ENSPVIG00000015906
notechis_scutatus ENSNSUG00000012409
salvator_merianae ENSSMRG00000019034
sphenodon_punctatus ENSSPUG00000000256
chelonoidis_abingdonii ENSCABG00000018912
gopherus_agassizii ENSGAGG00000008849
chrysemys_picta_bellii ENSCPBG00000007718
crocodylus_porosus ENSCPRG00005000820
gallus_gallus ENSGALG00000041746
meleagris_gallopavo ENSMGAG00000000843
coturnix_japonica ENSCJPG00005011507
numida_meleagris ENSNMEG00000009677
anser_brachyrhynchus ENSABRG00000014185
anas_platyrhynchos_platyrhynchos ENSAPLG00000016678
lonchura_striata_domestica ENSLSDG00000015023
taeniopygia_guttata ENSTGUG00000001696
parus_major ENSPMJG00000007974
cyanistes_caeruleus ENSCCEG00000008241
ficedula_albicollis ENSFALG00000014244
zonotrichia_albicollis ENSZALG00000016613
junco_hyemalis ENSJHYG00000003665
serinus_canaria ENSSCAG00000008771
ficedula_albicollis ENSFALG00000008988
lepidothrix_coronata ENSLCOG00000014478
manacus_vitellinus ENSMVIG00005018680
melopsittacus_undulatus ENSMUNG00000010286
calidris_pygmaea ENSCPGG00000006639
calidris_pugnax ENSCPUG00000010362
apteryx_rowi ENSARWG00000013375
apteryx_haastii ENSAHAG00000011963
apteryx_owenii ENSAOWG00000010191
dromaius_novaehollandiae ENSDNVG00000007213
nothoprocta_perdicaria ENSNPEG00000003801
pelodiscus_sinensis ENSPSIG00000003832
pygocentrus_nattereri ENSPNAG00000013716
astyanax_mexicanus ENSAMXG00000042537
ictalurus_punctatus ENSIPUG00000024080
danio_rerio ENSDARG00000004956
esox_lucius ENSELUG00000021857
scleropages_formosus ENSSFOG00015022982
paramormyrops_kingsleyae ENSPKIG00000017778
lepisosteus_oculatus ENSLOCG00000011219
tetraodon_nigroviridis ENSTNIG00000007599
takifugu_rubripes ENSTRUG00000008262
hippocampus_comes ENSHCOG00000002199
mola_mola ENSMMOG00000016831
cynoglossus_semilaevis ENSCSEG00000006694
mastacembelus_armatus ENSMAMG00000022430
monopterus_albus ENSMALG00000009668
anabas_testudineus ENSATEG00000009724
fundulus_heteroclitus ENSFHEG00000016999
cyprinodon_variegatus ENSCVAG00000003489
oryzias_latipes ENSORLG00020003239
oryzias_latipes ENSORLG00000024293
oryzias_latipes_asm223469v1 ENSORLG00015007715
oryzias_melastigma ENSOMEG00000017427
periophthalmus_magnuspinnatus ENSPMGG00000005845
gasterosteus_aculeatus ENSGACG00000020892
amphiprion_ocellaris ENSAOCG00000016267
amphiprion_percula ENSAPEG00000008887
stegastes_partitus ENSSPAG00000011593
acanthochromis_polyacanthus ENSAPOG00000004818
kryptolebias_marmoratus ENSKMAG00000005411
seriola_dumerili ENSSDUG00000023365
seriola_lalandi_dorsalis ENSSLDG00000008752
labrus_bergylta ENSLBEG00000002013
gambusia_affinis ENSGAFG00000009807
xiphophorus_maculatus ENSXMAG00000024441
poecilia_formosa ENSPFOG00000002482
poecilia_mexicana ENSPMEG00000024343
poecilia_latipinna ENSPLAG00000019239
scophthalmus_maximus ENSSMAG00000011152
astatotilapia_calliptera ENSACLG00000000982
astatotilapia_calliptera ENSACLG00000001243
maylandia_zebra ENSMZEG00005027828
pundamilia_nyererei ENSPNYG00000022503
haplochromis_burtoni ENSHBUG00000021068
haplochromis_burtoni ENSHBUG00000021112
maylandia_zebra ENSMZEG00005001274
astatotilapia_calliptera ENSACLG00000015635
neolamprologus_brichardi ENSNBRG00000017902
oreochromis_niloticus ENSONIG00000017873
poecilia_reticulata ENSPREG00000001359
haplochromis_burtoni ENSHBUG00000019195
eptatretus_burgeri ENSEBUG00000015463
amphilophus_citrinellus ENSACIG00000007914
gadus_morhua ENSGMOG00000003032
latimeria_chalumnae ENSLACG00000001030
dasypus_novemcinctus ENSDNOG00000015171
drosophila_melanogaster FBgn0035520
