pan_paniscus ENSPPAG00000040944
pan_troglodytes ENSPTRG00000043281
homo_sapiens ENSG00000133710
gorilla_gorilla ENSGGOG00000024156
pongo_abelii ENSPPYG00000015921
nomascus_leucogenys ENSNLEG00000010008
cercocebus_atys ENSCATG00000029075
mandrillus_leucophaeus ENSMLEG00000029330
papio_anubis ENSPANG00000007092
theropithecus_gelada ENSTGEG00000028311
macaca_mulatta ENSMMUG00000017900
macaca_fascicularis ENSMFAG00000030759
macaca_nemestrina ENSMNEG00000034525
chlorocebus_sabaeus ENSCSAG00000012050
piliocolobus_tephrosceles ENSPTEG00000022949
colobus_angolensis_palliatus ENSCANG00000041191
rhinopithecus_roxellana ENSRROG00000035141
rhinopithecus_bieti ENSRBIG00000034548
cebus_capucinus ENSCCAG00000032731
saimiri_boliviensis_boliviensis ENSSBOG00000021923
callithrix_jacchus ENSCJAG00000021245
aotus_nancymaae ENSANAG00000034759
carlito_syrichta ENSTSYG00000010020
prolemur_simus ENSPSMG00000014003
microcebus_murinus ENSMICG00000010569
propithecus_coquereli ENSPCOG00000020885
otolemur_garnettii ENSOGAG00000013274
tupaia_belangeri ENSTBEG00000003972
bison_bison_bison ENSBBBG00000010073
bos_taurus ENSBTAG00000019140
bos_mutus ENSBMUG00000011814
ovis_aries ENSOARG00000004018
capra_hircus ENSCHIG00000016400
sus_scrofa ENSSSCG00000014422
tursiops_truncatus ENSTTRG00000002338
vicugna_pacos ENSVPAG00000009724
erinaceus_europaeus ENSEEUG00000005426
sorex_araneus ENSSARG00000006934
pteropus_vampyrus ENSPVAG00000015729
myotis_lucifugus ENSMLUG00000010680
ursus_americanus ENSUAMG00000027608
ursus_maritimus ENSUMAG00000010011
ailuropoda_melanoleuca ENSAMEG00000009497
mustela_putorius_furo ENSMPUG00000007719
neovison_vison ENSNVIG00000010018
canis_lupus_familiaris ENSCAFG00000006674
vulpes_vulpes ENSVVUG00000021278
panthera_pardus ENSPPRG00000005348
panthera_tigris_altaica ENSPTIG00000011162
felis_catus ENSFCAG00000015081
equus_caballus ENSECAG00000000651
equus_asinus_asinus ENSEASG00005020671
choloepus_hoffmanni ENSCHOG00000010638
dasypus_novemcinctus ENSDNOG00000013119
loxodonta_africana ENSLAFG00000002815
procavia_capensis ENSPCAG00000011279
echinops_telfairi ENSETEG00000005206
castor_canadensis ENSCCNG00000021902
dipodomys_ordii ENSDORG00000009521
mus_musculus ENSMUSG00000055561
mus_spicilegus ENSMSIG00000023899
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023147
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022237
mus_pahari MGP_PahariEiJ_G0018970
rattus_norvegicus ENSRNOG00000048953
rattus_norvegicus ENSRNOG00000013116
rattus_norvegicus ENSRNOG00000045693
rattus_norvegicus ENSRNOG00000050548
meriones_unguiculatus ENSMUGG00000025637
cricetulus_griseus_crigri-picr ENSCGRG00015004195
cricetulus_griseus_chok1gshd ENSCGRG00001000107
mesocricetus_auratus ENSMAUG00000008656
peromyscus_maniculatus_bairdii ENSPEMG00000015356
microtus_ochrogaster ENSMOCG00000015103
nannospalax_galili ENSNGAG00000015008
jaculus_jaculus ENSJJAG00000022352
cavia_porcellus ENSCPOG00000014264
cavia_aperea ENSCAPG00000015798
chinchilla_lanigera ENSCLAG00000010015
octodon_degus ENSODEG00000005846
heterocephalus_glaber_female ENSHGLG00000004049
heterocephalus_glaber_male ENSHGLG00100003601
fukomys_damarensis ENSFDAG00000006491
marmota_marmota_marmota ENSMMMG00000018888
urocitellus_parryii ENSUPAG00010013005
canis_lupus_dingo ENSCAFG00020024767
canis_lupus_dingo ENSCAFG00020024766
oryctolagus_cuniculus ENSOCUG00000008779
ochotona_princeps ENSOPRG00000007147
monodelphis_domestica ENSMODG00000005544
phascolarctos_cinereus ENSPCIG00000031056
sarcophilus_harrisii ENSSHAG00000005225
ornithorhynchus_anatinus ENSOANG00000005304
ornithorhynchus_anatinus ENSOANG00000003918
gallus_gallus ENSGALG00000044388
