takifugu_rubripes ENSTRUG00000015324
tetraodon_nigroviridis ENSTNIG00000018663
mola_mola ENSMMOG00000005337
labrus_bergylta ENSLBEG00000001044
gasterosteus_aculeatus ENSGACG00000017134
monopterus_albus ENSMALG00000003544
mastacembelus_armatus ENSMAMG00000013147
anabas_testudineus ENSATEG00000011749
seriola_lalandi_dorsalis ENSSLDG00000006015
seriola_dumerili ENSSDUG00000019734
scophthalmus_maximus ENSSMAG00000003519
poecilia_latipinna ENSPLAG00000015666
poecilia_formosa ENSPFOG00000009657
poecilia_mexicana ENSPMEG00000017564
poecilia_reticulata ENSPREG00000000124
gambusia_affinis ENSGAFG00000014390
xiphophorus_maculatus ENSXMAG00000008051
xiphophorus_couchianus ENSXCOG00000016090
fundulus_heteroclitus ENSFHEG00000008875
cyprinodon_variegatus ENSCVAG00000009070
kryptolebias_marmoratus ENSKMAG00000004835
oryzias_latipes ENSORLG00020016126
oryzias_latipes ENSORLG00000007775
oryzias_latipes_asm223469v1 ENSORLG00015015822
oryzias_melastigma ENSOMEG00000002998
maylandia_zebra ENSMZEG00005008373
pundamilia_nyererei ENSPNYG00000013972
haplochromis_burtoni ENSHBUG00000011892
astatotilapia_calliptera ENSACLG00000026153
neolamprologus_brichardi ENSNBRG00000005999
oreochromis_niloticus ENSONIG00000010065
amphilophus_citrinellus ENSACIG00000015713
amphiprion_ocellaris ENSAOCG00000012736
amphiprion_percula ENSAPEG00000023574
acanthochromis_polyacanthus ENSAPOG00000007928
stegastes_partitus ENSSPAG00000009186
periophthalmus_magnuspinnatus ENSPMGG00000016513
cynoglossus_semilaevis ENSCSEG00000004124
hippocampus_comes ENSHCOG00000006333
gadus_morhua ENSGMOG00000001409
esox_lucius ENSELUG00000005463
astyanax_mexicanus ENSAMXG00000031931
pygocentrus_nattereri ENSPNAG00000001948
ictalurus_punctatus ENSIPUG00000002917
danio_rerio ENSDARG00000008068
scleropages_formosus ENSSFOG00015014181
paramormyrops_kingsleyae ENSPKIG00000019747
lepisosteus_oculatus ENSLOCG00000007945
notamacropus_eugenii ENSMEUG00000001134
phascolarctos_cinereus ENSPCIG00000015385
sarcophilus_harrisii ENSSHAG00000015979
monodelphis_domestica ENSMODG00000002170
propithecus_coquereli ENSPCOG00000018500
microcebus_murinus ENSMICG00000028513
microcebus_murinus ENSMICG00000008779
prolemur_simus ENSPSMG00000009622
otolemur_garnettii ENSOGAG00000001860
pan_troglodytes ENSPTRG00000023618
pan_paniscus ENSPPAG00000000177
homo_sapiens ENSG00000198498
gorilla_gorilla ENSGGOG00000025324
pongo_abelii ENSPPYG00000015167
nomascus_leucogenys ENSNLEG00000029819
rhinopithecus_roxellana ENSRROG00000031836
rhinopithecus_bieti ENSRBIG00000036237
piliocolobus_tephrosceles ENSPTEG00000035433
colobus_angolensis_palliatus ENSCANG00000035107
macaca_fascicularis ENSMFAG00000043577
macaca_mulatta ENSMMUG00000031884
macaca_nemestrina ENSMNEG00000044436
macaca_mulatta ENSMMUG00000004482
macaca_nemestrina ENSMNEG00000028594
macaca_fascicularis ENSMFAG00000039409
papio_anubis ENSPANG00000018456
mandrillus_leucophaeus ENSMLEG00000041414
theropithecus_gelada ENSTGEG00000018879
macaca_mulatta ENSMMUG00000030262
macaca_fascicularis ENSMFAG00000025537
theropithecus_gelada ENSTGEG00000017883
cercocebus_atys ENSCATG00000010392
chlorocebus_sabaeus ENSCSAG00000003193
macaca_nemestrina ENSMNEG00000018030
macaca_mulatta ENSMMUG00000046082
mandrillus_leucophaeus ENSMLEG00000035899
pan_paniscus ENSPPAG00000033275
cebus_capucinus ENSCCAG00000035169
saimiri_boliviensis_boliviensis ENSSBOG00000026384
callithrix_jacchus ENSCJAG00000012470
aotus_nancymaae ENSANAG00000022554
oryctolagus_cuniculus ENSOCUG00000011276
pteropus_vampyrus ENSPVAG00000005565
myotis_lucifugus ENSMLUG00000009697
ursus_americanus ENSUAMG00000011058
ursus_maritimus ENSUMAG00000019768
ailuropoda_melanoleuca ENSAMEG00000001147
mustela_putorius_furo ENSMPUG00000001877
neovison_vison ENSNVIG00000003441
canis_lupus_familiaris ENSCAFG00000008799
canis_lupus_dingo ENSCAFG00020005368
vulpes_vulpes ENSVVUG00000022320
panthera_pardus ENSPPRG00000005729
panthera_tigris_altaica ENSPTIG00000019805
felis_catus ENSFCAG00000025387
equus_caballus ENSECAG00000015062
equus_asinus_asinus ENSEASG00005022185
sorex_araneus ENSSARG00000003780
loxodonta_africana ENSLAFG00000021433
loxodonta_africana ENSLAFG00000030999
echinops_telfairi ENSETEG00000009734
tupaia_belangeri ENSTBEG00000017224
ochotona_princeps ENSOPRG00000000413
carlito_syrichta ENSTSYG00000008284
erinaceus_europaeus ENSEEUG00000003577
equus_caballus ENSECAG00000023129
bos_taurus ENSBTAG00000012658
bos_mutus ENSBMUG00000025078
bison_bison_bison ENSBBBG00000003389
ovis_aries ENSOARG00000013574
capra_hircus ENSCHIG00000014354
tursiops_truncatus ENSTTRG00000013824
sus_scrofa ENSSSCG00000008890
vicugna_pacos ENSVPAG00000007348
castor_canadensis ENSCCNG00000021897
dipodomys_ordii ENSDORG00000011359
mus_spicilegus ENSMSIG00000031073
mus_musculus ENSMUSG00000025591
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032209
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031093
mus_pahari MGP_PahariEiJ_G0021559
rattus_norvegicus ENSRNOG00000014188
meriones_unguiculatus ENSMUGG00000025485
peromyscus_maniculatus_bairdii ENSPEMG00000016198
microtus_ochrogaster ENSMOCG00000016803
cricetulus_griseus_crigri-picr ENSCGRG00015028511
cricetulus_griseus_chok1gshd ENSCGRG00001017111
cricetulus_griseus_crigri ENSCGRG00000003409
mesocricetus_auratus ENSMAUG00000013621
nannospalax_galili ENSNGAG00000007740
jaculus_jaculus ENSJJAG00000012741
octodon_degus ENSODEG00000009059
octodon_degus ENSODEG00000007438
octodon_degus ENSODEG00000001081
cavia_porcellus ENSCPOG00000038434
cavia_aperea ENSCAPG00000015779
heterocephalus_glaber_female ENSHGLG00000003479
heterocephalus_glaber_male ENSHGLG00100011825
heterocephalus_glaber_female ENSHGLG00000009803
heterocephalus_glaber_male ENSHGLG00100010684
heterocephalus_glaber_female ENSHGLG00000014407
heterocephalus_glaber_female ENSHGLG00000014898
heterocephalus_glaber_male ENSHGLG00100001817
heterocephalus_glaber_female ENSHGLG00000002190
heterocephalus_glaber_male ENSHGLG00100002226
fukomys_damarensis ENSFDAG00000019399
chinchilla_lanigera ENSCLAG00000016351
urocitellus_parryii ENSUPAG00010014673
ictidomys_tridecemlineatus ENSSTOG00000024763
dasypus_novemcinctus ENSDNOG00000031343
dasypus_novemcinctus ENSDNOG00000048928
choloepus_hoffmanni ENSCHOG00000006702
ornithorhynchus_anatinus ENSOANG00000008227
notechis_scutatus ENSNSUG00000009927
pogona_vitticeps ENSPVIG00000016776
anolis_carolinensis ENSACAG00000005138
salvator_merianae ENSSMRG00000002584
sphenodon_punctatus ENSSPUG00000003993
apteryx_haastii ENSAHAG00000002507
apteryx_owenii ENSAOWG00000005813
nothoprocta_perdicaria ENSNPEG00000000803
dromaius_novaehollandiae ENSDNVG00000016023
calidris_pugnax ENSCPUG00000006720
calidris_pygmaea ENSCPGG00000006330
melopsittacus_undulatus ENSMUNG00000010275
lonchura_striata_domestica ENSLSDG00000013816
taeniopygia_guttata ENSTGUG00000005812
serinus_canaria ENSSCAG00000010556
ficedula_albicollis ENSFALG00000011142
junco_hyemalis ENSJHYG00000012156
zonotrichia_albicollis ENSZALG00000007874
cyanistes_caeruleus ENSCCEG00000013193
parus_major ENSPMJG00000010980
lepidothrix_coronata ENSLCOG00000004714
manacus_vitellinus ENSMVIG00005014193
anser_brachyrhynchus ENSABRG00000016469
anas_platyrhynchos_platyrhynchos ENSAPLG00000003349
gallus_gallus ENSGALG00000009501
meleagris_gallopavo ENSMGAG00000002147
coturnix_japonica ENSCJPG00005000705
numida_meleagris ENSNMEG00000021756
crocodylus_porosus ENSCPRG00005010535
gopherus_agassizii ENSGAGG00000024743
chelonoidis_abingdonii ENSCABG00000014743
pelodiscus_sinensis ENSPSIG00000005469
chrysemys_picta_bellii ENSCPBG00000003346
apteryx_rowi ENSARWG00000006508
xenopus_tropicalis ENSXETG00000004891
latimeria_chalumnae ENSLACG00000007997
eptatretus_burgeri ENSEBUG00000009099
ciona_intestinalis ENSCING00000011563
drosophila_melanogaster FBgn0030611
saccharomyces_cerevisiae YOR252W
