salvator_merianae ENSSMRG00000016810
pogona_vitticeps ENSPVIG00000009556
sphenodon_punctatus ENSSPUG00000010284
gopherus_agassizii ENSGAGG00000009430
chelonoidis_abingdonii ENSCABG00000016468
chrysemys_picta_bellii ENSCPBG00000002185
pelodiscus_sinensis ENSPSIG00000006405
calidris_pygmaea ENSCPGG00000014652
calidris_pugnax ENSCPUG00000016655
manacus_vitellinus ENSMVIG00005008675
lepidothrix_coronata ENSLCOG00000011202
serinus_canaria ENSSCAG00000003308
lonchura_striata_domestica ENSLSDG00000000271
junco_hyemalis ENSJHYG00000002061
cyanistes_caeruleus ENSCCEG00000023189
parus_major ENSPMJG00000000496
ficedula_albicollis ENSFALG00000003813
anas_platyrhynchos_platyrhynchos ENSAPLG00000021421
apteryx_owenii ENSAOWG00000005739
dromaius_novaehollandiae ENSDNVG00000012621
nothoprocta_perdicaria ENSNPEG00000012884
apteryx_rowi ENSARWG00000002957
anser_brachyrhynchus ENSABRG00000021410
taeniopygia_guttata ENSTGUG00000006029
coturnix_japonica ENSCJPG00005010239
meleagris_gallopavo ENSMGAG00000006561
gallus_gallus ENSGALG00000006117
numida_meleagris ENSNMEG00000012179
manacus_vitellinus ENSMVIG00005008670
zonotrichia_albicollis ENSZALG00000009070
crocodylus_porosus ENSCPRG00005010922
notechis_scutatus ENSNSUG00000019393
sarcophilus_harrisii ENSSHAG00000006106
phascolarctos_cinereus ENSPCIG00000026600
monodelphis_domestica ENSMODG00000006727
mandrillus_leucophaeus ENSMLEG00000037969
dipodomys_ordii ENSDORG00000001403
otolemur_garnettii ENSOGAG00000025182
erinaceus_europaeus ENSEEUG00000002524
choloepus_hoffmanni ENSCHOG00000010793
panthera_tigris_altaica ENSPTIG00000020229
microcebus_murinus ENSMICG00000007760
propithecus_coquereli ENSPCOG00000020636
prolemur_simus ENSPSMG00000018975
otolemur_garnettii ENSOGAG00000033411
cebus_capucinus ENSCCAG00000031275
callithrix_jacchus ENSCJAG00000020614
aotus_nancymaae ENSANAG00000025979
pan_troglodytes ENSPTRG00000007888
pan_paniscus ENSPPAG00000029465
homo_sapiens ENSG00000103353
gorilla_gorilla ENSGGOG00000023463
pongo_abelii ENSPPYG00000007191
nomascus_leucogenys ENSNLEG00000012051
papio_anubis ENSPANG00000011094
theropithecus_gelada ENSTGEG00000019582
cercocebus_atys ENSCATG00000032097
macaca_mulatta ENSMMUG00000020523
macaca_fascicularis ENSMFAG00000044320
macaca_nemestrina ENSMNEG00000031466
chlorocebus_sabaeus ENSCSAG00000006797
rhinopithecus_roxellana ENSRROG00000033578
rhinopithecus_bieti ENSRBIG00000032350
colobus_angolensis_palliatus ENSCANG00000028189
nomascus_leucogenys ENSNLEG00000008165
pan_troglodytes ENSPTRG00000045676
papio_anubis ENSPANG00000029458
cebus_capucinus ENSCCAG00000032595
saimiri_boliviensis_boliviensis ENSSBOG00000034740
carlito_syrichta ENSTSYG00000013326
tupaia_belangeri ENSTBEG00000006436
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031529
mus_musculus ENSMUSG00000030870
mus_spicilegus ENSMSIG00000028187
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030415
mus_pahari MGP_PahariEiJ_G0013625
rattus_norvegicus ENSRNOG00000018243
meriones_unguiculatus ENSMUGG00000010295
cricetulus_griseus_crigri-picr ENSCGRG00015014738
cricetulus_griseus_crigri ENSCGRG00000017268
cricetulus_griseus_chok1gshd ENSCGRG00001010229
peromyscus_maniculatus_bairdii ENSPEMG00000030631
microtus_ochrogaster ENSMOCG00000004500
nannospalax_galili ENSNGAG00000002243
jaculus_jaculus ENSJJAG00000000286
heterocephalus_glaber_female ENSHGLG00000017914
heterocephalus_glaber_male ENSHGLG00100010702
fukomys_damarensis ENSFDAG00000020825
octodon_degus ENSODEG00000009587
octodon_degus ENSODEG00000012457
chinchilla_lanigera ENSCLAG00000013213
cavia_porcellus ENSCPOG00000006872
ictidomys_tridecemlineatus ENSSTOG00000023904
spermophilus_dauricus ENSSDAG00000005434
marmota_marmota_marmota ENSMMMG00000023179
castor_canadensis ENSCCNG00000022195
ochotona_princeps ENSOPRG00000011997
oryctolagus_cuniculus ENSOCUG00000008444
saimiri_boliviensis_boliviensis ENSSBOG00000028924
myotis_lucifugus ENSMLUG00000012134
pteropus_vampyrus ENSPVAG00000008434
vicugna_pacos ENSVPAG00000006452
sus_scrofa ENSSSCG00000040265
bos_taurus ENSBTAG00000046033
bos_mutus ENSBMUG00000024444
bison_bison_bison ENSBBBG00000005093
capra_hircus ENSCHIG00000015077
tursiops_truncatus ENSTTRG00000005257
ailuropoda_melanoleuca ENSAMEG00000014320
ursus_maritimus ENSUMAG00000008933
neovison_vison ENSNVIG00000005694
mustela_putorius_furo ENSMPUG00000012121
canis_lupus_familiaris ENSCAFG00000017670
panthera_pardus ENSPPRG00000000846
felis_catus ENSFCAG00000039391
equus_asinus_asinus ENSEASG00005017632
equus_caballus ENSECAG00000012968
canis_lupus_dingo ENSCAFG00020021368
vulpes_vulpes ENSVVUG00000006042
vulpes_vulpes ENSVVUG00000029471
canis_lupus_dingo ENSCAFG00020008059
ursus_americanus ENSUAMG00000016912
ovis_aries ENSOARG00000017149
piliocolobus_tephrosceles ENSPTEG00000016948
callithrix_jacchus ENSCJAG00000038289
urocitellus_parryii ENSUPAG00010010595
mesocricetus_auratus ENSMAUG00000017289
loxodonta_africana ENSLAFG00000001029
echinops_telfairi ENSETEG00000013501
