parus_major ENSPMJG00000009656
cyanistes_caeruleus ENSCCEG00000017545
taeniopygia_guttata ENSTGUG00000004040
lonchura_striata_domestica ENSLSDG00000015774
serinus_canaria ENSSCAG00000003923
junco_hyemalis ENSJHYG00000014291
zonotrichia_albicollis ENSZALG00000007040
ficedula_albicollis ENSFALG00000009714
manacus_vitellinus ENSMVIG00005005227
lepidothrix_coronata ENSLCOG00000014133
calidris_pugnax ENSCPUG00000012813
calidris_pygmaea ENSCPGG00000003170
gallus_gallus ENSGALG00000008635
coturnix_japonica ENSCJPG00005008559
meleagris_gallopavo ENSMGAG00000008065
numida_meleagris ENSNMEG00000008500
anser_brachyrhynchus ENSABRG00000014312
apteryx_haastii ENSAHAG00000010342
apteryx_owenii ENSAOWG00000008632
apteryx_rowi ENSARWG00000005408
dromaius_novaehollandiae ENSDNVG00000015363
anas_platyrhynchos_platyrhynchos ENSAPLG00000004018
melopsittacus_undulatus ENSMUNG00000016897
nothoprocta_perdicaria ENSNPEG00000012453
crocodylus_porosus ENSCPRG00005011047
gopherus_agassizii ENSGAGG00000008882
chelonoidis_abingdonii ENSCABG00000014046
pelodiscus_sinensis ENSPSIG00000014909
pogona_vitticeps ENSPVIG00000002980
anolis_carolinensis ENSACAG00000002027
sphenodon_punctatus ENSSPUG00000000833
xenopus_tropicalis ENSXETG00000022260
latimeria_chalumnae ENSLACG00000016352
hippocampus_comes ENSHCOG00000005664
periophthalmus_magnuspinnatus ENSPMGG00000006695
amphiprion_ocellaris ENSAOCG00000004219
amphiprion_percula ENSAPEG00000008054
acanthochromis_polyacanthus ENSAPOG00000010482
stegastes_partitus ENSSPAG00000021967
astatotilapia_calliptera ENSACLG00000027030
pundamilia_nyererei ENSPNYG00000006085
maylandia_zebra ENSMZEG00005008769
haplochromis_burtoni ENSHBUG00000000469
neolamprologus_brichardi ENSNBRG00000019712
oreochromis_niloticus ENSONIG00000008765
amphilophus_citrinellus ENSACIG00000002353
poecilia_formosa ENSPFOG00000008307
poecilia_mexicana ENSPMEG00000015639
poecilia_latipinna ENSPLAG00000020507
poecilia_reticulata ENSPREG00000010223
xiphophorus_maculatus ENSXMAG00000004694
gambusia_affinis ENSGAFG00000001663
fundulus_heteroclitus ENSFHEG00000023131
cyprinodon_variegatus ENSCVAG00000002661
kryptolebias_marmoratus ENSKMAG00000009631
oryzias_latipes ENSORLG00000002964
oryzias_latipes ENSORLG00020000513
oryzias_latipes_asm223469v1 ENSORLG00015011640
oryzias_melastigma ENSOMEG00000009356
tetraodon_nigroviridis ENSTNIG00000015978
takifugu_rubripes ENSTRUG00000016691
labrus_bergylta ENSLBEG00000012889
mola_mola ENSMMOG00000000621
monopterus_albus ENSMALG00000012729
mastacembelus_armatus ENSMAMG00000023168
anabas_testudineus ENSATEG00000018823
scophthalmus_maximus ENSSMAG00000007647
cynoglossus_semilaevis ENSCSEG00000007381
seriola_dumerili ENSSDUG00000023113
seriola_lalandi_dorsalis ENSSLDG00000023164
gasterosteus_aculeatus ENSGACG00000003997
gadus_morhua ENSGMOG00000009044
esox_lucius ENSELUG00000009294
astyanax_mexicanus ENSAMXG00000014533
pygocentrus_nattereri ENSPNAG00000017488
ictalurus_punctatus ENSIPUG00000015038
danio_rerio ENSDARG00000099637
paramormyrops_kingsleyae ENSPKIG00000022750
scleropages_formosus ENSSFOG00015005882
lepisosteus_oculatus ENSLOCG00000015495
