apteryx_rowi ENSARWG00000016932
apteryx_owenii ENSAOWG00000005524
apteryx_haastii ENSAHAG00000008477
dromaius_novaehollandiae ENSDNVG00000016969
nothoprocta_perdicaria ENSNPEG00000002656
lonchura_striata_domestica ENSLSDG00000002040
serinus_canaria ENSSCAG00000014813
junco_hyemalis ENSJHYG00000004971
parus_major ENSPMJG00000000696
lepidothrix_coronata ENSLCOG00000012341
parus_major ENSPMJG00000001958
lepidothrix_coronata ENSLCOG00000012340
cyanistes_caeruleus ENSCCEG00000000695
zonotrichia_albicollis ENSZALG00000010879
junco_hyemalis ENSJHYG00000004966
taeniopygia_guttata ENSTGUG00000002757
ficedula_albicollis ENSFALG00000009653
melopsittacus_undulatus ENSMUNG00000014585
calidris_pugnax ENSCPUG00000010874
calidris_pygmaea ENSCPGG00000004188
anser_brachyrhynchus ENSABRG00000010578
anas_platyrhynchos_platyrhynchos ENSAPLG00000012786
meleagris_gallopavo ENSMGAG00000012057
meleagris_gallopavo ENSMGAG00000012197
gallus_gallus ENSGALG00000046303
gallus_gallus ENSGALG00000053754
gallus_gallus ENSGALG00000048298
gallus_gallus ENSGALG00000030483
gallus_gallus ENSGALG00000049742
gallus_gallus ENSGALG00000047195
gallus_gallus ENSGALG00000043896
gallus_gallus ENSGALG00000010942
meleagris_gallopavo ENSMGAG00000012272
gallus_gallus ENSGALG00000049877
meleagris_gallopavo ENSMGAG00000010474
coturnix_japonica ENSCJPG00005012070
numida_meleagris ENSNMEG00000001719
crocodylus_porosus ENSCPRG00005015964
gopherus_agassizii ENSGAGG00000010937
chelonoidis_abingdonii ENSCABG00000000658
chrysemys_picta_bellii ENSCPBG00000022460
pelodiscus_sinensis ENSPSIG00000013521
sphenodon_punctatus ENSSPUG00000006209
pogona_vitticeps ENSPVIG00000016302
anolis_carolinensis ENSACAG00000013735
notechis_scutatus ENSNSUG00000015190
salvator_merianae ENSSMRG00000003509
phascolarctos_cinereus ENSPCIG00000007959
notamacropus_eugenii ENSMEUG00000016240
sarcophilus_harrisii ENSSHAG00000008681
sarcophilus_harrisii ENSSHAG00000000441
monodelphis_domestica ENSMODG00000025473
pan_paniscus ENSPPAG00000038596
pan_troglodytes ENSPTRG00000018983
homo_sapiens ENSG00000136243
gorilla_gorilla ENSGGOG00000001038
pongo_abelii ENSPPYG00000017733
nomascus_leucogenys ENSNLEG00000028157
piliocolobus_tephrosceles ENSPTEG00000037051
colobus_angolensis_palliatus ENSCANG00000043670
rhinopithecus_bieti ENSRBIG00000033590
rhinopithecus_roxellana ENSRROG00000029818
macaca_fascicularis ENSMFAG00000002902
macaca_mulatta ENSMMUG00000001560
macaca_nemestrina ENSMNEG00000006026
papio_anubis ENSPANG00000005682
theropithecus_gelada ENSTGEG00000022339
mandrillus_leucophaeus ENSMLEG00000036917
cercocebus_atys ENSCATG00000039758
chlorocebus_sabaeus ENSCSAG00000013956
cebus_capucinus ENSCCAG00000030624
saimiri_boliviensis_boliviensis ENSSBOG00000030576
callithrix_jacchus ENSCJAG00000001466
aotus_nancymaae ENSANAG00000029090
aotus_nancymaae ENSANAG00000034890
carlito_syrichta ENSTSYG00000003372
microcebus_murinus ENSMICG00000046211
prolemur_simus ENSPSMG00000004514
propithecus_coquereli ENSPCOG00000026578
otolemur_garnettii ENSOGAG00000017153
tupaia_belangeri ENSTBEG00000001635
castor_canadensis ENSCCNG00000002220
dipodomys_ordii ENSDORG00000029626
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028000
mus_spicilegus ENSMSIG00000003518
mus_musculus ENSMUSG00000048439
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027004
mus_pahari MGP_PahariEiJ_G0021777
rattus_norvegicus ENSRNOG00000010435
meriones_unguiculatus ENSMUGG00000018253
cricetulus_griseus_chok1gshd ENSCGRG00001019625
cricetulus_griseus_crigri-picr ENSCGRG00015019335
cricetulus_griseus_crigri ENSCGRG00000008927
mesocricetus_auratus ENSMAUG00000007630
microtus_ochrogaster ENSMOCG00000014431
peromyscus_maniculatus_bairdii ENSPEMG00000009593
nannospalax_galili ENSNGAG00000023883
jaculus_jaculus ENSJJAG00000016370
urocitellus_parryii ENSUPAG00010015223
spermophilus_dauricus ENSSDAG00000010232
ictidomys_tridecemlineatus ENSSTOG00000008486
marmota_marmota_marmota ENSMMMG00000005252
cavia_porcellus ENSCPOG00000015063
cavia_aperea ENSCAPG00000006003
chinchilla_lanigera ENSCLAG00000007547
heterocephalus_glaber_male ENSHGLG00100006744
heterocephalus_glaber_female ENSHGLG00000013006
fukomys_damarensis ENSFDAG00000006357
oryctolagus_cuniculus ENSOCUG00000014808
ochotona_princeps ENSOPRG00000013966
pteropus_vampyrus ENSPVAG00000008475
myotis_lucifugus ENSMLUG00000008395
equus_caballus ENSECAG00000019832
equus_asinus_asinus ENSEASG00005021984
ursus_maritimus ENSUMAG00000000302
ursus_americanus ENSUAMG00000022039
ailuropoda_melanoleuca ENSAMEG00000003404
mustela_putorius_furo ENSMPUG00000013548
neovison_vison ENSNVIG00000013146
canis_lupus_familiaris ENSCAFG00000029658
canis_lupus_dingo ENSCAFG00020002692
panthera_pardus ENSPPRG00000024188
panthera_tigris_altaica ENSPTIG00000009583
felis_catus ENSFCAG00000031859
vicugna_pacos ENSVPAG00000000609
sus_scrofa ENSSSCG00000023793
ovis_aries ENSOARG00000012602
capra_hircus ENSCHIG00000009608
bos_mutus ENSBMUG00000021833
bos_taurus ENSBTAG00000016014
bison_bison_bison ENSBBBG00000000771
tursiops_truncatus ENSTTRG00000012802
sorex_araneus ENSSARG00000000658
erinaceus_europaeus ENSEEUG00000006736
choloepus_hoffmanni ENSCHOG00000010000
dasypus_novemcinctus ENSDNOG00000048997
loxodonta_africana ENSLAFG00000007523
procavia_capensis ENSPCAG00000010062
echinops_telfairi ENSETEG00000011238
ornithorhynchus_anatinus ENSOANG00000014206
xenopus_tropicalis ENSXETG00000005935
latimeria_chalumnae ENSLACG00000011963
poecilia_latipinna ENSPLAG00000022371
poecilia_mexicana ENSPMEG00000021354
poecilia_formosa ENSPFOG00000001612
poecilia_reticulata ENSPREG00000021471
xiphophorus_maculatus ENSXMAG00000010651
xiphophorus_couchianus ENSXCOG00000001490
gambusia_affinis ENSGAFG00000017799
fundulus_heteroclitus ENSFHEG00000013692
cyprinodon_variegatus ENSCVAG00000010294
oryzias_latipes ENSORLG00020004586
oryzias_latipes_asm223469v1 ENSORLG00015016912
oryzias_latipes ENSORLG00000027168
oryzias_melastigma ENSOMEG00000019078
mola_mola ENSMMOG00000001119
takifugu_rubripes ENSTRUG00000023049
tetraodon_nigroviridis ENSTNIG00000001691
cynoglossus_semilaevis ENSCSEG00000014125
labrus_bergylta ENSLBEG00000002319
gasterosteus_aculeatus ENSGACG00000007219
seriola_lalandi_dorsalis ENSSLDG00000006438
seriola_dumerili ENSSDUG00000004296
scophthalmus_maximus ENSSMAG00000015480
monopterus_albus ENSMALG00000001053
mastacembelus_armatus ENSMAMG00000007625
anabas_testudineus ENSATEG00000002228
astatotilapia_calliptera ENSACLG00000001722
haplochromis_burtoni ENSHBUG00000016399
maylandia_zebra ENSMZEG00005010447
pundamilia_nyererei ENSPNYG00000021054
oreochromis_niloticus ENSONIG00000004619
neolamprologus_brichardi ENSNBRG00000004424
amphilophus_citrinellus ENSACIG00000002634
amphiprion_percula ENSAPEG00000020008
amphiprion_ocellaris ENSAOCG00000021141
acanthochromis_polyacanthus ENSAPOG00000020514
stegastes_partitus ENSSPAG00000002802
kryptolebias_marmoratus ENSKMAG00000018611
hippocampus_comes ENSHCOG00000003600
periophthalmus_magnuspinnatus ENSPMGG00000019085
gadus_morhua ENSGMOG00000014147
esox_lucius ENSELUG00000015600
astyanax_mexicanus ENSAMXG00000040873
pygocentrus_nattereri ENSPNAG00000009980
ictalurus_punctatus ENSIPUG00000022884
danio_rerio ENSDARG00000029043
scleropages_formosus ENSSFOG00015012395
paramormyrops_kingsleyae ENSPKIG00000022387
petromyzon_marinus ENSPMAG00000003918
ciona_savignyi ENSCSAVG00000005311
ciona_intestinalis ENSCING00000009595
drosophila_melanogaster FBgn0042125
drosophila_melanogaster FBgn0042127
