pan_paniscus ENSPPAG00000031690
pan_troglodytes ENSPTRG00000006675
homo_sapiens ENSG00000165949
gorilla_gorilla ENSGGOG00000006752
pongo_abelii ENSPPYG00000006097
cercocebus_atys ENSCATG00000039581
mandrillus_leucophaeus ENSMLEG00000037355
macaca_fascicularis ENSMFAG00000002816
macaca_mulatta ENSMMUG00000023780
macaca_nemestrina ENSMNEG00000029506
theropithecus_gelada ENSTGEG00000004483
papio_anubis ENSPANG00000032229
chlorocebus_sabaeus ENSCSAG00000010970
cercocebus_atys ENSCATG00000029578
macaca_nemestrina ENSMNEG00000038291
mandrillus_leucophaeus ENSMLEG00000039663
theropithecus_gelada ENSTGEG00000028914
papio_anubis ENSPANG00000034201
chlorocebus_sabaeus ENSCSAG00000018430
colobus_angolensis ENSCANG00000042042
piliocolobus_tephrosceles ENSPTEG00000010471
rhinopithecus_roxellana ENSRROG00000035487
rhinopithecus_bieti ENSRBIG00000040678
saimiri_boliviensis ENSSBOG00000027336
cebus_capucinus ENSCCAG00000029176
callithrix_jacchus ENSCJAG00000009712
aotus_nancymaae ENSANAG00000024502
