mastacembelus_armatus ENSMAMG00000009966
monopterus_albus ENSMALG00000007627
anabas_testudineus ENSATEG00000004352
scophthalmus_maximus ENSSMAG00000006730
cynoglossus_semilaevis ENSCSEG00000014493
seriola_lalandi ENSSLDG00000009388
seriola_dumerili ENSSDUG00000007612
xiphophorus_maculatus ENSXMAG00000023096
xiphophorus_couchianus ENSXCOG00000009097
gambusia_affinis ENSGAFG00000004134
poecilia_mexicana ENSPMEG00000013699
poecilia_mexicana ENSPMEG00000024403
poecilia_formosa ENSPFOG00000012959
poecilia_reticulata ENSPREG00000006932
cyprinodon_variegatus ENSCVAG00000021848
fundulus_heteroclitus ENSFHEG00000009348
kryptolebias_marmoratus ENSKMAG00000019943
oryzias_latipes ENSORLG00015004306
oryzias_latipes ENSORLG00000006448
oryzias_latipes ENSORLG00020009110
oryzias_melastigma ENSOMEG00000008378
astatotilapia_calliptera ENSACLG00000004740
maylandia_zebra ENSMZEG00005010362
pundamilia_nyererei ENSPNYG00000000231
haplochromis_burtoni ENSHBUG00000001581
neolamprologus_brichardi ENSNBRG00000013991
oreochromis_niloticus ENSONIG00000017834
amphilophus_citrinellus ENSACIG00000007768
amphiprion_ocellaris ENSAOCG00000022843
amphiprion_percula ENSAPEG00000014116
acanthochromis_polyacanthus ENSAPOG00000007203
stegastes_partitus ENSSPAG00000009745
mola_mola ENSMMOG00000008998
takifugu_rubripes ENSTRUG00000008900
labrus_bergylta ENSLBEG00000011410
periophthalmus_magnuspinnatus ENSPMGG00000002490
gadus_morhua ENSGMOG00000006398
esox_lucius ENSELUG00000024539
pundamilia_nyererei ENSPNYG00000002123
amphilophus_citrinellus ENSACIG00000014155
xiphophorus_couchianus ENSXCOG00000002945
takifugu_rubripes ENSTRUG00000021733
pygocentrus_nattereri ENSPNAG00000018105
astyanax_mexicanus ENSAMXG00000039440
ictalurus_punctatus ENSIPUG00000016521
danio_rerio ENSDARG00000101910
