anabas_testudineus ENSATEG00000024964
mastacembelus_armatus ENSMAMG00000006411
mola_mola ENSMMOG00000006712
takifugu_rubripes ENSTRUG00000023315
tetraodon_nigroviridis ENSTNIG00000011679
labrus_bergylta ENSLBEG00000017215
cynoglossus_semilaevis ENSCSEG00000010651
periophthalmus_magnuspinnatus ENSPMGG00000008906
hippocampus_comes ENSHCOG00000021169
gadus_morhua ENSGMOG00000014091
esox_lucius ENSELUG00000021027
pygocentrus_nattereri ENSPNAG00000011777
astyanax_mexicanus ENSAMXG00000038242
ictalurus_punctatus ENSIPUG00000017311
danio_rerio ENSDARG00000088764
scleropages_formosus ENSSFOG00015010749
lepisosteus_oculatus ENSLOCG00000015924
anolis_carolinensis ENSACAG00000029073
pogona_vitticeps ENSPVIG00000015983
notechis_scutatus ENSNSUG00000012768
salvator_merianae ENSSMRG00000018727
sphenodon_punctatus ENSSPUG00000008814
anser_brachyrhynchus ENSABRG00000015684
anas_platyrhynchos_platyrhynchos ENSAPLG00000019149
coturnix_japonica ENSCJPG00005007209
meleagris_gallopavo ENSMGAG00000009278
gallus_gallus ENSGALG00000026385
numida_meleagris ENSNMEG00000014777
calidris_pugnax ENSCPUG00000018150
calidris_pygmaea ENSCPGG00000018872
melopsittacus_undulatus ENSMUNG00000013263
taeniopygia_guttata ENSTGUG00000002820
serinus_canaria ENSSCAG00000005700
junco_hyemalis ENSJHYG00000008345
cyanistes_caeruleus ENSCCEG00000015461
lonchura_striata_domestica ENSLSDG00000000448
zonotrichia_albicollis ENSZALG00000002354
parus_major ENSPMJG00000013434
manacus_vitellinus ENSMVIG00005002742
ficedula_albicollis ENSFALG00000012206
lepidothrix_coronata ENSLCOG00000009761
apteryx_owenii ENSAOWG00000014224
apteryx_haastii ENSAHAG00000008930
apteryx_rowi ENSARWG00000015026
dromaius_novaehollandiae ENSDNVG00000002387
nothoprocta_perdicaria ENSNPEG00000012448
crocodylus_porosus ENSCPRG00005001252
chelonoidis_abingdonii ENSCABG00000013188
gopherus_agassizii ENSGAGG00000021899
chrysemys_picta_bellii ENSCPBG00000012940
pelodiscus_sinensis ENSPSIG00000009339
castor_canadensis ENSCCNG00000017641
dipodomys_ordii ENSDORG00000013506
heterocephalus_glaber_female ENSHGLG00000001628
heterocephalus_glaber_male ENSHGLG00100010380
fukomys_damarensis ENSFDAG00000007320
cavia_aperea ENSCAPG00000013639
cavia_porcellus ENSCPOG00000010837
chinchilla_lanigera ENSCLAG00000004171
octodon_degus ENSODEG00000014681
mus_spicilegus ENSMSIG00000000983
mus_spicilegus ENSMSIG00000020078
mus_musculus ENSMUSG00000039246
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015825
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015025
mus_pahari MGP_PahariEiJ_G0028257
rattus_norvegicus ENSRNOG00000023130
meriones_unguiculatus ENSMUGG00000011699
peromyscus_maniculatus_bairdii ENSPEMG00000012126
microtus_ochrogaster ENSMOCG00000019697
cricetulus_griseus_chok1gshd ENSCGRG00001016783
cricetulus_griseus_crigri-picr ENSCGRG00015008449
cricetulus_griseus_crigri ENSCGRG00000018293
mesocricetus_auratus ENSMAUG00000017031
nannospalax_galili ENSNGAG00000010720
jaculus_jaculus ENSJJAG00000015935
urocitellus_parryii ENSUPAG00010009729
marmota_marmota_marmota ENSMMMG00000024196
ictidomys_tridecemlineatus ENSSTOG00000025167
oryctolagus_cuniculus ENSOCUG00000000388
ochotona_princeps ENSOPRG00000016931
tupaia_belangeri ENSTBEG00000005518
prolemur_simus ENSPSMG00000002562
propithecus_coquereli ENSPCOG00000024228
microcebus_murinus ENSMICG00000041495
otolemur_garnettii ENSOGAG00000002248
pan_troglodytes ENSPTRG00000001993
pan_paniscus ENSPPAG00000038656
homo_sapiens ENSG00000143353
gorilla_gorilla ENSGGOG00000001773
pongo_abelii ENSPPYG00000000212
nomascus_leucogenys ENSNLEG00000032025
rhinopithecus_roxellana ENSRROG00000030988
rhinopithecus_bieti ENSRBIG00000026721
colobus_angolensis_palliatus ENSCANG00000035105
piliocolobus_tephrosceles ENSPTEG00000001952
macaca_fascicularis ENSMFAG00000003062
macaca_nemestrina ENSMNEG00000028805
macaca_mulatta ENSMMUG00000007806
theropithecus_gelada ENSTGEG00000006527
papio_anubis ENSPANG00000014635
mandrillus_leucophaeus ENSMLEG00000020506
cercocebus_atys ENSCATG00000043110
chlorocebus_sabaeus ENSCSAG00000015750
saimiri_boliviensis_boliviensis ENSSBOG00000022915
cebus_capucinus ENSCCAG00000026890
callithrix_jacchus ENSCJAG00000048342
aotus_nancymaae ENSANAG00000025763
callithrix_jacchus ENSCJAG00000042058
carlito_syrichta ENSTSYG00000012094
canis_lupus_dingo ENSCAFG00020004147
canis_lupus_familiaris ENSCAFG00000010839
vulpes_vulpes ENSVVUG00000012901
neovison_vison ENSNVIG00000018671
mustela_putorius_furo ENSMPUG00000004230
ursus_maritimus ENSUMAG00000020616
ursus_americanus ENSUAMG00000012867
ailuropoda_melanoleuca ENSAMEG00000010866
panthera_pardus ENSPPRG00000012849
panthera_tigris_altaica ENSPTIG00000018273
felis_catus ENSFCAG00000024235
equus_caballus ENSECAG00000012523
equus_asinus_asinus ENSEASG00005003523
pteropus_vampyrus ENSPVAG00000005840
myotis_lucifugus ENSMLUG00000002041
sorex_araneus ENSSARG00000000878
erinaceus_europaeus ENSEEUG00000004060
vicugna_pacos ENSVPAG00000008901
sus_scrofa ENSSSCG00000010817
bos_taurus ENSBTAG00000015534
bos_mutus ENSBMUG00000006207
bison_bison_bison ENSBBBG00000018529
capra_hircus ENSCHIG00000010399
ovis_aries ENSOARG00000011659
tursiops_truncatus ENSTTRG00000004004
choloepus_hoffmanni ENSCHOG00000002210
dasypus_novemcinctus ENSDNOG00000033590
loxodonta_africana ENSLAFG00000013086
procavia_capensis ENSPCAG00000010511
echinops_telfairi ENSETEG00000001292
sarcophilus_harrisii ENSSHAG00000018620
sarcophilus_harrisii ENSSHAG00000008830
monodelphis_domestica ENSMODG00000004318
phascolarctos_cinereus ENSPCIG00000017080
notamacropus_eugenii ENSMEUG00000011545
ornithorhynchus_anatinus ENSOANG00000008555
xenopus_tropicalis ENSXETG00000015359
latimeria_chalumnae ENSLACG00000005066
petromyzon_marinus ENSPMAG00000000724
drosophila_melanogaster FBgn0037842
