phascolarctos_cinereus ENSPCIG00000008034
notamacropus_eugenii ENSMEUG00000009880
sarcophilus_harrisii ENSSHAG00000005632
loxodonta_africana ENSLAFG00000026176
procavia_capensis ENSPCAG00000010712
echinops_telfairi ENSETEG00000000262
microcebus_murinus ENSMICG00000016983
propithecus_coquereli ENSPCOG00000014809
otolemur_garnettii ENSOGAG00000033092
homo_sapiens ENSG00000173153
gorilla_gorilla ENSGGOG00000001333
pan_troglodytes ENSPTRG00000003833
pan_paniscus ENSPPAG00000036778
pongo_abelii ENSPPYG00000003107
pongo_abelii ENSPPYG00000012757
nomascus_leucogenys ENSNLEG00000004971
theropithecus_gelada ENSTGEG00000012214
papio_anubis ENSPANG00000024911
mandrillus_leucophaeus ENSMLEG00000035857
macaca_mulatta ENSMMUG00000017803
macaca_nemestrina ENSMNEG00000027151
macaca_fascicularis ENSMFAG00000035878
cercocebus_atys ENSCATG00000027912
chlorocebus_sabaeus ENSCSAG00000007192
piliocolobus_tephrosceles ENSPTEG00000020050
rhinopithecus_roxellana ENSRROG00000039613
colobus_angolensis_palliatus ENSCANG00000042567
macaca_fascicularis ENSMFAG00000035759
papio_anubis ENSPANG00000029579
macaca_mulatta ENSMMUG00000045230
mandrillus_leucophaeus ENSMLEG00000027062
rhinopithecus_bieti ENSRBIG00000038327
colobus_angolensis_palliatus ENSCANG00000033065
pan_troglodytes ENSPTRG00000046807
pan_troglodytes ENSPTRG00000045101
pan_paniscus ENSPPAG00000034493
gorilla_gorilla ENSGGOG00000040199
nomascus_leucogenys ENSNLEG00000033848
saimiri_boliviensis_boliviensis ENSSBOG00000021080
callithrix_jacchus ENSCJAG00000018030
cebus_capucinus ENSCCAG00000020410
aotus_nancymaae ENSANAG00000033891
carlito_syrichta ENSTSYG00000031270
ursus_americanus ENSUAMG00000015178
ursus_maritimus ENSUMAG00000002751
ailuropoda_melanoleuca ENSAMEG00000017967
mustela_putorius_furo ENSMPUG00000012927
neovison_vison ENSNVIG00000019472
canis_lupus_dingo ENSCAFG00020014154
canis_lupus_familiaris ENSCAFG00000014455
vulpes_vulpes ENSVVUG00000029761
panthera_pardus ENSPPRG00000004128
panthera_tigris_altaica ENSPTIG00000017725
felis_catus ENSFCAG00000027402
equus_asinus_asinus ENSEASG00005019938
equus_caballus ENSECAG00000015602
bos_mutus ENSBMUG00000014400
bos_taurus ENSBTAG00000008645
bison_bison_bison ENSBBBG00000020380
capra_hircus ENSCHIG00000015224
tursiops_truncatus ENSTTRG00000010296
sus_scrofa ENSSSCG00000013028
pteropus_vampyrus ENSPVAG00000017132
myotis_lucifugus ENSMLUG00000008880
rhinopithecus_bieti ENSRBIG00000034658
prolemur_simus ENSPSMG00000003906
erinaceus_europaeus ENSEEUG00000002288
cavia_porcellus ENSCPOG00000015411
cavia_aperea ENSCAPG00000017251
chinchilla_lanigera ENSCLAG00000016837
octodon_degus ENSODEG00000015769
heterocephalus_glaber_male ENSHGLG00100014437
heterocephalus_glaber_female ENSHGLG00000011668
fukomys_damarensis ENSFDAG00000008791
urocitellus_parryii ENSUPAG00010007583
ictidomys_tridecemlineatus ENSSTOG00000019877
marmota_marmota_marmota ENSMMMG00000007925
spermophilus_dauricus ENSSDAG00000008806
castor_canadensis ENSCCNG00000026359
dipodomys_ordii ENSDORG00000012329
mus_spicilegus ENSMSIG00000029887
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023527
mus_musculus ENSMUSG00000024955
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022616
mus_pahari MGP_PahariEiJ_G0014110
rattus_norvegicus ENSRNOG00000021139
meriones_unguiculatus ENSMUGG00000004136
cricetulus_griseus_chok1gshd ENSCGRG00001022118
cricetulus_griseus_crigri-picr ENSCGRG00015011169
cricetulus_griseus_crigri ENSCGRG00000008748
mesocricetus_auratus ENSMAUG00000015311
microtus_ochrogaster ENSMOCG00000017945
peromyscus_maniculatus_bairdii ENSPEMG00000010701
nannospalax_galili ENSNGAG00000019617
jaculus_jaculus ENSJJAG00000019013
ochotona_princeps ENSOPRG00000004104
dasypus_novemcinctus ENSDNOG00000032494
gopherus_agassizii ENSGAGG00000019179
chelonoidis_abingdonii ENSCABG00000000553
chrysemys_picta_bellii ENSCPBG00000023459
scleropages_formosus ENSSFOG00015007271
scleropages_formosus ENSSFOG00015018994
paramormyrops_kingsleyae ENSPKIG00000025262
paramormyrops_kingsleyae ENSPKIG00000023357
pygocentrus_nattereri ENSPNAG00000005839
astyanax_mexicanus ENSAMXG00000039194
ictalurus_punctatus ENSIPUG00000020822
danio_rerio ENSDARG00000069266
xiphophorus_maculatus ENSXMAG00000021037
xiphophorus_couchianus ENSXCOG00000005867
gambusia_affinis ENSGAFG00000013327
poecilia_formosa ENSPFOG00000019015
poecilia_latipinna ENSPLAG00000010570
poecilia_mexicana ENSPMEG00000001249
poecilia_reticulata ENSPREG00000011942
fundulus_heteroclitus ENSFHEG00000005711
cyprinodon_variegatus ENSCVAG00000000926
kryptolebias_marmoratus ENSKMAG00000011341
oryzias_latipes ENSORLG00000010624
oryzias_latipes_asm223469v1 ENSORLG00015002691
oryzias_latipes ENSORLG00020020150
oryzias_melastigma ENSOMEG00000008037
takifugu_rubripes ENSTRUG00000021346
tetraodon_nigroviridis ENSTNIG00000010789
scophthalmus_maximus ENSSMAG00000019542
cynoglossus_semilaevis ENSCSEG00000010863
mola_mola ENSMMOG00000006647
mastacembelus_armatus ENSMAMG00000008593
monopterus_albus ENSMALG00000014963
anabas_testudineus ENSATEG00000008262
seriola_dumerili ENSSDUG00000016026
seriola_lalandi_dorsalis ENSSLDG00000018469
hippocampus_comes ENSHCOG00000020315
amphiprion_percula ENSAPEG00000009228
amphiprion_ocellaris ENSAOCG00000023303
acanthochromis_polyacanthus ENSAPOG00000004574
stegastes_partitus ENSSPAG00000004959
astatotilapia_calliptera ENSACLG00000009512
maylandia_zebra ENSMZEG00005013239
pundamilia_nyererei ENSPNYG00000023177
haplochromis_burtoni ENSHBUG00000021776
neolamprologus_brichardi ENSNBRG00000012718
oreochromis_niloticus ENSONIG00000001778
amphilophus_citrinellus ENSACIG00000014755
labrus_bergylta ENSLBEG00000002528
gasterosteus_aculeatus ENSGACG00000020287
periophthalmus_magnuspinnatus ENSPMGG00000010357
esox_lucius ENSELUG00000015954
gadus_morhua ENSGMOG00000014742
