poecilia_mexicana ENSPMEG00000021010
poecilia_latipinna ENSPLAG00000014340
gambusia_affinis ENSGAFG00000009438
fundulus_heteroclitus ENSFHEG00000007082
kryptolebias_marmoratus ENSKMAG00000019492
amphiprion_percula ENSAPEG00000014090
amphiprion_ocellaris ENSAOCG00000010958
stegastes_partitus ENSSPAG00000020485
monopterus_albus ENSMALG00000018681
seriola_lalandi_dorsalis ENSSLDG00000019861
seriola_dumerili ENSSDUG00000008063
periophthalmus_magnuspinnatus ENSPMGG00000016209
labrus_bergylta ENSLBEG00000005571
periophthalmus_magnuspinnatus ENSPMGG00000012114
takifugu_rubripes ENSTRUG00000025731
paramormyrops_kingsleyae ENSPKIG00000021882
lonchura_striata_domestica ENSLSDG00000005030
lepidothrix_coronata ENSLCOG00000005427
calidris_pygmaea ENSCPGG00000019198
apteryx_rowi ENSARWG00000018543
apteryx_haastii ENSAHAG00000011211
apteryx_owenii ENSAOWG00000017173
chrysemys_picta_bellii ENSCPBG00000020121
chelonoidis_abingdonii ENSCABG00000003410
pogona_vitticeps ENSPVIG00000011080
piliocolobus_tephrosceles ENSPTEG00000009972
piliocolobus_tephrosceles ENSPTEG00000009844
piliocolobus_tephrosceles ENSPTEG00000009924
piliocolobus_tephrosceles ENSPTEG00000009882
mus_spicilegus ENSMSIG00000030547
