notamacropus_eugenii ENSMEUG00000014513
phascolarctos_cinereus ENSPCIG00000014944
sarcophilus_harrisii ENSSHAG00000004971
monodelphis_domestica ENSMODG00000014322
ursus_maritimus ENSUMAG00000017778
ursus_americanus ENSUAMG00000006776
ailuropoda_melanoleuca ENSAMEG00000002226
mustela_putorius_furo ENSMPUG00000010299
neovison_vison ENSNVIG00000005434
canis_lupus_familiaris ENSCAFG00000020152
canis_lupus_dingo ENSCAFG00020020898
vulpes_vulpes ENSVVUG00000017916
panthera_pardus ENSPPRG00000001259
panthera_tigris_altaica ENSPTIG00000010087
felis_catus ENSFCAG00000028376
pteropus_vampyrus ENSPVAG00000009851
bos_mutus ENSBMUG00000022789
bos_taurus ENSBTAG00000009357
bison_bison_bison ENSBBBG00000020633
ovis_aries ENSOARG00000004764
capra_hircus ENSCHIG00000020291
tursiops_truncatus ENSTTRG00000005859
vicugna_pacos ENSVPAG00000003203
sus_scrofa ENSSSCG00000040629
equus_asinus_asinus ENSEASG00005013375
equus_caballus ENSECAG00000012327
erinaceus_europaeus ENSEEUG00000005537
heterocephalus_glaber_female ENSHGLG00000012281
heterocephalus_glaber_male ENSHGLG00100012436
fukomys_damarensis ENSFDAG00000015610
cavia_porcellus ENSCPOG00000039462
cavia_aperea ENSCAPG00000000154
octodon_degus ENSODEG00000014364
chinchilla_lanigera ENSCLAG00000003136
dipodomys_ordii ENSDORG00000009844
castor_canadensis ENSCCNG00000026030
peromyscus_maniculatus_bairdii ENSPEMG00000015570
microtus_ochrogaster ENSMOCG00000007333
cricetulus_griseus_chok1gshd ENSCGRG00001005627
cricetulus_griseus_crigri-picr ENSCGRG00015011331
cricetulus_griseus_crigri ENSCGRG00000012275
mesocricetus_auratus ENSMAUG00000017461
mus_spicilegus ENSMSIG00000018943
mus_musculus ENSMUSG00000031750
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031562
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032680
mus_pahari MGP_PahariEiJ_G0023161
rattus_norvegicus ENSRNOG00000017602
meriones_unguiculatus ENSMUGG00000018249
nannospalax_galili ENSNGAG00000015616
jaculus_jaculus ENSJJAG00000013016
spermophilus_dauricus ENSSDAG00000020414
urocitellus_parryii ENSUPAG00010014920
ictidomys_tridecemlineatus ENSSTOG00000015365
marmota_marmota_marmota ENSMMMG00000013345
oryctolagus_cuniculus ENSOCUG00000022125
ochotona_princeps ENSOPRG00000009886
pan_paniscus ENSPPAG00000043575
pan_troglodytes ENSPTRG00000008309
homo_sapiens ENSG00000157368
gorilla_gorilla ENSGGOG00000013065
pongo_abelii ENSPPYG00000007538
nomascus_leucogenys ENSNLEG00000016145
rhinopithecus_bieti ENSRBIG00000034462
rhinopithecus_roxellana ENSRROG00000034297
piliocolobus_tephrosceles ENSPTEG00000004304
colobus_angolensis_palliatus ENSCANG00000033388
macaca_mulatta ENSMMUG00000020415
macaca_nemestrina ENSMNEG00000005062
macaca_fascicularis ENSMFAG00000004902
mandrillus_leucophaeus ENSMLEG00000043846
chlorocebus_sabaeus ENSCSAG00000004362
theropithecus_gelada ENSTGEG00000012137
papio_anubis ENSPANG00000034671
cercocebus_atys ENSCATG00000031170
cebus_capucinus ENSCCAG00000022841
callithrix_jacchus ENSCJAG00000014830
saimiri_boliviensis_boliviensis ENSSBOG00000018734
aotus_nancymaae ENSANAG00000020829
carlito_syrichta ENSTSYG00000031506
prolemur_simus ENSPSMG00000007733
propithecus_coquereli ENSPCOG00000022877
microcebus_murinus ENSMICG00000043442
otolemur_garnettii ENSOGAG00000000060
loxodonta_africana ENSLAFG00000009192
procavia_capensis ENSPCAG00000015725
echinops_telfairi ENSETEG00000005142
dasypus_novemcinctus ENSDNOG00000036039
ornithorhynchus_anatinus ENSOANG00000001162
