sphenodon_punctatus ENSSPUG00000019205
pogona_vitticeps ENSPVIG00000004554
calidris_pygmaea ENSCPGG00000011344
calidris_pugnax ENSCPUG00000008372
apteryx_rowi ENSARWG00000003980
sarcophilus_harrisii ENSSHAG00000016241
phascolarctos_cinereus ENSPCIG00000010694
ursus_americanus ENSUAMG00000003886
equus_asinus_asinus ENSEASG00005020264
bison_bison_bison ENSBBBG00000013767
heterocephalus_glaber_male ENSHGLG00100001503
heterocephalus_glaber_female ENSHGLG00000003214
cavia_porcellus ENSCPOG00000040067
cricetulus_griseus_crigri ENSCGRG00000001170
marmota_marmota_marmota ENSMMMG00000010842
urocitellus_parryii ENSUPAG00010018565
spermophilus_dauricus ENSSDAG00000008272
latimeria_chalumnae ENSLACG00000013080
amphiprion_percula ENSAPEG00000002876
