fundulus_heteroclitus ENSFHEG00000020256
cyprinodon_variegatus ENSCVAG00000002948
xiphophorus_couchianus ENSXCOG00000020742
poecilia_latipinna ENSPLAG00000004387
gambusia_affinis ENSGAFG00000020189
amphiprion_ocellaris ENSAOCG00000022269
labrus_bergylta ENSLBEG00000020530
neolamprologus_brichardi ENSNBRG00000023122
cricetulus_griseus ENSCGRG00000003917
mus_spicilegus ENSMSIG00000021964
heterocephalus_glaber ENSHGLG00000004153
theropithecus_gelada ENSTGEG00000026573
microcebus_murinus ENSMICG00000030908
notechis_scutatus ENSNSUG00000000639
