paramormyrops_kingsleyae ENSPKIG00000025275
scleropages_formosus ENSSFOG00015002869
pygocentrus_nattereri ENSPNAG00000029891
astyanax_mexicanus ENSAMXG00000025978
ictalurus_punctatus ENSIPUG00000010099
amphiprion_ocellaris ENSAOCG00000017696
amphiprion_ocellaris ENSAOCG00000009453
amphiprion_ocellaris ENSAOCG00000012414
amphiprion_percula ENSAPEG00000023579
acanthochromis_polyacanthus ENSAPOG00000005677
stegastes_partitus ENSSPAG00000018691
oryzias_latipes_asm223469v1 ENSORLG00015017283
oryzias_latipes ENSORLG00020020942
oryzias_latipes ENSORLG00000013267
oryzias_melastigma ENSOMEG00000023906
hippocampus_comes ENSHCOG00000013692
seriola_dumerili ENSSDUG00000020210
seriola_lalandi_dorsalis ENSSLDG00000019615
scophthalmus_maximus ENSSMAG00000003406
mastacembelus_armatus ENSMAMG00000014512
anabas_testudineus ENSATEG00000002892
labrus_bergylta ENSLBEG00000026703
gasterosteus_aculeatus ENSGACG00000003952
mola_mola ENSMMOG00000013628
poecilia_latipinna ENSPLAG00000022763
poecilia_formosa ENSPFOG00000015044
poecilia_mexicana ENSPMEG00000022005
poecilia_reticulata ENSPREG00000021876
xiphophorus_maculatus ENSXMAG00000020150
xiphophorus_couchianus ENSXCOG00000017386
gambusia_affinis ENSGAFG00000008122
fundulus_heteroclitus ENSFHEG00000010468
kryptolebias_marmoratus ENSKMAG00000013829
amphilophus_citrinellus ENSACIG00000009881
monopterus_albus ENSMALG00000022652
cynoglossus_semilaevis ENSCSEG00000018574
takifugu_rubripes ENSTRUG00000021622
tetraodon_nigroviridis ENSTNIG00000002427
oreochromis_niloticus ENSONIG00000020731
neolamprologus_brichardi ENSNBRG00000013603
periophthalmus_magnuspinnatus ENSPMGG00000001054
esox_lucius ENSELUG00000014892
lepisosteus_oculatus ENSLOCG00000013205
anas_platyrhynchos_platyrhynchos ENSAPLG00000006269
anser_brachyrhynchus ENSABRG00000018916
gallus_gallus ENSGALG00000048013
coturnix_japonica ENSCJPG00005016802
numida_meleagris ENSNMEG00000020646
lonchura_striata_domestica ENSLSDG00000007761
serinus_canaria ENSSCAG00000005909
junco_hyemalis ENSJHYG00000008132
zonotrichia_albicollis ENSZALG00000002288
parus_major ENSPMJG00000004951
cyanistes_caeruleus ENSCCEG00000021680
lepidothrix_coronata ENSLCOG00000013260
manacus_vitellinus ENSMVIG00005017940
calidris_pygmaea ENSCPGG00000010334
calidris_pugnax ENSCPUG00000019674
apteryx_haastii ENSAHAG00000009451
apteryx_owenii ENSAOWG00000015583
apteryx_rowi ENSARWG00000002348
nothoprocta_perdicaria ENSNPEG00000003727
dromaius_novaehollandiae ENSDNVG00000009313
crocodylus_porosus ENSCPRG00005016591
gopherus_agassizii ENSGAGG00000000342
chelonoidis_abingdonii ENSCABG00000019728
chrysemys_picta_bellii ENSCPBG00000003897
pelodiscus_sinensis ENSPSIG00000005016
pogona_vitticeps ENSPVIG00000008606
anolis_carolinensis ENSACAG00000024948
notechis_scutatus ENSNSUG00000010771
salvator_merianae ENSSMRG00000017322
ursus_americanus ENSUAMG00000027126
ursus_maritimus ENSUMAG00000023134
neovison_vison ENSNVIG00000021195
canis_lupus_dingo ENSCAFG00020010130
panthera_tigris_altaica ENSPTIG00000004999
panthera_pardus ENSPPRG00000020475
felis_catus ENSFCAG00000040350
equus_caballus ENSECAG00000037966
equus_asinus_asinus ENSEASG00005001260
bison_bison_bison ENSBBBG00000005419
bos_mutus ENSBMUG00000003871
ovis_aries ENSOARG00000014135
capra_hircus ENSCHIG00000012688
capra_hircus ENSCHIG00000026235
bos_mutus ENSBMUG00000016981
sus_scrofa ENSSSCG00000035452
chlorocebus_sabaeus ENSCSAG00000018798
theropithecus_gelada ENSTGEG00000027667
macaca_mulatta ENSMMUG00000002841
piliocolobus_tephrosceles ENSPTEG00000024106
homo_sapiens ENSG00000255154
pan_paniscus ENSPPAG00000036591
pan_troglodytes ENSPTRG00000040419
gorilla_gorilla ENSGGOG00000040783
nomascus_leucogenys ENSNLEG00000018543
macaca_fascicularis ENSMFAG00000033184
macaca_nemestrina ENSMNEG00000035045
cercocebus_atys ENSCATG00000036301
mandrillus_leucophaeus ENSMLEG00000032919
papio_anubis ENSPANG00000022948
rhinopithecus_roxellana ENSRROG00000030647
rhinopithecus_bieti ENSRBIG00000029042
colobus_angolensis_palliatus ENSCANG00000040887
aotus_nancymaae ENSANAG00000018785
callithrix_jacchus ENSCJAG00000039884
saimiri_boliviensis_boliviensis ENSSBOG00000020190
aotus_nancymaae ENSANAG00000025691
carlito_syrichta ENSTSYG00000028375
prolemur_simus ENSPSMG00000020505
prolemur_simus ENSPSMG00000003129
prolemur_simus ENSPSMG00000020498
otolemur_garnettii ENSOGAG00000029128
otolemur_garnettii ENSOGAG00000034068
heterocephalus_glaber_male ENSHGLG00100016936
heterocephalus_glaber_female ENSHGLG00000003208
fukomys_damarensis ENSFDAG00000007562
cavia_porcellus ENSCPOG00000036094
cavia_aperea ENSCAPG00000000327
chinchilla_lanigera ENSCLAG00000007172
spermophilus_dauricus ENSSDAG00000010788
ictidomys_tridecemlineatus ENSSTOG00000024837
spermophilus_dauricus ENSSDAG00000016711
spermophilus_dauricus ENSSDAG00000015766
marmota_marmota_marmota ENSMMMG00000014203
castor_canadensis ENSCCNG00000020315
dipodomys_ordii ENSDORG00000028703
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019817
mus_spicilegus ENSMSIG00000013425
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018940
mus_pahari MGP_PahariEiJ_G0029955
meriones_unguiculatus ENSMUGG00000020132
peromyscus_maniculatus_bairdii ENSPEMG00000006600
microtus_ochrogaster ENSMOCG00000012609
cricetulus_griseus_crigri-picr ENSCGRG00015026903
cricetulus_griseus_chok1gshd ENSCGRG00001015178
cricetulus_griseus_crigri ENSCGRG00000004301
mesocricetus_auratus ENSMAUG00000022082
nannospalax_galili ENSNGAG00000000352
dasypus_novemcinctus ENSDNOG00000036567
phascolarctos_cinereus ENSPCIG00000007714
phascolarctos_cinereus ENSPCIG00000017633
latimeria_chalumnae ENSLACG00000012813
ciona_intestinalis ENSCING00000024810
