notamacropus_eugenii ENSMEUG00000000468
phascolarctos_cinereus ENSPCIG00000009072
sarcophilus_harrisii ENSSHAG00000000809
bos_taurus ENSBTAG00000009816
capra_hircus ENSCHIG00000016970
tursiops_truncatus ENSTTRG00000006425
sus_scrofa ENSSSCG00000034551
equus_caballus ENSECAG00000037060
equus_asinus_asinus ENSEASG00005010221
panthera_pardus ENSPPRG00000008268
felis_catus ENSFCAG00000041246
canis_lupus_dingo ENSCAFG00020019632
pteropus_vampyrus ENSPVAG00000009266
chinchilla_lanigera ENSCLAG00000012546
octodon_degus ENSODEG00000014188
cavia_porcellus ENSCPOG00000022112
heterocephalus_glaber_female ENSHGLG00000015228
heterocephalus_glaber_male ENSHGLG00100008197
fukomys_damarensis ENSFDAG00000009956
urocitellus_parryii ENSUPAG00010023544
otolemur_garnettii ENSOGAG00000028494
propithecus_coquereli ENSPCOG00000024541
microcebus_murinus ENSMICG00000032370
prolemur_simus ENSPSMG00000025241
homo_sapiens ENSG00000260428
pan_troglodytes ENSPTRG00000049318
pongo_abelii ENSPPYG00000018968
papio_anubis ENSPANG00000017828
cercocebus_atys ENSCATG00000002256
chlorocebus_sabaeus ENSCSAG00000008646
theropithecus_gelada ENSTGEG00000018489
macaca_nemestrina ENSMNEG00000028832
piliocolobus_tephrosceles ENSPTEG00000024149
cebus_capucinus ENSCCAG00000031822
callithrix_jacchus ENSCJAG00000021441
aotus_nancymaae ENSANAG00000011078
mus_spicilegus ENSMSIG00000024062
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020832
mus_musculus ENSMUSG00000034161
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019929
mus_pahari MGP_PahariEiJ_G0019939
rattus_norvegicus ENSRNOG00000021812
meriones_unguiculatus ENSMUGG00000011682
cricetulus_griseus_chok1gshd ENSCGRG00001014110
cricetulus_griseus_crigri-picr ENSCGRG00015021174
cricetulus_griseus_crigri ENSCGRG00000010764
mesocricetus_auratus ENSMAUG00000020750
microtus_ochrogaster ENSMOCG00000020289
peromyscus_maniculatus_bairdii ENSPEMG00000003133
nannospalax_galili ENSNGAG00000006824
jaculus_jaculus ENSJJAG00000023885
castor_canadensis ENSCCNG00000012527
dipodomys_ordii ENSDORG00000029711
macaca_fascicularis ENSMFAG00000001646
macaca_mulatta ENSMMUG00000045410
rhinopithecus_bieti ENSRBIG00000035981
pan_paniscus ENSPPAG00000019896
saimiri_boliviensis_boliviensis ENSSBOG00000021340
saimiri_boliviensis_boliviensis ENSSBOG00000013379
carlito_syrichta ENSTSYG00000025882
erinaceus_europaeus ENSEEUG00000005535
ursus_americanus ENSUAMG00000027765
dasypus_novemcinctus ENSDNOG00000045571
lonchura_striata_domestica ENSLSDG00000005745
lonchura_striata_domestica ENSLSDG00000015770
junco_hyemalis ENSJHYG00000001842
ficedula_albicollis ENSFALG00000000366
cyanistes_caeruleus ENSCCEG00000000796
xenopus_tropicalis ENSXETG00000005692
anabas_testudineus ENSATEG00000024429
mastacembelus_armatus ENSMAMG00000000358
seriola_dumerili ENSSDUG00000011869
seriola_lalandi_dorsalis ENSSLDG00000013707
mola_mola ENSMMOG00000006746
hippocampus_comes ENSHCOG00000009747
stegastes_partitus ENSSPAG00000020757
stegastes_partitus ENSSPAG00000017739
acanthochromis_polyacanthus ENSAPOG00000004451
poecilia_mexicana ENSPMEG00000010786
poecilia_latipinna ENSPLAG00000022294
poecilia_formosa ENSPFOG00000018890
poecilia_reticulata ENSPREG00000013713
xiphophorus_maculatus ENSXMAG00000023316
xiphophorus_couchianus ENSXCOG00000016602
gambusia_affinis ENSGAFG00000000117
fundulus_heteroclitus ENSFHEG00000016092
cyprinodon_variegatus ENSCVAG00000021250
amphiprion_percula ENSAPEG00000018162
monopterus_albus ENSMALG00000004475
neolamprologus_brichardi ENSNBRG00000009773
tetraodon_nigroviridis ENSTNIG00000019087
takifugu_rubripes ENSTRUG00000017355
oryzias_latipes ENSORLG00020019170
oryzias_latipes ENSORLG00000006041
oryzias_latipes_asm223469v1 ENSORLG00015003714
