chrysemys_picta_bellii ENSCPBG00000024770
gopherus_agassizii ENSGAGG00000020863
chelonoidis_abingdonii ENSCABG00000005819
pelodiscus_sinensis ENSPSIG00000009732
calidris_pygmaea ENSCPGG00000017040
calidris_pugnax ENSCPUG00000012568
lepidothrix_coronata ENSLCOG00000004048
manacus_vitellinus ENSMVIG00005006347
ficedula_albicollis ENSFALG00000002120
parus_major ENSPMJG00000007273
taeniopygia_guttata ENSTGUG00000001861
lonchura_striata_domestica ENSLSDG00000015125
serinus_canaria ENSSCAG00000001746
junco_hyemalis ENSJHYG00000007531
zonotrichia_albicollis ENSZALG00000009705
melopsittacus_undulatus ENSMUNG00000015446
meleagris_gallopavo ENSMGAG00000010824
gallus_gallus ENSGALG00000012004
coturnix_japonica ENSCJPG00005003756
numida_meleagris ENSNMEG00000001092
anas_platyrhynchos_platyrhynchos ENSAPLG00000026152
anas_platyrhynchos_platyrhynchos ENSAPLG00000001152
anser_brachyrhynchus ENSABRG00000000682
apteryx_rowi ENSARWG00000004877
apteryx_haastii ENSAHAG00000007504
apteryx_owenii ENSAOWG00000006276
dromaius_novaehollandiae ENSDNVG00000007647
crocodylus_porosus ENSCPRG00005004901
pogona_vitticeps ENSPVIG00000001294
anolis_carolinensis ENSACAG00000013699
notechis_scutatus ENSNSUG00000009172
salvator_merianae ENSSMRG00000015399
sphenodon_punctatus ENSSPUG00000008747
cricetulus_griseus_chok1gshd ENSCGRG00001013689
cricetulus_griseus_crigri-picr ENSCGRG00015002743
cricetulus_griseus_crigri ENSCGRG00000000565
mesocricetus_auratus ENSMAUG00000005077
peromyscus_maniculatus_bairdii ENSPEMG00000008670
microtus_ochrogaster ENSMOCG00000021648
mus_musculus ENSMUSG00000027978
mus_spicilegus ENSMSIG00000016761
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026556
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025603
mus_pahari MGP_PahariEiJ_G0027050
rattus_norvegicus ENSRNOG00000015353
nannospalax_galili ENSNGAG00000008006
jaculus_jaculus ENSJJAG00000012007
dipodomys_ordii ENSDORG00000013716
chinchilla_lanigera ENSCLAG00000003330
octodon_degus ENSODEG00000011205
cavia_porcellus ENSCPOG00000010027
cavia_aperea ENSCAPG00000008340
heterocephalus_glaber_female ENSHGLG00000000672
heterocephalus_glaber_male ENSHGLG00100010372
fukomys_damarensis ENSFDAG00000017839
oryctolagus_cuniculus ENSOCUG00000013625
ochotona_princeps ENSOPRG00000006485
pan_troglodytes ENSPTRG00000016390
pan_troglodytes ENSPTRG00000044055
pan_paniscus ENSPPAG00000035391
homo_sapiens ENSG00000164099
gorilla_gorilla ENSGGOG00000002810
pongo_abelii ENSPPYG00000015019
nomascus_leucogenys ENSNLEG00000008859
theropithecus_gelada ENSTGEG00000005917
papio_anubis ENSPANG00000018164
cercocebus_atys ENSCATG00000042902
mandrillus_leucophaeus ENSMLEG00000033353
macaca_mulatta ENSMMUG00000015260
macaca_fascicularis ENSMFAG00000031132
macaca_nemestrina ENSMNEG00000043650
chlorocebus_sabaeus ENSCSAG00000003767
rhinopithecus_bieti ENSRBIG00000034454
rhinopithecus_roxellana ENSRROG00000033210
piliocolobus_tephrosceles ENSPTEG00000029259
saimiri_boliviensis_boliviensis ENSSBOG00000032683
callithrix_jacchus ENSCJAG00000003386
cebus_capucinus ENSCCAG00000027059
aotus_nancymaae ENSANAG00000024981
carlito_syrichta ENSTSYG00000004697
otolemur_garnettii ENSOGAG00000016906
tupaia_belangeri ENSTBEG00000002594
bos_mutus ENSBMUG00000015647
bos_taurus ENSBTAG00000020705
bison_bison_bison ENSBBBG00000012992
capra_hircus ENSCHIG00000010763
ovis_aries ENSOARG00000017447
sus_scrofa ENSSSCG00000009114
tursiops_truncatus ENSTTRG00000015151
vicugna_pacos ENSVPAG00000011053
ursus_americanus ENSUAMG00000027300
ursus_maritimus ENSUMAG00000003572
ailuropoda_melanoleuca ENSAMEG00000011572
mustela_putorius_furo ENSMPUG00000017435
neovison_vison ENSNVIG00000012567
canis_lupus_familiaris ENSCAFG00000012328
canis_lupus_dingo ENSCAFG00020017432
vulpes_vulpes ENSVVUG00000008117
panthera_tigris_altaica ENSPTIG00000012530
panthera_pardus ENSPPRG00000014259
felis_catus ENSFCAG00000005100
equus_asinus_asinus ENSEASG00005009686
equus_caballus ENSECAG00000022348
loxodonta_africana ENSLAFG00000007466
procavia_capensis ENSPCAG00000007929
echinops_telfairi ENSETEG00000018049
dasypus_novemcinctus ENSDNOG00000019225
choloepus_hoffmanni ENSCHOG00000005985
myotis_lucifugus ENSMLUG00000002935
myotis_lucifugus ENSMLUG00000024574
pteropus_vampyrus ENSPVAG00000017635
prolemur_simus ENSPSMG00000012204
marmota_marmota_marmota ENSMMMG00000021522
propithecus_coquereli ENSPCOG00000025893
microcebus_murinus ENSMICG00000013009
