anser_brachyrhynchus ENSABRG00000013469
anas_platyrhynchos ENSAPLG00000006516
melopsittacus_undulatus ENSMUNG00000015387
apteryx_haastii ENSAHAG00000010984
apteryx_owenii ENSAOWG00000009364
apteryx_rowi ENSARWG00000013325
dromaius_novaehollandiae ENSDNVG00000002574
crocodylus_porosus ENSCPRG00005013129
chelonoidis_abingdonii ENSCABG00000022486
chrysemys_picta ENSCPBG00000017194
gopherus_agassizii ENSGAGG00000003436
pelodiscus_sinensis ENSPSIG00000017985
sphenodon_punctatus ENSSPUG00000003646
pogona_vitticeps ENSPVIG00000008664
salvator_merianae ENSSMRG00000013609
sphenodon_punctatus ENSSPUG00000003702
dromaius_novaehollandiae ENSDNVG00000002552
phascolarctos_cinereus ENSPCIG00000020014
vombatus_ursinus ENSVURG00010024572
notamacropus_eugenii ENSMEUG00000007166
sarcophilus_harrisii ENSSHAG00000004276
procavia_capensis ENSPCAG00000012370
loxodonta_africana ENSLAFG00000022680
echinops_telfairi ENSETEG00000017373
oryctolagus_cuniculus ENSOCUG00000008018
ochotona_princeps ENSOPRG00000016891
cricetulus_griseus ENSCGRG00015021701
cricetulus_griseus ENSCGRG00001020217
cricetulus_griseus ENSCGRG00000014551
microtus_ochrogaster ENSMOCG00000018565
peromyscus_maniculatus ENSPEMG00000017030
mus_spretus MGP_SPRETEiJ_G0017522
mus_spicilegus ENSMSIG00000012000
mus_musculus ENSMUSG00000005947
mus_caroli MGP_CAROLIEiJ_G0016685
mus_pahari MGP_PahariEiJ_G0017818
rattus_norvegicus ENSRNOG00000046639
meriones_unguiculatus ENSMUGG00000020167
nannospalax_galili ENSNGAG00000015510
jaculus_jaculus ENSJJAG00000017520
castor_canadensis ENSCCNG00000007549
chinchilla_lanigera ENSCLAG00000012127
octodon_degus ENSODEG00000016419
cavia_aperea ENSCAPG00000012210
cavia_porcellus ENSCPOG00000015524
heterocephalus_glaber ENSHGLG00000014496
heterocephalus_glaber ENSHGLG00100002021
fukomys_damarensis ENSFDAG00000019217
ictidomys_tridecemlineatus ENSSTOG00000002072
urocitellus_parryii ENSUPAG00010020235
spermophilus_dauricus ENSSDAG00000000528
marmota_marmota ENSMMMG00000019232
tupaia_belangeri ENSTBEG00000006189
pan_troglodytes ENSPTRG00000008576
pan_paniscus ENSPPAG00000034949
homo_sapiens ENSG00000083457
gorilla_gorilla ENSGGOG00000007471
pongo_abelii ENSPPYG00000007821
nomascus_leucogenys ENSNLEG00000017274
piliocolobus_tephrosceles ENSPTEG00000038734
colobus_angolensis ENSCANG00000039950
rhinopithecus_bieti ENSRBIG00000028094
rhinopithecus_roxellana ENSRROG00000038173
papio_anubis ENSPANG00000024363
cercocebus_atys ENSCATG00000038561
theropithecus_gelada ENSTGEG00000017167
mandrillus_leucophaeus ENSMLEG00000033461
macaca_mulatta ENSMMUG00000008556
macaca_nemestrina ENSMNEG00000036217
macaca_fascicularis ENSMFAG00000035926
cebus_capucinus ENSCCAG00000030870
saimiri_boliviensis ENSSBOG00000029571
aotus_nancymaae ENSANAG00000038445
carlito_syrichta ENSTSYG00000008170
propithecus_coquereli ENSPCOG00000014085
microcebus_murinus ENSMICG00000015770
prolemur_simus ENSPSMG00000018468
otolemur_garnettii ENSOGAG00000008794
ovis_aries ENSOARG00000017553
capra_hircus ENSCHIG00000023909
bos_indicus ENSBIXG00000014980
bos_taurus ENSBTAG00000015264
bos_indicus ENSBIXG00005011438
bos_mutus ENSBMUG00000011824
bison_bison ENSBBBG00000024691
tursiops_truncatus ENSTTRG00000005792
sus_scrofa ENSSSCG00000017869
vicugna_pacos ENSVPAG00000004108
ursus_maritimus ENSUMAG00000007569
ursus_americanus ENSUAMG00000014037
ailuropoda_melanoleuca ENSAMEG00000009302
neovison_vison ENSNVIG00000015690
mustela_putorius ENSMPUG00000012243
canis_lupus ENSCAFG00000019367
canis_lupus ENSCAFG00020008155
vulpes_vulpes ENSVVUG00000026000
felis_catus ENSFCAG00000007926
panthera_tigris ENSPTIG00000008533
panthera_pardus ENSPPRG00000019553
equus_caballus ENSECAG00000000897
equus_asinus ENSEASG00005013344
pteropus_vampyrus ENSPVAG00000012741
erinaceus_europaeus ENSEEUG00000008215
sorex_araneus ENSSARG00000006376
ornithorhynchus_anatinus ENSOANG00000020427
ornithorhynchus_anatinus ENSOANG00000012690
xenopus_tropicalis ENSXETG00000010047
callorhinchus_milii ENSCMIG00000012516
astyanax_mexicanus ENSAMXG00000002027
astyanax_mexicanus ENSAMXG00005002484
pygocentrus_nattereri ENSPNAG00000024754
ictalurus_punctatus ENSIPUG00000015761
electrophorus_electricus ENSEEEG00000001923
danio_rerio ENSDARG00000057787
danio_rerio ENSDARG00000098012
clupea_harengus ENSCHAG00000006073
hucho_hucho ENSHHUG00000019831
esox_lucius ENSELUG00000008618
denticeps_clupeoides ENSDCDG00000003064
paramormyrops_kingsleyae ENSPKIG00000013080
scleropages_formosus ENSSFOG00015005323
lepisosteus_oculatus ENSLOCG00000003409
erpetoichthys_calabaricus ENSECRG00000014361
latimeria_chalumnae ENSLACG00000005438
callorhinchus_milii ENSCMIG00000012520
