anolis_carolinensis ENSACAG00000010680
pogona_vitticeps ENSPVIG00000005350
notechis_scutatus ENSNSUG00000000742
salvator_merianae ENSSMRG00000004454
sphenodon_punctatus ENSSPUG00000011144
gallus_gallus ENSGALG00000016487
meleagris_gallopavo ENSMGAG00000014044
coturnix_japonica ENSCJPG00005011295
numida_meleagris ENSNMEG00000006522
anser_brachyrhynchus ENSABRG00000001690
anas_platyrhynchos_platyrhynchos ENSAPLG00000011591
lepidothrix_coronata ENSLCOG00000009791
manacus_vitellinus ENSMVIG00005002657
parus_major ENSPMJG00000012509
cyanistes_caeruleus ENSCCEG00000011144
ficedula_albicollis ENSFALG00000001713
taeniopygia_guttata ENSTGUG00000013165
lonchura_striata_domestica ENSLSDG00000014835
zonotrichia_albicollis ENSZALG00000004112
junco_hyemalis ENSJHYG00000018357
serinus_canaria ENSSCAG00000013455
calidris_pugnax ENSCPUG00000004579
calidris_pygmaea ENSCPGG00000016229
melopsittacus_undulatus ENSMUNG00000010627
apteryx_haastii ENSAHAG00000016992
apteryx_owenii ENSAOWG00000013266
apteryx_rowi ENSARWG00000014350
dromaius_novaehollandiae ENSDNVG00000007853
nothoprocta_perdicaria ENSNPEG00000009086
calidris_pygmaea ENSCPGG00000006511
gopherus_agassizii ENSGAGG00000021615
chrysemys_picta_bellii ENSCPBG00000019987
gopherus_agassizii ENSGAGG00000022728
chelonoidis_abingdonii ENSCABG00000013660
pelodiscus_sinensis ENSPSIG00000009169
crocodylus_porosus ENSCPRG00005004941
phascolarctos_cinereus ENSPCIG00000022174
sarcophilus_harrisii ENSSHAG00000006797
myotis_lucifugus ENSMLUG00000007792
pteropus_vampyrus ENSPVAG00000000597
ursus_americanus ENSUAMG00000012845
ursus_maritimus ENSUMAG00000023067
ailuropoda_melanoleuca ENSAMEG00000013123
ailuropoda_melanoleuca ENSAMEG00000002910
mustela_putorius_furo ENSMPUG00000013748
neovison_vison ENSNVIG00000012863
canis_lupus_dingo ENSCAFG00020025670
canis_lupus_familiaris ENSCAFG00000003855
vulpes_vulpes ENSVVUG00000014846
panthera_tigris_altaica ENSPTIG00000011369
panthera_pardus ENSPPRG00000021658
felis_catus ENSFCAG00000026226
capra_hircus ENSCHIG00000013047
ovis_aries ENSOARG00000017366
bos_mutus ENSBMUG00000005822
bos_taurus ENSBTAG00000031014
bison_bison_bison ENSBBBG00000019145
vicugna_pacos ENSVPAG00000011341
tursiops_truncatus ENSTTRG00000004000
sus_scrofa ENSSSCG00000025357
equus_caballus ENSECAG00000020412
equus_asinus_asinus ENSEASG00005009459
sorex_araneus ENSSARG00000004253
erinaceus_europaeus ENSEEUG00000013443
ictidomys_tridecemlineatus ENSSTOG00000026882
spermophilus_dauricus ENSSDAG00000006021
marmota_marmota_marmota ENSMMMG00000022060
urocitellus_parryii ENSUPAG00010009007
chinchilla_lanigera ENSCLAG00000011308
octodon_degus ENSODEG00000008523
cavia_porcellus ENSCPOG00000012586
cavia_aperea ENSCAPG00000002183
heterocephalus_glaber_male ENSHGLG00100006964
heterocephalus_glaber_female ENSHGLG00000015006
fukomys_damarensis ENSFDAG00000000236
castor_canadensis ENSCCNG00000023467
dipodomys_ordii ENSDORG00000010281
cricetulus_griseus_crigri ENSCGRG00000003706
cricetulus_griseus_chok1gshd ENSCGRG00001012418
cricetulus_griseus_crigri-picr ENSCGRG00015000243
peromyscus_maniculatus_bairdii ENSPEMG00000019039
meriones_unguiculatus ENSMUGG00000020394
meriones_unguiculatus ENSMUGG00000008796
mus_spicilegus ENSMSIG00000004628
mus_spicilegus ENSMSIG00000017981
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018442
mus_musculus ENSMUSG00000037669
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017598
mus_pahari MGP_PahariEiJ_G0029356
rattus_norvegicus ENSRNOG00000021475
nannospalax_galili ENSNGAG00000005358
jaculus_jaculus ENSJJAG00000015888
ochotona_princeps ENSOPRG00000000590
oryctolagus_cuniculus ENSOCUG00000015795
pan_paniscus ENSPPAG00000016359
pan_troglodytes ENSPTRG00000011698
homo_sapiens ENSG00000118961
gorilla_gorilla ENSGGOG00000000226
pongo_abelii ENSPPYG00000012613
nomascus_leucogenys ENSNLEG00000032022
rhinopithecus_roxellana ENSRROG00000042894
rhinopithecus_bieti ENSRBIG00000039351
colobus_angolensis_palliatus ENSCANG00000031553
piliocolobus_tephrosceles ENSPTEG00000037734
theropithecus_gelada ENSTGEG00000018795
chlorocebus_sabaeus ENSCSAG00000008123
cercocebus_atys ENSCATG00000025214
mandrillus_leucophaeus ENSMLEG00000032951
papio_anubis ENSPANG00000017330
macaca_fascicularis ENSMFAG00000036499
macaca_mulatta ENSMMUG00000003355
macaca_nemestrina ENSMNEG00000037298
cebus_capucinus ENSCCAG00000033829
callithrix_jacchus ENSCJAG00000007531
saimiri_boliviensis_boliviensis ENSSBOG00000031409
aotus_nancymaae ENSANAG00000022004
carlito_syrichta ENSTSYG00000010261
prolemur_simus ENSPSMG00000006874
microcebus_murinus ENSMICG00000011319
propithecus_coquereli ENSPCOG00000014577
otolemur_garnettii ENSOGAG00000000194
tupaia_belangeri ENSTBEG00000007518
dasypus_novemcinctus ENSDNOG00000040638
procavia_capensis ENSPCAG00000015943
echinops_telfairi ENSETEG00000014139
ornithorhynchus_anatinus ENSOANG00000020206
xenopus_tropicalis ENSXETG00000008907
latimeria_chalumnae ENSLACG00000007216
lepisosteus_oculatus ENSLOCG00000017202
labrus_bergylta ENSLBEG00000007430
mola_mola ENSMMOG00000018257
mastacembelus_armatus ENSMAMG00000016002
monopterus_albus ENSMALG00000012633
anabas_testudineus ENSATEG00000013492
seriola_dumerili ENSSDUG00000021895
seriola_lalandi_dorsalis ENSSLDG00000023105
scophthalmus_maximus ENSSMAG00000013608
amphiprion_percula ENSAPEG00000006758
amphiprion_ocellaris ENSAOCG00000009436
acanthochromis_polyacanthus ENSAPOG00000001287
stegastes_partitus ENSSPAG00000023161
astatotilapia_calliptera ENSACLG00000017167
astatotilapia_calliptera ENSACLG00000017320
maylandia_zebra ENSMZEG00005004738
haplochromis_burtoni ENSHBUG00000006819
pundamilia_nyererei ENSPNYG00000005253
neolamprologus_brichardi ENSNBRG00000007075
oreochromis_niloticus ENSONIG00000011698
amphilophus_citrinellus ENSACIG00000020457
gasterosteus_aculeatus ENSGACG00000013376
xiphophorus_maculatus ENSXMAG00000000375
xiphophorus_couchianus ENSXCOG00000000897
gambusia_affinis ENSGAFG00000001922
poecilia_formosa ENSPFOG00000012099
poecilia_latipinna ENSPLAG00000021607
poecilia_mexicana ENSPMEG00000014323
poecilia_reticulata ENSPREG00000005516
cyprinodon_variegatus ENSCVAG00000016626
fundulus_heteroclitus ENSFHEG00000020898
kryptolebias_marmoratus ENSKMAG00000010842
oryzias_latipes_asm223469v1 ENSORLG00015007005
oryzias_latipes ENSORLG00020009751
oryzias_latipes ENSORLG00000019729
oryzias_melastigma ENSOMEG00000007269
cynoglossus_semilaevis ENSCSEG00000015772
takifugu_rubripes ENSTRUG00000000578
tetraodon_nigroviridis ENSTNIG00000003556
hippocampus_comes ENSHCOG00000011088
periophthalmus_magnuspinnatus ENSPMGG00000009320
gadus_morhua ENSGMOG00000017123
esox_lucius ENSELUG00000007913
pygocentrus_nattereri ENSPNAG00000018060
astyanax_mexicanus ENSAMXG00000013253
ictalurus_punctatus ENSIPUG00000021168
danio_rerio ENSDARG00000079796
scleropages_formosus ENSSFOG00015003305
paramormyrops_kingsleyae ENSPKIG00000023322
petromyzon_marinus ENSPMAG00000009401
eptatretus_burgeri ENSEBUG00000014276
ciona_savignyi ENSCSAVG00000007672
ciona_intestinalis ENSCING00000003782
caenorhabditis_elegans_strain_n2 WBGene00009140
caenorhabditis_elegans_strain_n2 WBGene00008693
drosophila_melanogaster FBgn0035206
saccharomyces_cerevisiae YPR147C
