eptatretus_burgeri ENSEBUG00000002360
petromyzon_marinus ENSPMAG00000005818
scleropages_formosus ENSSFOG00015001606
paramormyrops_kingsleyae ENSPKIG00000020561
mola_mola ENSMMOG00000019792
gasterosteus_aculeatus ENSGACG00000002789
labrus_bergylta ENSLBEG00000006253
amphiprion_percula ENSAPEG00000005699
acanthochromis_polyacanthus ENSAPOG00000014297
fundulus_heteroclitus ENSFHEG00000011997
oryzias_latipes ENSORLG00000011807
haplochromis_burtoni ENSHBUG00000008277
astatotilapia_calliptera ENSACLG00000027253
neolamprologus_brichardi ENSNBRG00000003038
scophthalmus_maximus ENSSMAG00000001702
anabas_testudineus ENSATEG00000008122
poecilia_formosa ENSPFOG00000016900
poecilia_latipinna ENSPLAG00000008249
poecilia_mexicana ENSPMEG00000020975
poecilia_reticulata ENSPREG00000007522
xiphophorus_maculatus ENSXMAG00000011218
xiphophorus_couchianus ENSXCOG00000018719
gambusia_affinis ENSGAFG00000021215
cyprinodon_variegatus ENSCVAG00000014689
kryptolebias_marmoratus ENSKMAG00000002433
oryzias_latipes_asm223469v1 ENSORLG00015015678
oryzias_latipes ENSORLG00020012362
oryzias_latipes ENSORLG00000023638
oryzias_melastigma ENSOMEG00000012703
maylandia_zebra ENSMZEG00005021869
pundamilia_nyererei ENSPNYG00000013278
astatotilapia_calliptera ENSACLG00000027254
haplochromis_burtoni ENSHBUG00000008296
neolamprologus_brichardi ENSNBRG00000003049
oreochromis_niloticus ENSONIG00000006685
amphilophus_citrinellus ENSACIG00000021760
stegastes_partitus ENSSPAG00000009724
amphiprion_ocellaris ENSAOCG00000013276
seriola_dumerili ENSSDUG00000007771
seriola_lalandi_dorsalis ENSSLDG00000012194
monopterus_albus ENSMALG00000004133
cynoglossus_semilaevis ENSCSEG00000004975
takifugu_rubripes ENSTRUG00000015345
tetraodon_nigroviridis ENSTNIG00000002878
hippocampus_comes ENSHCOG00000000094
periophthalmus_magnuspinnatus ENSPMGG00000010280
anabas_testudineus ENSATEG00000008146
acanthochromis_polyacanthus ENSAPOG00000014316
mastacembelus_armatus ENSMAMG00000017232
mastacembelus_armatus ENSMAMG00000017214
scophthalmus_maximus ENSSMAG00000001677
cyprinodon_variegatus ENSCVAG00000023186
astyanax_mexicanus ENSAMXG00000034788
paramormyrops_kingsleyae ENSPKIG00000020515
gadus_morhua ENSGMOG00000016682
esox_lucius ENSELUG00000000828
pygocentrus_nattereri ENSPNAG00000000533
astyanax_mexicanus ENSAMXG00000002032
ictalurus_punctatus ENSIPUG00000011509
danio_rerio ENSDARG00000062177
lepisosteus_oculatus ENSLOCG00000009438
anolis_carolinensis ENSACAG00000010985
pogona_vitticeps ENSPVIG00000019412
notechis_scutatus ENSNSUG00000010515
salvator_merianae ENSSMRG00000005002
sphenodon_punctatus ENSSPUG00000014542
apteryx_owenii ENSAOWG00000017688
apteryx_haastii ENSAHAG00000001810
apteryx_rowi ENSARWG00000014174
dromaius_novaehollandiae ENSDNVG00000007719
nothoprocta_perdicaria ENSNPEG00000005352
anser_brachyrhynchus ENSABRG00000008936
anas_platyrhynchos_platyrhynchos ENSAPLG00000010160
gallus_gallus ENSGALG00000015258
meleagris_gallopavo ENSMGAG00000014358
coturnix_japonica ENSCJPG00005017487
numida_meleagris ENSNMEG00000017247
zonotrichia_albicollis ENSZALG00000015122
junco_hyemalis ENSJHYG00000017777
serinus_canaria ENSSCAG00000008922
taeniopygia_guttata ENSTGUG00000013637
lonchura_striata_domestica ENSLSDG00000002073
parus_major ENSPMJG00000011146
cyanistes_caeruleus ENSCCEG00000015355
ficedula_albicollis ENSFALG00000005796
manacus_vitellinus ENSMVIG00005011327
lepidothrix_coronata ENSLCOG00000008909
melopsittacus_undulatus ENSMUNG00000005214
calidris_pygmaea ENSCPGG00000002156
calidris_pugnax ENSCPUG00000004802
crocodylus_porosus ENSCPRG00005004374
gopherus_agassizii ENSGAGG00000019834
chelonoidis_abingdonii ENSCABG00000005017
chrysemys_picta_bellii ENSCPBG00000003879
pelodiscus_sinensis ENSPSIG00000003831
phascolarctos_cinereus ENSPCIG00000027417
notamacropus_eugenii ENSMEUG00000016118
monodelphis_domestica ENSMODG00000002360
sarcophilus_harrisii ENSSHAG00000010475
propithecus_coquereli ENSPCOG00000026514
prolemur_simus ENSPSMG00000018428
microcebus_murinus ENSMICG00000049459
otolemur_garnettii ENSOGAG00000014732
pan_paniscus ENSPPAG00000029703
pan_troglodytes ENSPTRG00000015154
homo_sapiens ENSG00000057019
gorilla_gorilla ENSGGOG00000010252
pongo_abelii ENSPPYG00000013610
nomascus_leucogenys ENSNLEG00000002359
macaca_fascicularis ENSMFAG00000045647
macaca_mulatta ENSMMUG00000017438
macaca_nemestrina ENSMNEG00000035166
theropithecus_gelada ENSTGEG00000023102
papio_anubis ENSPANG00000008518
mandrillus_leucophaeus ENSMLEG00000028311
cercocebus_atys ENSCATG00000033499
chlorocebus_sabaeus ENSCSAG00000006012
rhinopithecus_roxellana ENSRROG00000013316
rhinopithecus_bieti ENSRBIG00000006168
colobus_angolensis_palliatus ENSCANG00000035706
piliocolobus_tephrosceles ENSPTEG00000029922
cebus_capucinus ENSCCAG00000012943
saimiri_boliviensis_boliviensis ENSSBOG00000023456
callithrix_jacchus ENSCJAG00000000646
aotus_nancymaae ENSANAG00000035766
carlito_syrichta ENSTSYG00000012271
tupaia_belangeri ENSTBEG00000009507
castor_canadensis ENSCCNG00000013805
dipodomys_ordii ENSDORG00000016609
spermophilus_dauricus ENSSDAG00000021197
urocitellus_parryii ENSUPAG00010008226
ictidomys_tridecemlineatus ENSSTOG00000014246
marmota_marmota_marmota ENSMMMG00000015653
octodon_degus ENSODEG00000005751
chinchilla_lanigera ENSCLAG00000013179
cavia_porcellus ENSCPOG00000040402
heterocephalus_glaber_female ENSHGLG00000014991
heterocephalus_glaber_male ENSHGLG00100011513
heterocephalus_glaber_female ENSHGLG00000001488
heterocephalus_glaber_male ENSHGLG00100003103
heterocephalus_glaber_female ENSHGLG00000019388
fukomys_damarensis ENSFDAG00000014149
oryctolagus_cuniculus ENSOCUG00000008318
ochotona_princeps ENSOPRG00000003547
mus_musculus ENSMUSG00000035107
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020827
mus_spicilegus ENSMSIG00000011982
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021727
mus_pahari MGP_PahariEiJ_G0016527
rattus_norvegicus ENSRNOG00000055281
meriones_unguiculatus ENSMUGG00000003549
peromyscus_maniculatus_bairdii ENSPEMG00000012307
microtus_ochrogaster ENSMOCG00000003711
cricetulus_griseus_crigri ENSCGRG00000006677
cricetulus_griseus_chok1gshd ENSCGRG00001002779
cricetulus_griseus_crigri-picr ENSCGRG00015006702
jaculus_jaculus ENSJJAG00000021406
equus_caballus ENSECAG00000020614
equus_asinus_asinus ENSEASG00005010960
erinaceus_europaeus ENSEEUG00000013694
ovis_aries ENSOARG00000017823
capra_hircus ENSCHIG00000026066
bos_mutus ENSBMUG00000020953
bos_taurus ENSBTAG00000014889
bison_bison_bison ENSBBBG00000021459
tursiops_truncatus ENSTTRG00000004920
sus_scrofa ENSSSCG00000011977
vicugna_pacos ENSVPAG00000006131
ursus_maritimus ENSUMAG00000001935
ursus_americanus ENSUAMG00000011945
ailuropoda_melanoleuca ENSAMEG00000015456
neovison_vison ENSNVIG00000016789
mustela_putorius_furo ENSMPUG00000011279
canis_lupus_familiaris ENSCAFG00000009214
canis_lupus_dingo ENSCAFG00020009517
vulpes_vulpes ENSVVUG00000021623
panthera_pardus ENSPPRG00000000209
panthera_tigris_altaica ENSPTIG00000015415
felis_catus ENSFCAG00000004262
pteropus_vampyrus ENSPVAG00000017036
myotis_lucifugus ENSMLUG00000004889
sorex_araneus ENSSARG00000011282
loxodonta_africana ENSLAFG00000005891
procavia_capensis ENSPCAG00000003058
echinops_telfairi ENSETEG00000001823
dasypus_novemcinctus ENSDNOG00000012370
choloepus_hoffmanni ENSCHOG00000002376
ornithorhynchus_anatinus ENSOANG00000007533
xenopus_tropicalis ENSXETG00000005783
latimeria_chalumnae ENSLACG00000005468
ciona_intestinalis ENSCING00000000960
