salvator_merianae ENSSMRG00000000057
notechis_scutatus ENSNSUG00000018887
sphenodon_punctatus ENSSPUG00000001387
crocodylus_porosus ENSCPRG00005017092
taeniopygia_guttata ENSTGUG00000002107
ficedula_albicollis ENSFALG00000003633
lepidothrix_coronata ENSLCOG00000004809
manacus_vitellinus ENSMVIG00005004980
cyanistes_caeruleus ENSCCEG00000005071
parus_major ENSPMJG00000009390
junco_hyemalis ENSJHYG00000013046
calidris_pygmaea ENSCPGG00000000020
melopsittacus_undulatus ENSMUNG00000011805
gallus_gallus ENSGALG00000044997
coturnix_japonica ENSCJPG00005011307
meleagris_gallopavo ENSMGAG00000007490
numida_meleagris ENSNMEG00000018079
apteryx_haastii ENSAHAG00000015952
apteryx_owenii ENSAOWG00000011920
apteryx_rowi ENSARWG00000001044
nothoprocta_perdicaria ENSNPEG00000004121
ailuropoda_melanoleuca ENSAMEG00000002938
ursus_americanus ENSUAMG00000011722
mustela_putorius_furo ENSMPUG00000016093
neovison_vison ENSNVIG00000015602
canis_lupus_dingo ENSCAFG00020009298
canis_lupus_familiaris ENSCAFG00000015033
vulpes_vulpes ENSVVUG00000029534
panthera_tigris_altaica ENSPTIG00000021674
panthera_pardus ENSPPRG00000012908
felis_catus ENSFCAG00000000800
bos_mutus ENSBMUG00000022220
bos_taurus ENSBTAG00000001082
bison_bison_bison ENSBBBG00000015920
ovis_aries ENSOARG00000008880
capra_hircus ENSCHIG00000020671
tursiops_truncatus ENSTTRG00000011285
sus_scrofa ENSSSCG00000003509
equus_asinus_asinus ENSEASG00005014338
equus_caballus ENSECAG00000013721
myotis_lucifugus ENSMLUG00000011446
pteropus_vampyrus ENSPVAG00000013866
sorex_araneus ENSSARG00000004229
mus_spicilegus ENSMSIG00000013490
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027666
mus_musculus ENSMUSG00000045349
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026686
mus_pahari MGP_PahariEiJ_G0029017
rattus_norvegicus ENSRNOG00000014909
meriones_unguiculatus ENSMUGG00000024288
cricetulus_griseus_chok1gshd ENSCGRG00001007166
cricetulus_griseus_crigri-picr ENSCGRG00015024211
cricetulus_griseus_crigri ENSCGRG00000014429
mesocricetus_auratus ENSMAUG00000012916
microtus_ochrogaster ENSMOCG00000004152
peromyscus_maniculatus_bairdii ENSPEMG00000009719
nannospalax_galili ENSNGAG00000023248
jaculus_jaculus ENSJJAG00000017796
castor_canadensis ENSCCNG00000029661
dipodomys_ordii ENSDORG00000006972
chinchilla_lanigera ENSCLAG00000013408
octodon_degus ENSODEG00000015096
cavia_porcellus ENSCPOG00000002788
cavia_aperea ENSCAPG00000000290
heterocephalus_glaber_female ENSHGLG00000016274
heterocephalus_glaber_male ENSHGLG00100009064
fukomys_damarensis ENSFDAG00000009164
ictidomys_tridecemlineatus ENSSTOG00000015691
urocitellus_parryii ENSUPAG00010016068
spermophilus_dauricus ENSSDAG00000011223
marmota_marmota_marmota ENSMMMG00000019545
oryctolagus_cuniculus ENSOCUG00000022310
ochotona_princeps ENSOPRG00000010961
tupaia_belangeri ENSTBEG00000008545
pan_troglodytes ENSPTRG00000000295
pan_paniscus ENSPPAG00000022445
gorilla_gorilla ENSGGOG00000014606
homo_sapiens ENSG00000189410
pongo_abelii ENSPPYG00000001766
nomascus_leucogenys ENSNLEG00000007957
theropithecus_gelada ENSTGEG00000000540
papio_anubis ENSPANG00000020849
macaca_nemestrina ENSMNEG00000029070
macaca_fascicularis ENSMFAG00000038100
macaca_mulatta ENSMMUG00000008847
mandrillus_leucophaeus ENSMLEG00000039602
cercocebus_atys ENSCATG00000026848
chlorocebus_sabaeus ENSCSAG00000000899
rhinopithecus_roxellana ENSRROG00000038807
rhinopithecus_bieti ENSRBIG00000043529
piliocolobus_tephrosceles ENSPTEG00000005755
colobus_angolensis_palliatus ENSCANG00000037604
saimiri_boliviensis_boliviensis ENSSBOG00000019858
cebus_capucinus ENSCCAG00000020945
callithrix_jacchus ENSCJAG00000006422
aotus_nancymaae ENSANAG00000033246
carlito_syrichta ENSTSYG00000001860
propithecus_coquereli ENSPCOG00000015301
prolemur_simus ENSPSMG00000003217
microcebus_murinus ENSMICG00000028512
otolemur_garnettii ENSOGAG00000016056
dasypus_novemcinctus ENSDNOG00000034909
loxodonta_africana ENSLAFG00000000650
echinops_telfairi ENSETEG00000002919
procavia_capensis ENSPCAG00000014645
notamacropus_eugenii ENSMEUG00000010221
phascolarctos_cinereus ENSPCIG00000010016
monodelphis_domestica ENSMODG00000015968
sarcophilus_harrisii ENSSHAG00000007252
latimeria_chalumnae ENSLACG00000017939
scophthalmus_maximus ENSSMAG00000002062
cynoglossus_semilaevis ENSCSEG00000013031
takifugu_rubripes ENSTRUG00000021223
neolamprologus_brichardi ENSNBRG00000010301
astatotilapia_calliptera ENSACLG00000001922
maylandia_zebra ENSMZEG00005001582
amphilophus_citrinellus ENSACIG00000011812
poecilia_latipinna ENSPLAG00000015352
amphiprion_ocellaris ENSAOCG00000004587
monopterus_albus ENSMALG00000002259
anabas_testudineus ENSATEG00000025154
seriola_dumerili ENSSDUG00000018264
hippocampus_comes ENSHCOG00000001836
mola_mola ENSMMOG00000013289
lepisosteus_oculatus ENSLOCG00000003629
