meleagris_gallopavo ENSMGAG00000013012
coturnix_japonica ENSCJPG00005010688
gallus_gallus ENSGALG00000026264
numida_meleagris ENSNMEG00000010283
anas_platyrhynchos_platyrhynchos ENSAPLG00000020634
calidris_pygmaea ENSCPGG00000009729
calidris_pugnax ENSCPUG00000010400
lonchura_striata_domestica ENSLSDG00000013695
taeniopygia_guttata ENSTGUG00000012742
serinus_canaria ENSSCAG00000000176
cyanistes_caeruleus ENSCCEG00000003914
parus_major ENSPMJG00000013187
ficedula_albicollis ENSFALG00000015256
lepidothrix_coronata ENSLCOG00000008650
apteryx_owenii ENSAOWG00000014878
apteryx_rowi ENSARWG00000009874
apteryx_haastii ENSAHAG00000000923
dromaius_novaehollandiae ENSDNVG00000019075
nothoprocta_perdicaria ENSNPEG00000015805
chelonoidis_abingdonii ENSCABG00000009533
gopherus_agassizii ENSGAGG00000014575
chrysemys_picta_bellii ENSCPBG00000019053
sphenodon_punctatus ENSSPUG00000005870
xenopus_tropicalis ENSXETG00000032364
latimeria_chalumnae ENSLACG00000009361
scophthalmus_maximus ENSSMAG00000016291
periophthalmus_magnuspinnatus ENSPMGG00000011595
scleropages_formosus ENSSFOG00015014600
poecilia_mexicana ENSPMEG00000021805
poecilia_latipinna ENSPLAG00000001677
poecilia_formosa ENSPFOG00000023481
poecilia_reticulata ENSPREG00000008918
xiphophorus_maculatus ENSXMAG00000019811
xiphophorus_couchianus ENSXCOG00000005041
gambusia_affinis ENSGAFG00000014357
fundulus_heteroclitus ENSFHEG00000017722
cyprinodon_variegatus ENSCVAG00000007457
kryptolebias_marmoratus ENSKMAG00000017895
labrus_bergylta ENSLBEG00000007752
labrus_bergylta ENSLBEG00000007685
gasterosteus_aculeatus ENSGACG00000005347
seriola_dumerili ENSSDUG00000021887
seriola_lalandi_dorsalis ENSSLDG00000016154
cynoglossus_semilaevis ENSCSEG00000002612
amphiprion_percula ENSAPEG00000020025
amphiprion_ocellaris ENSAOCG00000014020
acanthochromis_polyacanthus ENSAPOG00000011507
stegastes_partitus ENSSPAG00000008505
astatotilapia_calliptera ENSACLG00000023054
maylandia_zebra ENSMZEG00005017286
haplochromis_burtoni ENSHBUG00000004638
pundamilia_nyererei ENSPNYG00000023112
neolamprologus_brichardi ENSNBRG00000005493
oreochromis_niloticus ENSONIG00000021195
amphilophus_citrinellus ENSACIG00000005610
mastacembelus_armatus ENSMAMG00000014803
monopterus_albus ENSMALG00000014586
anabas_testudineus ENSATEG00000003735
oryzias_latipes ENSORLG00000013090
oryzias_latipes ENSORLG00020000837
oryzias_latipes_asm223469v1 ENSORLG00015001235
oryzias_melastigma ENSOMEG00000015385
takifugu_rubripes ENSTRUG00000001279
tetraodon_nigroviridis ENSTNIG00000001134
hippocampus_comes ENSHCOG00000006591
gadus_morhua ENSGMOG00000001345
pygocentrus_nattereri ENSPNAG00000009815
astyanax_mexicanus ENSAMXG00000024937
ictalurus_punctatus ENSIPUG00000006453
danio_rerio ENSDARG00000044155
esox_lucius ENSELUG00000024290
paramormyrops_kingsleyae ENSPKIG00000001916
paramormyrops_kingsleyae ENSPKIG00000002924
lepisosteus_oculatus ENSLOCG00000018124
notechis_scutatus ENSNSUG00000004197
pogona_vitticeps ENSPVIG00000023323
salvator_merianae ENSSMRG00000008255
mola_mola ENSMMOG00000016830
fukomys_damarensis ENSFDAG00000021135
heterocephalus_glaber_male ENSHGLG00100008662
cricetulus_griseus_crigri-picr ENSCGRG00015017538
microtus_ochrogaster ENSMOCG00000021750
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020796
mus_spicilegus ENSMSIG00000021226
mus_musculus ENSMUSG00000047591
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019896
mus_pahari MGP_PahariEiJ_G0019904
rattus_norvegicus ENSRNOG00000007668
meriones_unguiculatus ENSMUGG00000009729
nannospalax_galili ENSNGAG00000000584
jaculus_jaculus ENSJJAG00000009961
castor_canadensis ENSCCNG00000000087
urocitellus_parryii ENSUPAG00010023453
ictidomys_tridecemlineatus ENSSTOG00000026889
chinchilla_lanigera ENSCLAG00000018099
octodon_degus ENSODEG00000020376
heterocephalus_glaber_female ENSHGLG00000020639
cavia_porcellus ENSCPOG00000021977
prolemur_simus ENSPSMG00000024056
propithecus_coquereli ENSPCOG00000012800
microcebus_murinus ENSMICG00000031627
otolemur_garnettii ENSOGAG00000013431
equus_asinus_asinus ENSEASG00005009619
equus_caballus ENSECAG00000031791
neovison_vison ENSNVIG00000010654
capra_hircus ENSCHIG00000005605
bos_taurus ENSBTAG00000026344
sus_scrofa ENSSSCG00000034820
canis_lupus_familiaris ENSCAFG00000032457
ovis_aries ENSOARG00000000914
dipodomys_ordii ENSDORG00000015582
cebus_capucinus ENSCCAG00000031370
callithrix_jacchus ENSCJAG00000038894
aotus_nancymaae ENSANAG00000021123
pan_troglodytes ENSPTRG00000030912
homo_sapiens ENSG00000182759
macaca_nemestrina ENSMNEG00000033580
theropithecus_gelada ENSTGEG00000016725
cercocebus_atys ENSCATG00000018551
chlorocebus_sabaeus ENSCSAG00000018634
papio_anubis ENSPANG00000005175
piliocolobus_tephrosceles ENSPTEG00000026180
notamacropus_eugenii ENSMEUG00000004266
phascolarctos_cinereus ENSPCIG00000004385
monodelphis_domestica ENSMODG00000011396
latimeria_chalumnae ENSLACG00000016005
xenopus_tropicalis ENSXETG00000022130
eptatretus_burgeri ENSEBUG00000005487
