apteryx_owenii ENSAOWG00000001773
apteryx_haastii ENSAHAG00000018845
apteryx_rowi ENSARWG00000000649
dromaius_novaehollandiae ENSDNVG00000004755
nothoprocta_perdicaria ENSNPEG00000003529
parus_major ENSPMJG00000002582
cyanistes_caeruleus ENSCCEG00000018213
ficedula_albicollis ENSFALG00000009012
serinus_canaria ENSSCAG00000014412
zonotrichia_albicollis ENSZALG00000001175
taeniopygia_guttata ENSTGUG00000018125
lonchura_striata_domestica ENSLSDG00000012871
manacus_vitellinus ENSMVIG00005001092
melopsittacus_undulatus ENSMUNG00000011179
calidris_pugnax ENSCPUG00000010914
calidris_pygmaea ENSCPGG00000014394
anser_brachyrhynchus ENSABRG00000020857
anas_platyrhynchos_platyrhynchos ENSAPLG00000005297
numida_meleagris ENSNMEG00000001896
gopherus_agassizii ENSGAGG00000024841
chelonoidis_abingdonii ENSCABG00000011034
chrysemys_picta_bellii ENSCPBG00000025621
pelodiscus_sinensis ENSPSIG00000017286
anolis_carolinensis ENSACAG00000010023
pogona_vitticeps ENSPVIG00000024685
notechis_scutatus ENSNSUG00000013092
salvator_merianae ENSSMRG00000016557
xenopus_tropicalis ENSXETG00000020322
petromyzon_marinus ENSPMAG00000003059
