dasypus_novemcinctus ENSDNOG00000048342
choloepus_hoffmanni ENSCHOG00000008957
saimiri_boliviensis_boliviensis ENSSBOG00000032371
cebus_capucinus ENSCCAG00000026036
saimiri_boliviensis_boliviensis ENSSBOG00000022374
callithrix_jacchus ENSCJAG00000018605
aotus_nancymaae ENSANAG00000024707
pan_troglodytes ENSPTRG00000004661
pan_paniscus ENSPPAG00000042048
homo_sapiens ENSG00000110852
gorilla_gorilla ENSGGOG00000014313
nomascus_leucogenys ENSNLEG00000031735
macaca_fascicularis ENSMFAG00000046355
macaca_mulatta ENSMMUG00000042362
macaca_nemestrina ENSMNEG00000029232
theropithecus_gelada ENSTGEG00000004102
cercocebus_atys ENSCATG00000040901
mandrillus_leucophaeus ENSMLEG00000039468
papio_anubis ENSPANG00000007772
chlorocebus_sabaeus ENSCSAG00000009274
rhinopithecus_roxellana ENSRROG00000033935
rhinopithecus_bieti ENSRBIG00000032655
piliocolobus_tephrosceles ENSPTEG00000008582
colobus_angolensis_palliatus ENSCANG00000038568
carlito_syrichta ENSTSYG00000002933
propithecus_coquereli ENSPCOG00000005225
prolemur_simus ENSPSMG00000004186
microcebus_murinus ENSMICG00000030763
otolemur_garnettii ENSOGAG00000013718
tupaia_belangeri ENSTBEG00000008575
ursus_maritimus ENSUMAG00000016316
ursus_americanus ENSUAMG00000012959
ailuropoda_melanoleuca ENSAMEG00000003948
neovison_vison ENSNVIG00000010503
mustela_putorius_furo ENSMPUG00000006184
canis_lupus_dingo ENSCAFG00020006154
canis_lupus_familiaris ENSCAFG00000032751
vulpes_vulpes ENSVVUG00000005213
panthera_tigris_altaica ENSPTIG00000008676
panthera_pardus ENSPPRG00000013170
felis_catus ENSFCAG00000039286
ovis_aries ENSOARG00000021044
capra_hircus ENSCHIG00000023972
bos_mutus ENSBMUG00000013944
bison_bison_bison ENSBBBG00000023454
bos_taurus ENSBTAG00000055140
sus_scrofa ENSSSCG00000000656
vicugna_pacos ENSVPAG00000003731
equus_asinus_asinus ENSEASG00005014818
equus_caballus ENSECAG00000000382
erinaceus_europaeus ENSEEUG00000015091
procavia_capensis ENSPCAG00000006511
ornithorhynchus_anatinus ENSOANG00000020625
ornithorhynchus_anatinus ENSOANG00000020023
parus_major ENSPMJG00000016205
