castor_canadensis ENSCCNG00000022573
dipodomys_ordii ENSDORG00000025470
mus_musculus ENSMUSG00000020940
mus_spicilegus ENSMSIG00000027599
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018119
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017276
mus_pahari MGP_PahariEiJ_G0018406
rattus_norvegicus ENSRNOG00000003266
meriones_unguiculatus ENSMUGG00000005267
peromyscus_maniculatus_bairdii ENSPEMG00000013521
microtus_ochrogaster ENSMOCG00000016330
cricetulus_griseus_crigri ENSCGRG00000011273
cricetulus_griseus_crigri-picr ENSCGRG00015028518
cricetulus_griseus_chok1gshd ENSCGRG00001011868
mesocricetus_auratus ENSMAUG00000022094
nannospalax_galili ENSNGAG00000014012
jaculus_jaculus ENSJJAG00000018301
urocitellus_parryii ENSUPAG00010000920
ictidomys_tridecemlineatus ENSSTOG00000025914
oryctolagus_cuniculus ENSOCUG00000026483
otolemur_garnettii ENSOGAG00000026250
prolemur_simus ENSPSMG00000015254
theropithecus_gelada ENSTGEG00000016987
capra_hircus ENSCHIG00000017574
ovis_aries ENSOARG00000010214
bos_taurus ENSBTAG00000024975
bos_mutus ENSBMUG00000001541
bison_bison_bison ENSBBBG00000005337
sus_scrofa ENSSSCG00000017332
equus_caballus ENSECAG00000021549
equus_asinus_asinus ENSEASG00005010532
canis_lupus_dingo ENSCAFG00020005709
canis_lupus_familiaris ENSCAFG00000032576
vulpes_vulpes ENSVVUG00000018361
mustela_putorius_furo ENSMPUG00000008618
ursus_americanus ENSUAMG00000023606
ailuropoda_melanoleuca ENSAMEG00000018408
panthera_pardus ENSPPRG00000023000
panthera_tigris_altaica ENSPTIG00000004050
felis_catus ENSFCAG00000022158
loxodonta_africana ENSLAFG00000031041
sarcophilus_harrisii ENSSHAG00000011564
phascolarctos_cinereus ENSPCIG00000031899
chrysemys_picta_bellii ENSCPBG00000020295
