ciona_intestinalis ENSCING00000007384
ciona_savignyi ENSCSAVG00000007788
drosophila_melanogaster FBgn0032172
petromyzon_marinus ENSPMAG00000004617
eptatretus_burgeri ENSEBUG00000015877
paramormyrops_kingsleyae ENSPKIG00000016316
scleropages_formosus ENSSFOG00015009117
scleropages_formosus ENSSFOG00015016209
paramormyrops_kingsleyae ENSPKIG00000016282
astyanax_mexicanus ENSAMXG00000019576
pygocentrus_nattereri ENSPNAG00000018682
ictalurus_punctatus ENSIPUG00000004456
danio_rerio ENSDARG00000078789
labrus_bergylta ENSLBEG00000018496
labrus_bergylta ENSLBEG00000028440
gasterosteus_aculeatus ENSGACG00000017214
tetraodon_nigroviridis ENSTNIG00000017729
takifugu_rubripes ENSTRUG00000014566
mola_mola ENSMMOG00000005459
seriola_lalandi_dorsalis ENSSLDG00000020607
seriola_dumerili ENSSDUG00000020385
scophthalmus_maximus ENSSMAG00000004486
mastacembelus_armatus ENSMAMG00000013939
monopterus_albus ENSMALG00000002490
anabas_testudineus ENSATEG00000012524
amphiprion_ocellaris ENSAOCG00000003089
amphiprion_percula ENSAPEG00000023943
acanthochromis_polyacanthus ENSAPOG00000019916
stegastes_partitus ENSSPAG00000003350
astatotilapia_calliptera ENSACLG00000025661
haplochromis_burtoni ENSHBUG00000001089
maylandia_zebra ENSMZEG00005009093
pundamilia_nyererei ENSPNYG00000012680
neolamprologus_brichardi ENSNBRG00000004993
oreochromis_niloticus ENSONIG00000010012
amphilophus_citrinellus ENSACIG00000016638
poecilia_formosa ENSPFOG00000009030
poecilia_latipinna ENSPLAG00000017681
poecilia_mexicana ENSPMEG00000014461
poecilia_reticulata ENSPREG00000023231
xiphophorus_maculatus ENSXMAG00000009576
xiphophorus_couchianus ENSXCOG00000011178
fundulus_heteroclitus ENSFHEG00000007989
cyprinodon_variegatus ENSCVAG00000017281
kryptolebias_marmoratus ENSKMAG00000004163
oryzias_latipes ENSORLG00000007437
oryzias_latipes_asm223469v1 ENSORLG00015016850
oryzias_latipes ENSORLG00020017286
oryzias_melastigma ENSOMEG00000003513
cynoglossus_semilaevis ENSCSEG00000000445
periophthalmus_magnuspinnatus ENSPMGG00000019585
hippocampus_comes ENSHCOG00000005666
gadus_morhua ENSGMOG00000001989
esox_lucius ENSELUG00000014151
lepisosteus_oculatus ENSLOCG00000008784
fundulus_heteroclitus ENSFHEG00000007073
cyprinodon_variegatus ENSCVAG00000008350
xiphophorus_maculatus ENSXMAG00000001820
xiphophorus_couchianus ENSXCOG00000007497
poecilia_formosa ENSPFOG00000018179
poecilia_reticulata ENSPREG00000003110
poecilia_mexicana ENSPMEG00000009580
poecilia_latipinna ENSPLAG00000022480
gambusia_affinis ENSGAFG00000008899
kryptolebias_marmoratus ENSKMAG00000004438
oryzias_latipes ENSORLG00020020337
oryzias_latipes_asm223469v1 ENSORLG00015018046
oryzias_latipes ENSORLG00000003037
oryzias_melastigma ENSOMEG00000023631
amphiprion_percula ENSAPEG00000013830
amphiprion_ocellaris ENSAOCG00000010708
acanthochromis_polyacanthus ENSAPOG00000005561
stegastes_partitus ENSSPAG00000014208
astatotilapia_calliptera ENSACLG00000011897
maylandia_zebra ENSMZEG00005008891
pundamilia_nyererei ENSPNYG00000007460
haplochromis_burtoni ENSHBUG00000007039
neolamprologus_brichardi ENSNBRG00000002638
oreochromis_niloticus ENSONIG00000011721
amphilophus_citrinellus ENSACIG00000016785
takifugu_rubripes ENSTRUG00000017477
tetraodon_nigroviridis ENSTNIG00000011250
mola_mola ENSMMOG00000014290
labrus_bergylta ENSLBEG00000026003
mastacembelus_armatus ENSMAMG00000006773
anabas_testudineus ENSATEG00000020547
gasterosteus_aculeatus ENSGACG00000018629
periophthalmus_magnuspinnatus ENSPMGG00000004671
monopterus_albus ENSMALG00000004163
hippocampus_comes ENSHCOG00000015239
seriola_dumerili ENSSDUG00000023645
seriola_lalandi_dorsalis ENSSLDG00000002371
scophthalmus_maximus ENSSMAG00000015871
esox_lucius ENSELUG00000000223
pygocentrus_nattereri ENSPNAG00000024678
astyanax_mexicanus ENSAMXG00000004935
ictalurus_punctatus ENSIPUG00000000753
gopherus_agassizii ENSGAGG00000009176
chelonoidis_abingdonii ENSCABG00000021274
chrysemys_picta_bellii ENSCPBG00000027393
pelodiscus_sinensis ENSPSIG00000009428
crocodylus_porosus ENSCPRG00005008649
dromaius_novaehollandiae ENSDNVG00000004994
nothoprocta_perdicaria ENSNPEG00000004909
apteryx_haastii ENSAHAG00000013584
apteryx_rowi ENSARWG00000018089
apteryx_owenii ENSAOWG00000002970
calidris_pugnax ENSCPUG00000012197
calidris_pygmaea ENSCPGG00000009585
melopsittacus_undulatus ENSMUNG00000011556
gallus_gallus ENSGALG00000010019
coturnix_japonica ENSCJPG00005003414
meleagris_gallopavo ENSMGAG00000003938
numida_meleagris ENSNMEG00000001617
anser_brachyrhynchus ENSABRG00000014550
anas_platyrhynchos_platyrhynchos ENSAPLG00000013565
lepidothrix_coronata ENSLCOG00000009963
manacus_vitellinus ENSMVIG00005007996
parus_major ENSPMJG00000008761
cyanistes_caeruleus ENSCCEG00000021916
ficedula_albicollis ENSFALG00000005446
taeniopygia_guttata ENSTGUG00000002618
lonchura_striata_domestica ENSLSDG00000006897
serinus_canaria ENSSCAG00000015129
zonotrichia_albicollis ENSZALG00000016190
junco_hyemalis ENSJHYG00000014960
sphenodon_punctatus ENSSPUG00000007334
pogona_vitticeps ENSPVIG00000021340
anolis_carolinensis ENSACAG00000003842
notechis_scutatus ENSNSUG00000004881
salvator_merianae ENSSMRG00000000593
phascolarctos_cinereus ENSPCIG00000000216
notamacropus_eugenii ENSMEUG00000015962
monodelphis_domestica ENSMODG00000000670
sarcophilus_harrisii ENSSHAG00000005159
castor_canadensis ENSCCNG00000021077
dipodomys_ordii ENSDORG00000028284
spermophilus_dauricus ENSSDAG00000010860
spermophilus_dauricus ENSSDAG00000021461
ictidomys_tridecemlineatus ENSSTOG00000003964
marmota_marmota_marmota ENSMMMG00000001829
urocitellus_parryii ENSUPAG00010000108
ochotona_princeps ENSOPRG00000013743
cebus_capucinus ENSCCAG00000037481
saimiri_boliviensis_boliviensis ENSSBOG00000024941
cebus_capucinus ENSCCAG00000035221
