ciona_intestinalis ENSCING00000004728
ciona_savignyi ENSCSAVG00000005930
caenorhabditis_elegans WBGene00018328
petromyzon_marinus ENSPMAG00000006183
eptatretus_burgeri ENSEBUG00000010170
erinaceus_europaeus ENSEEUG00000014778
sorex_araneus ENSSARG00000006945
echinops_telfairi ENSETEG00000016058
heterocephalus_glaber ENSHGLG00000001095
heterocephalus_glaber ENSHGLG00100016099
fukomys_damarensis ENSFDAG00000017796
chinchilla_lanigera ENSCLAG00000015127
octodon_degus ENSODEG00000005068
ursus_americanus ENSUAMG00000026104
felis_catus ENSFCAG00000031418
pteropus_vampyrus ENSPVAG00000007532
rattus_norvegicus ENSRNOG00000017383
mus_spicilegus ENSMSIG00000013220
nannospalax_galili ENSNGAG00000023606
meriones_unguiculatus ENSMUGG00000011463
mesocricetus_auratus ENSMAUG00000015923
cavia_aperea ENSCAPG00000007898
castor_canadensis ENSCCNG00000025579
saimiri_boliviensis ENSSBOG00000035641
marmota_marmota ENSMMMG00000005096
spermophilus_dauricus ENSSDAG00000013030
urocitellus_parryii ENSUPAG00010006622
ictidomys_tridecemlineatus ENSSTOG00000004702
dipodomys_ordii ENSDORG00000026855
microcebus_murinus ENSMICG00000000946
prolemur_simus ENSPSMG00000008554
propithecus_coquereli ENSPCOG00000028239
otolemur_garnettii ENSOGAG00000013958
ailuropoda_melanoleuca ENSAMEG00000008810
ursus_maritimus ENSUMAG00000023906
mustela_putorius ENSMPUG00000010148
neovison_vison ENSNVIG00000003496
canis_lupus ENSCAFG00000029906
canis_lupus ENSCAFG00020017719
vulpes_vulpes ENSVVUG00000017683
panthera_pardus ENSPPRG00000010865
panthera_tigris ENSPTIG00000012915
sus_scrofa ENSSSCG00000021210
vicugna_pacos ENSVPAG00000001725
ovis_aries ENSOARG00000004398
capra_hircus ENSCHIG00000023660
bos_indicus ENSBIXG00000028992
bos_indicus ENSBIXG00005015272
bos_taurus ENSBTAG00000019995
bos_mutus ENSBMUG00000019057
bison_bison ENSBBBG00000000640
tursiops_truncatus ENSTTRG00000012267
equus_asinus ENSEASG00005012681
myotis_lucifugus ENSMLUG00000016260
rhinopithecus_bieti ENSRBIG00000030285
rhinopithecus_roxellana ENSRROG00000044938
piliocolobus_tephrosceles ENSPTEG00000031254
colobus_angolensis ENSCANG00000001714
papio_anubis ENSPANG00000006476
cercocebus_atys ENSCATG00000032118
macaca_nemestrina ENSMNEG00000035878
macaca_mulatta ENSMMUG00000017730
macaca_fascicularis ENSMFAG00000035626
theropithecus_gelada ENSTGEG00000007343
mandrillus_leucophaeus ENSMLEG00000006177
chlorocebus_sabaeus ENSCSAG00000003649
nomascus_leucogenys ENSNLEG00000016224
pan_paniscus ENSPPAG00000037523
pan_troglodytes ENSPTRG00000004144
homo_sapiens ENSG00000149196
gorilla_gorilla ENSGGOG00000023168
pongo_abelii ENSPPYG00000003746
callithrix_jacchus ENSCJAG00000041472
cebus_capucinus ENSCCAG00000031050
aotus_nancymaae ENSANAG00000022595
carlito_syrichta ENSTSYG00000003299
carlito_syrichta ENSTSYG00000029114
choloepus_hoffmanni ENSCHOG00000000327
dasypus_novemcinctus ENSDNOG00000036375
loxodonta_africana ENSLAFG00000009125
procavia_capensis ENSPCAG00000008159
cavia_porcellus ENSCPOG00000020182
octodon_degus ENSODEG00000008220
oryctolagus_cuniculus ENSOCUG00000013108
ochotona_princeps ENSOPRG00000013869
tupaia_belangeri ENSTBEG00000009192
saimiri_boliviensis ENSSBOG00000017959
mesocricetus_auratus ENSMAUG00000014854
microtus_ochrogaster ENSMOCG00000022002
nomascus_leucogenys ENSNLEG00000027586
vombatus_ursinus ENSVURG00010006106
peromyscus_maniculatus ENSPEMG00000020488
microtus_ochrogaster ENSMOCG00000019586
cricetulus_griseus ENSCGRG00000016730
cricetulus_griseus ENSCGRG00001021205
mus_spicilegus ENSMSIG00000002062
mus_musculus ENSMUSG00000062797
mus_spretus MGP_SPRETEiJ_G0031088
mus_caroli MGP_CAROLIEiJ_G0029978
mus_pahari MGP_PahariEiJ_G0013198
meriones_unguiculatus ENSMUGG00000003122
nannospalax_galili ENSNGAG00000017432
jaculus_jaculus ENSJJAG00000012398
phascolarctos_cinereus ENSPCIG00000018890
sarcophilus_harrisii ENSSHAG00000013345
monodelphis_domestica ENSMODG00000039483
ornithorhynchus_anatinus ENSOANG00000008883
pogona_vitticeps ENSPVIG00000014797
anolis_carolinensis ENSACAG00000002555
notechis_scutatus ENSNSUG00000018580
notechis_scutatus ENSNSUG00000008534
salvator_merianae ENSSMRG00000009470
sphenodon_punctatus ENSSPUG00000012540
gopherus_agassizii ENSGAGG00000002331
chelonoidis_abingdonii ENSCABG00000019563
chrysemys_picta ENSCPBG00000006540
pelodiscus_sinensis ENSPSIG00000011852
manacus_vitellinus ENSMVIG00005011789
lepidothrix_coronata ENSLCOG00000015900
taeniopygia_guttata ENSTGUG00000012986
lonchura_striata ENSLSDG00000008685
junco_hyemalis ENSJHYG00000016886
zonotrichia_albicollis ENSZALG00000008116
serinus_canaria ENSSCAG00000001551
ficedula_albicollis ENSFALG00000007672
parus_major ENSPMJG00000001825
cyanistes_caeruleus ENSCCEG00000002239
calidris_pugnax ENSCPUG00000019383
calidris_pygmaea ENSCPGG00000008982
melopsittacus_undulatus ENSMUNG00000016632
anser_brachyrhynchus ENSABRG00000005045
anas_platyrhynchos ENSAPLG00000018234
gallus_gallus ENSGALG00000001823
coturnix_japonica ENSCJPG00005004388
meleagris_gallopavo ENSMGAG00000015242
numida_meleagris ENSNMEG00000019767
apteryx_owenii ENSAOWG00000011890
apteryx_haastii ENSAHAG00000000991
apteryx_rowi ENSARWG00000006409
nothoprocta_perdicaria ENSNPEG00000014835
dromaius_novaehollandiae ENSDNVG00000008528
crocodylus_porosus ENSCPRG00005016067
xenopus_tropicalis ENSXETG00000001718
latimeria_chalumnae ENSLACG00000013404
astyanax_mexicanus ENSAMXG00000034127
astyanax_mexicanus ENSAMXG00005014318
pygocentrus_nattereri ENSPNAG00000011803
electrophorus_electricus ENSEEEG00000011906
ictalurus_punctatus ENSIPUG00000013670
danio_rerio ENSDARG00000104071
denticeps_clupeoides ENSDCDG00000035211
clupea_harengus ENSCHAG00000023518
oryzias_latipes ENSORLG00015020444
oryzias_latipes ENSORLG00000010707
oryzias_latipes ENSORLG00020001151
seriola_dumerili ENSSDUG00000011450
neolamprologus_brichardi ENSNBRG00000022423
haplochromis_burtoni ENSHBUG00000008699
amphilophus_citrinellus ENSACIG00000012196
amphiprion_ocellaris ENSAOCG00000006248
poecilia_latipinna ENSPLAG00000003795
poecilia_latipinna ENSPLAG00000003779
poecilia_mexicana ENSPMEG00000020404
poecilia_mexicana ENSPMEG00000010207
gambusia_affinis ENSGAFG00000006947
fundulus_heteroclitus ENSFHEG00000005142
cynoglossus_semilaevis ENSCSEG00000011654
scophthalmus_maximus ENSSMAG00000001930
seriola_lalandi ENSSLDG00000018480
hippocampus_comes ENSHCOG00000021190
monopterus_albus ENSMALG00000018686
amphiprion_percula ENSAPEG00000012684
amphiprion_ocellaris ENSAOCG00000000430
gasterosteus_aculeatus ENSGACG00000003879
poecilia_formosa ENSPFOG00000019982
poecilia_reticulata ENSPREG00000003130
fundulus_heteroclitus ENSFHEG00000005130
kryptolebias_marmoratus ENSKMAG00000008610
astatotilapia_calliptera ENSACLG00000016412
pundamilia_nyererei ENSPNYG00000013322
oreochromis_niloticus ENSONIG00000020832
scophthalmus_maximus ENSSMAG00000001921
hippocampus_comes ENSHCOG00000021191
cynoglossus_semilaevis ENSCSEG00000011650
amphiprion_ocellaris ENSAOCG00000006260
mastacembelus_armatus ENSMAMG00000007058
labrus_bergylta ENSLBEG00000019476
parambassis_ranga ENSPRNG00000004016
cyprinodon_variegatus ENSCVAG00000000912
lates_calcarifer ENSLCAG00010011176
betta_splendens ENSBSLG00000011962
larimichthys_crocea ENSLCRG00005004392
cottoperca_gobio ENSCGOG00000020116
tetraodon_nigroviridis ENSTNIG00000002603
takifugu_rubripes ENSTRUG00000025477
acanthochromis_polyacanthus ENSAPOG00000019709
acanthochromis_polyacanthus ENSAPOG00000011829
acanthochromis_polyacanthus ENSAPOG00000000812
periophthalmus_magnuspinnatus ENSPMGG00000013166
hucho_hucho ENSHHUG00000049288
hucho_hucho ENSHHUG00000048460
esox_lucius ENSELUG00000001892
paramormyrops_kingsleyae ENSPKIG00000005655
scleropages_formosus ENSSFOG00015023419
lepisosteus_oculatus ENSLOCG00000009599
erpetoichthys_calabaricus ENSECRG00000002579
callorhinchus_milii ENSCMIG00000014377
gouania_willdenowi ENSGWIG00000024217
drosophila_melanogaster FBgn0035243
saccharomyces_cerevisiae YOL032W
