notamacropus_eugenii ENSMEUG00000008653
phascolarctos_cinereus ENSPCIG00000030803
sarcophilus_harrisii ENSSHAG00000004168
sarcophilus_harrisii ENSSHAG00000000222
monodelphis_domestica ENSMODG00000014554
pteropus_vampyrus ENSPVAG00000017823
myotis_lucifugus ENSMLUG00000015399
equus_asinus_asinus ENSEASG00005008819
equus_caballus ENSECAG00000018730
ursus_maritimus ENSUMAG00000009314
ursus_maritimus ENSUMAG00000009308
ursus_americanus ENSUAMG00000025798
ailuropoda_melanoleuca ENSAMEG00000005510
mustela_putorius_furo ENSMPUG00000005188
neovison_vison ENSNVIG00000022882
canis_lupus_familiaris ENSCAFG00000025473
canis_lupus_dingo ENSCAFG00020023373
vulpes_vulpes ENSVVUG00000012475
panthera_tigris_altaica ENSPTIG00000017667
panthera_pardus ENSPPRG00000000704
felis_catus ENSFCAG00000009326
ovis_aries ENSOARG00000005200
capra_hircus ENSCHIG00000022208
bos_mutus ENSBMUG00000023800
bos_taurus ENSBTAG00000046648
bison_bison_bison ENSBBBG00000014707
vicugna_pacos ENSVPAG00000010853
tursiops_truncatus ENSTTRG00000011337
erinaceus_europaeus ENSEEUG00000009898
sorex_araneus ENSSARG00000013985
castor_canadensis ENSCCNG00000018985
dipodomys_ordii ENSDORG00000013274
peromyscus_maniculatus_bairdii ENSPEMG00000022530
microtus_ochrogaster ENSMOCG00000020370
cricetulus_griseus_crigri-picr ENSCGRG00015026688
cricetulus_griseus_crigri ENSCGRG00000010300
cricetulus_griseus_chok1gshd ENSCGRG00001018769
mesocricetus_auratus ENSMAUG00000011138
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029188
mus_spicilegus ENSMSIG00000021689
mus_musculus ENSMUSG00000039070
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028188
mus_pahari MGP_PahariEiJ_G0021946
rattus_norvegicus ENSRNOG00000010463
meriones_unguiculatus ENSMUGG00000000760
nannospalax_galili ENSNGAG00000000324
jaculus_jaculus ENSJJAG00000000289
chinchilla_lanigera ENSCLAG00000008944
octodon_degus ENSODEG00000013009
cavia_porcellus ENSCPOG00000035526
cavia_aperea ENSCAPG00000009208
heterocephalus_glaber_male ENSHGLG00100005576
heterocephalus_glaber_female ENSHGLG00000003441
fukomys_damarensis ENSFDAG00000008527
ictidomys_tridecemlineatus ENSSTOG00000009222
spermophilus_dauricus ENSSDAG00000014071
urocitellus_parryii ENSUPAG00010002661
marmota_marmota_marmota ENSMMMG00000013409
oryctolagus_cuniculus ENSOCUG00000029139
ochotona_princeps ENSOPRG00000000797
tupaia_belangeri ENSTBEG00000016133
pan_paniscus ENSPPAG00000024844
pan_troglodytes ENSPTRG00000019694
homo_sapiens ENSG00000128510
gorilla_gorilla ENSGGOG00000040989
nomascus_leucogenys ENSNLEG00000012761
macaca_nemestrina ENSMNEG00000032910
macaca_mulatta ENSMMUG00000019377
macaca_fascicularis ENSMFAG00000033972
papio_anubis ENSPANG00000015021
theropithecus_gelada ENSTGEG00000022790
cercocebus_atys ENSCATG00000044137
mandrillus_leucophaeus ENSMLEG00000034794
chlorocebus_sabaeus ENSCSAG00000009806
piliocolobus_tephrosceles ENSPTEG00000032205
colobus_angolensis_palliatus ENSCANG00000027635
rhinopithecus_bieti ENSRBIG00000043355
rhinopithecus_roxellana ENSRROG00000035616
cebus_capucinus ENSCCAG00000026658
saimiri_boliviensis_boliviensis ENSSBOG00000031999
callithrix_jacchus ENSCJAG00000010655
aotus_nancymaae ENSANAG00000019610
carlito_syrichta ENSTSYG00000007591
microcebus_murinus ENSMICG00000006103
propithecus_coquereli ENSPCOG00000018447
prolemur_simus ENSPSMG00000025890
loxodonta_africana ENSLAFG00000005538
procavia_capensis ENSPCAG00000001147
echinops_telfairi ENSETEG00000004975
choloepus_hoffmanni ENSCHOG00000007081
dasypus_novemcinctus ENSDNOG00000008530
ornithorhynchus_anatinus ENSOANG00000011466
ornithorhynchus_anatinus ENSOANG00000020326
