xiphophorus_maculatus ENSXMAG00000002227
xiphophorus_couchianus ENSXCOG00000010150
gambusia_affinis ENSGAFG00000008647
poecilia_formosa ENSPFOG00000006194
poecilia_mexicana ENSPMEG00000012216
poecilia_latipinna ENSPLAG00000015623
poecilia_reticulata ENSPREG00000021470
fundulus_heteroclitus ENSFHEG00000019294
cyprinodon_variegatus ENSCVAG00000019770
kryptolebias_marmoratus ENSKMAG00000011307
oryzias_latipes ENSORLG00020022060
oryzias_latipes ENSORLG00000003165
oryzias_latipes_asm223469v1 ENSORLG00015018915
cynoglossus_semilaevis ENSCSEG00000008157
anabas_testudineus ENSATEG00000008928
seriola_lalandi_dorsalis ENSSLDG00000009325
seriola_lalandi_dorsalis ENSSLDG00000016463
seriola_dumerili ENSSDUG00000012320
scophthalmus_maximus ENSSMAG00000015432
amphiprion_ocellaris ENSAOCG00000024612
amphiprion_percula ENSAPEG00000022627
acanthochromis_polyacanthus ENSAPOG00000013687
stegastes_partitus ENSSPAG00000021005
astatotilapia_calliptera ENSACLG00000022227
maylandia_zebra ENSMZEG00005009141
pundamilia_nyererei ENSPNYG00000003120
haplochromis_burtoni ENSHBUG00000002797
neolamprologus_brichardi ENSNBRG00000023606
oreochromis_niloticus ENSONIG00000020273
amphilophus_citrinellus ENSACIG00000021706
mastacembelus_armatus ENSMAMG00000023401
monopterus_albus ENSMALG00000008376
mola_mola ENSMMOG00000010742
gasterosteus_aculeatus ENSGACG00000011903
labrus_bergylta ENSLBEG00000019457
periophthalmus_magnuspinnatus ENSPMGG00000008888
hippocampus_comes ENSHCOG00000010618
takifugu_rubripes ENSTRUG00000001088
tetraodon_nigroviridis ENSTNIG00000007363
gadus_morhua ENSGMOG00000007460
esox_lucius ENSELUG00000003802
pygocentrus_nattereri ENSPNAG00000000565
astyanax_mexicanus ENSAMXG00000003960
ictalurus_punctatus ENSIPUG00000000971
danio_rerio ENSDARG00000075297
paramormyrops_kingsleyae ENSPKIG00000020015
scleropages_formosus ENSSFOG00015020844
lepisosteus_oculatus ENSLOCG00000011105
phascolarctos_cinereus ENSPCIG00000030436
notamacropus_eugenii ENSMEUG00000004684
sarcophilus_harrisii ENSSHAG00000018861
monodelphis_domestica ENSMODG00000004368
choloepus_hoffmanni ENSCHOG00000005712
echinops_telfairi ENSETEG00000018177
ursus_maritimus ENSUMAG00000024092
ursus_americanus ENSUAMG00000022574
ailuropoda_melanoleuca ENSAMEG00000014520
mustela_putorius_furo ENSMPUG00000017017
neovison_vison ENSNVIG00000024333
canis_lupus_familiaris ENSCAFG00000005985
canis_lupus_dingo ENSCAFG00020014746
vulpes_vulpes ENSVVUG00000012810
panthera_pardus ENSPPRG00000001327
panthera_tigris_altaica ENSPTIG00000011448
felis_catus ENSFCAG00000026805
bos_taurus ENSBTAG00000019534
bos_mutus ENSBMUG00000009107
bison_bison_bison ENSBBBG00000006767
capra_hircus ENSCHIG00000007030
ovis_aries ENSOARG00000008631
tursiops_truncatus ENSTTRG00000007803
sus_scrofa ENSSSCG00000011529
pteropus_vampyrus ENSPVAG00000008784
myotis_lucifugus ENSMLUG00000011864
erinaceus_europaeus ENSEEUG00000009567
oryctolagus_cuniculus ENSOCUG00000008580
ochotona_princeps ENSOPRG00000015067
urocitellus_parryii ENSUPAG00010022775
ictidomys_tridecemlineatus ENSSTOG00000000150
spermophilus_dauricus ENSSDAG00000021235
marmota_marmota_marmota ENSMMMG00000007463
pan_paniscus ENSPPAG00000043566
pan_troglodytes ENSPTRG00000014564
gorilla_gorilla ENSGGOG00000015286
homo_sapiens ENSG00000072756
pongo_abelii ENSPPYG00000013702
nomascus_leucogenys ENSNLEG00000003226
macaca_fascicularis ENSMFAG00000045113
macaca_nemestrina ENSMNEG00000037805
macaca_mulatta ENSMMUG00000017983
papio_anubis ENSPANG00000025944
cercocebus_atys ENSCATG00000031985
theropithecus_gelada ENSTGEG00000023584
chlorocebus_sabaeus ENSCSAG00000011052
mandrillus_leucophaeus ENSMLEG00000033671
rhinopithecus_bieti ENSRBIG00000042632
rhinopithecus_roxellana ENSRROG00000036866
colobus_angolensis_palliatus ENSCANG00000039030
piliocolobus_tephrosceles ENSPTEG00000030752
callithrix_jacchus ENSCJAG00000015466
cebus_capucinus ENSCCAG00000002919
saimiri_boliviensis_boliviensis ENSSBOG00000021208
aotus_nancymaae ENSANAG00000024802
carlito_syrichta ENSTSYG00000013390
tupaia_belangeri ENSTBEG00000006367
castor_canadensis ENSCCNG00000018941
dipodomys_ordii ENSDORG00000014035
mus_spicilegus ENSMSIG00000023649
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029726
mus_musculus ENSMUSG00000013736
