pan_troglodytes ENSPTRG00000045269
pongo_abelii ENSPPYG00000014819
theropithecus_gelada ENSTGEG00000029266
theropithecus_gelada ENSTGEG00000024954
theropithecus_gelada ENSTGEG00000024674
piliocolobus_tephrosceles ENSPTEG00000022685
piliocolobus_tephrosceles ENSPTEG00000023103
piliocolobus_tephrosceles ENSPTEG00000035665
piliocolobus_tephrosceles ENSPTEG00000028390
rhinopithecus_roxellana ENSRROG00000006292
macaca_mulatta ENSMMUG00000032289
cercocebus_atys ENSCATG00000042719
piliocolobus_tephrosceles ENSPTEG00000016021
piliocolobus_tephrosceles ENSPTEG00000035264
theropithecus_gelada ENSTGEG00000014220
rhinopithecus_bieti ENSRBIG00000041287
piliocolobus_tephrosceles ENSPTEG00000023323
piliocolobus_tephrosceles ENSPTEG00000032494
piliocolobus_tephrosceles ENSPTEG00000021928
colobus_angolensis_palliatus ENSCANG00000007257
theropithecus_gelada ENSTGEG00000001130
theropithecus_gelada ENSTGEG00000029518
theropithecus_gelada ENSTGEG00000000699
theropithecus_gelada ENSTGEG00000006548
theropithecus_gelada ENSTGEG00000028291
macaca_mulatta ENSMMUG00000043139
cercocebus_atys ENSCATG00000039836
theropithecus_gelada ENSTGEG00000024240
macaca_mulatta ENSMMUG00000017868
piliocolobus_tephrosceles ENSPTEG00000017633
gorilla_gorilla ENSGGOG00000024414
macaca_mulatta ENSMMUG00000029606
pongo_abelii ENSPPYG00000029736
