calidris_pygmaea ENSCPGG00000000876
calidris_pugnax ENSCPUG00000008642
lepidothrix_coronata ENSLCOG00000009843
parus_major ENSPMJG00000003624
junco_hyemalis ENSJHYG00000015318
lonchura_striata_domestica ENSLSDG00000015533
melopsittacus_undulatus ENSMUNG00000014594
apteryx_owenii ENSAOWG00000011127
dromaius_novaehollandiae ENSDNVG00000003463
nothoprocta_perdicaria ENSNPEG00000016238
anas_platyrhynchos_platyrhynchos ENSAPLG00000020399
anser_brachyrhynchus ENSABRG00000021814
chrysemys_picta_bellii ENSCPBG00000018097
chelonoidis_abingdonii ENSCABG00000013373
pelodiscus_sinensis ENSPSIG00000006191
pteropus_vampyrus ENSPVAG00000013944
myotis_lucifugus ENSMLUG00000030302
erinaceus_europaeus ENSEEUG00000009616
sorex_araneus ENSSARG00000004842
ursus_maritimus ENSUMAG00000005899
choloepus_hoffmanni ENSCHOG00000009265
dasypus_novemcinctus ENSDNOG00000030639
procavia_capensis ENSPCAG00000016257
ovis_aries ENSOARG00000001951
capra_hircus ENSCHIG00000014419
bos_mutus ENSBMUG00000002128
bos_taurus ENSBTAG00000000410
bison_bison_bison ENSBBBG00000002828
tursiops_truncatus ENSTTRG00000006056
sus_scrofa ENSSSCG00000016591
vicugna_pacos ENSVPAG00000008301
equus_asinus_asinus ENSEASG00005008510
equus_caballus ENSECAG00000008343
ursus_americanus ENSUAMG00000012992
ailuropoda_melanoleuca ENSAMEG00000004648
mustela_putorius_furo ENSMPUG00000006575
neovison_vison ENSNVIG00000000457
canis_lupus_familiaris ENSCAFG00000001719
canis_lupus_dingo ENSCAFG00020021633
vulpes_vulpes ENSVVUG00000007146
panthera_tigris_altaica ENSPTIG00000014188
panthera_pardus ENSPPRG00000004640
felis_catus ENSFCAG00000005485
mus_spicilegus ENSMSIG00000025196
mus_musculus ENSMUSG00000029706
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029158
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028158
mus_pahari MGP_PahariEiJ_G0021916
rattus_norvegicus ENSRNOG00000008020
meriones_unguiculatus ENSMUGG00000006010
cricetulus_griseus_chok1gshd ENSCGRG00001019051
cricetulus_griseus_crigri-picr ENSCGRG00015025535
cricetulus_griseus_crigri ENSCGRG00000011795
mesocricetus_auratus ENSMAUG00000013522
microtus_ochrogaster ENSMOCG00000018632
peromyscus_maniculatus_bairdii ENSPEMG00000008639
nannospalax_galili ENSNGAG00000018745
jaculus_jaculus ENSJJAG00000009380
castor_canadensis ENSCCNG00000001504
dipodomys_ordii ENSDORG00000000332
cavia_porcellus ENSCPOG00000006244
cavia_aperea ENSCAPG00000013664
octodon_degus ENSODEG00000015565
chinchilla_lanigera ENSCLAG00000008291
heterocephalus_glaber_female ENSHGLG00000004644
heterocephalus_glaber_male ENSHGLG00100017877
fukomys_damarensis ENSFDAG00000006432
urocitellus_parryii ENSUPAG00010001638
spermophilus_dauricus ENSSDAG00000003553
ictidomys_tridecemlineatus ENSSTOG00000002127
marmota_marmota_marmota ENSMMMG00000015595
oryctolagus_cuniculus ENSOCUG00000001612
ochotona_princeps ENSOPRG00000013381
saimiri_boliviensis_boliviensis ENSSBOG00000023750
callithrix_jacchus ENSCJAG00000017652
cebus_capucinus ENSCCAG00000005730
aotus_nancymaae ENSANAG00000036211
pan_paniscus ENSPPAG00000033297
pan_troglodytes ENSPTRG00000019653
homo_sapiens ENSG00000106331
gorilla_gorilla ENSGGOG00000002555
pongo_abelii ENSPPYG00000017971
nomascus_leucogenys ENSNLEG00000012257
cercocebus_atys ENSCATG00000019674
mandrillus_leucophaeus ENSMLEG00000039701
papio_anubis ENSPANG00000010445
theropithecus_gelada ENSTGEG00000020053
macaca_nemestrina ENSMNEG00000043809
macaca_fascicularis ENSMFAG00000040823
macaca_mulatta ENSMMUG00000015429
chlorocebus_sabaeus ENSCSAG00000010195
piliocolobus_tephrosceles ENSPTEG00000028404
colobus_angolensis_palliatus ENSCANG00000042428
rhinopithecus_roxellana ENSRROG00000015595
rhinopithecus_bieti ENSRBIG00000032983
carlito_syrichta ENSTSYG00000014566
prolemur_simus ENSPSMG00000006575
microcebus_murinus ENSMICG00000000095
propithecus_coquereli ENSPCOG00000019659
otolemur_garnettii ENSOGAG00000013348
loxodonta_africana ENSLAFG00000005297
echinops_telfairi ENSETEG00000018729
phascolarctos_cinereus ENSPCIG00000011481
sarcophilus_harrisii ENSSHAG00000015143
monodelphis_domestica ENSMODG00000015218
ornithorhynchus_anatinus ENSOANG00000000819
