poecilia_mexicana ENSPMEG00000016053
poecilia_latipinna ENSPLAG00000013544
xiphophorus_couchianus ENSXCOG00000005919
periophthalmus_magnuspinnatus ENSPMGG00000023675
erinaceus_europaeus ENSEEUG00000013929
erinaceus_europaeus ENSEEUG00000002226
sorex_araneus ENSSARG00000002346
tupaia_belangeri ENSTBEG00000005684
callithrix_jacchus ENSCJAG00000004048
rattus_norvegicus ENSRNOG00000046153
procavia_capensis ENSPCAG00000002273
ornithorhynchus_anatinus ENSOANG00000012058
caenorhabditis_elegans_strain_n2 WBGene00044079
