pan_paniscus ENSPPAG00000016811
pan_troglodytes ENSPTRG00000001334
homo_sapiens ENSG00000163206
pongo_abelii ENSPPYG00000000829
rhinopithecus_bieti ENSRBIG00000021351
rhinopithecus_roxellana ENSRROG00000024262
piliocolobus_tephrosceles ENSPTEG00000026802
papio_anubis ENSPANG00000014666
theropithecus_gelada ENSTGEG00000018203
chlorocebus_sabaeus ENSCSAG00000000039
macaca_mulatta ENSMMUG00000017740
macaca_fascicularis ENSMFAG00000029184
macaca_nemestrina ENSMNEG00000004702
callithrix_jacchus ENSCJAG00000039645
prolemur_simus ENSPSMG00000000342
ochotona_princeps ENSOPRG00000004416
bos_mutus ENSBMUG00000024947
bos_taurus ENSBTAG00000005437
bison_bison_bison ENSBBBG00000013950
capra_hircus ENSCHIG00000007657
sus_scrofa ENSSSCG00000006594
ursus_americanus ENSUAMG00000009853
ursus_maritimus ENSUMAG00000001235
ailuropoda_melanoleuca ENSAMEG00000019350
neovison_vison ENSNVIG00000007486
vulpes_vulpes ENSVVUG00000015741
panthera_tigris_altaica ENSPTIG00000006897
panthera_pardus ENSPPRG00000012255
felis_catus ENSFCAG00000036608
echinops_telfairi ENSETEG00000019552
