propithecus_coquereli ENSPCOG00000017813
carlito_syrichta ENSTSYG00000029554
xenopus_tropicalis ENSXETG00000031477
xenopus_tropicalis ENSXETG00000030445
xenopus_tropicalis ENSXETG00000005976
xenopus_tropicalis ENSXETG00000033494
xenopus_tropicalis ENSXETG00000015446
xenopus_tropicalis ENSXETG00000032859
xenopus_tropicalis ENSXETG00000031718
scleropages_formosus ENSSFOG00015010733
paramormyrops_kingsleyae ENSPKIG00000025421
tetraodon_nigroviridis ENSTNIG00000019552
cyprinodon_variegatus ENSCVAG00000010055
anabas_testudineus ENSATEG00000019665
anabas_testudineus ENSATEG00000019630
monopterus_albus ENSMALG00000005160
monopterus_albus ENSMALG00000005177
anabas_testudineus ENSATEG00000019616
anabas_testudineus ENSATEG00000019689
mastacembelus_armatus ENSMAMG00000018321
seriola_lalandi_dorsalis ENSSLDG00000002584
astatotilapia_calliptera ENSACLG00000015246
labrus_bergylta ENSLBEG00000024580
labrus_bergylta ENSLBEG00000008757
lepisosteus_oculatus ENSLOCG00000008669
latimeria_chalumnae ENSLACG00000002883
petromyzon_marinus ENSPMAG00000000590
