choloepus_hoffmanni ENSCHOG00000009161
dasypus_novemcinctus ENSDNOG00000017854
loxodonta_africana ENSLAFG00000009390
procavia_capensis ENSPCAG00000008542
echinops_telfairi ENSETEG00000010855
pan_troglodytes ENSPTRG00000007074
pan_paniscus ENSPPAG00000029532
homo_sapiens ENSG00000137869
gorilla_gorilla ENSGGOG00000014029
pongo_abelii ENSPPYG00000006475
nomascus_leucogenys ENSNLEG00000006364
theropithecus_gelada ENSTGEG00000013446
papio_anubis ENSPANG00000017519
cercocebus_atys ENSCATG00000023085
chlorocebus_sabaeus ENSCSAG00000011238
macaca_mulatta ENSMMUG00000002553
macaca_fascicularis ENSMFAG00000038412
macaca_nemestrina ENSMNEG00000037630
mandrillus_leucophaeus ENSMLEG00000042379
rhinopithecus_roxellana ENSRROG00000027796
rhinopithecus_bieti ENSRBIG00000044028
piliocolobus_tephrosceles ENSPTEG00000009366
colobus_angolensis ENSCANG00000043054
cebus_capucinus ENSCCAG00000022272
saimiri_boliviensis ENSSBOG00000032300
callithrix_jacchus ENSCJAG00000001188
aotus_nancymaae ENSANAG00000022843
carlito_syrichta ENSTSYG00000008349
propithecus_coquereli ENSPCOG00000021555
prolemur_simus ENSPSMG00000018278
microcebus_murinus ENSMICG00000041874
otolemur_garnettii ENSOGAG00000001848
tupaia_belangeri ENSTBEG00000007441
cricetulus_griseus ENSCGRG00000016884
cricetulus_griseus ENSCGRG00001015094
cricetulus_griseus ENSCGRG00015026385
mesocricetus_auratus ENSMAUG00000014665
peromyscus_maniculatus ENSPEMG00000020167
microtus_ochrogaster ENSMOCG00000007758
mus_spretus MGP_SPRETEiJ_G0033365
mus_musculus ENSMUSG00000032274
mus_spicilegus ENSMSIG00000003500
mus_caroli MGP_CAROLIEiJ_G0032225
mus_pahari MGP_PahariEiJ_G0015093
rattus_norvegicus ENSRNOG00000000196
meriones_unguiculatus ENSMUGG00000006822
nannospalax_galili ENSNGAG00000021699
jaculus_jaculus ENSJJAG00000013545
castor_canadensis ENSCCNG00000007662
castor_canadensis ENSCCNG00000006762
dipodomys_ordii ENSDORG00000009484
spermophilus_dauricus ENSSDAG00000002972
urocitellus_parryii ENSUPAG00010007854
ictidomys_tridecemlineatus ENSSTOG00000006011
marmota_marmota ENSMMMG00000016103
octodon_degus ENSODEG00000007934
chinchilla_lanigera ENSCLAG00000012685
cavia_porcellus ENSCPOG00000013810
cavia_aperea ENSCAPG00000008897
heterocephalus_glaber ENSHGLG00100004636
heterocephalus_glaber ENSHGLG00000012621
fukomys_damarensis ENSFDAG00000012798
oryctolagus_cuniculus ENSOCUG00000012303
ochotona_princeps ENSOPRG00000001871
myotis_lucifugus ENSMLUG00000009854
pteropus_vampyrus ENSPVAG00000006874
equus_caballus ENSECAG00000020474
equus_asinus ENSEASG00005014547
ursus_maritimus ENSUMAG00000017122
ursus_americanus ENSUAMG00000001860
ailuropoda_melanoleuca ENSAMEG00000009155
neovison_vison ENSNVIG00000020889
mustela_putorius ENSMPUG00000007830
canis_lupus ENSCAFG00000015338
canis_lupus ENSCAFG00020019162
vulpes_vulpes ENSVVUG00000018740
panthera_pardus ENSPPRG00000002648
panthera_tigris ENSPTIG00000007208
felis_catus ENSFCAG00000023859
tursiops_truncatus ENSTTRG00000004384
tursiops_truncatus ENSTTRG00000007716
ovis_aries ENSOARG00000000908
capra_hircus ENSCHIG00000019271
ovis_aries ENSOARG00000020977
capra_hircus ENSCHIG00000019108
bos_indicus ENSBIXG00005002570
bos_indicus ENSBIXG00000019728
bos_taurus ENSBTAG00000014890
bos_mutus ENSBMUG00000010546
bison_bison ENSBBBG00000025027
sus_scrofa ENSSSCG00000030168
vicugna_pacos ENSVPAG00000008145
erinaceus_europaeus ENSEEUG00000004045
erinaceus_europaeus ENSEEUG00000006070
sorex_araneus ENSSARG00000000688
phascolarctos_cinereus ENSPCIG00000005286
vombatus_ursinus ENSVURG00010004661
notamacropus_eugenii ENSMEUG00000014804
sarcophilus_harrisii ENSSHAG00000015151
monodelphis_domestica ENSMODG00000002101
ornithorhynchus_anatinus ENSOANG00000010232
pogona_vitticeps ENSPVIG00000024938
anolis_carolinensis ENSACAG00000024508
notechis_scutatus ENSNSUG00000019621
salvator_merianae ENSSMRG00000022341
sphenodon_punctatus ENSSPUG00000016558
calidris_pygmaea ENSCPGG00000005789
