mola_mola ENSMMOG00000001883
gasterosteus_aculeatus ENSGACG00000008019
mastacembelus_armatus ENSMAMG00000011463
monopterus_albus ENSMALG00000019627
anabas_testudineus ENSATEG00000017759
scophthalmus_maximus ENSSMAG00000015541
cynoglossus_semilaevis ENSCSEG00000019361
seriola_dumerili ENSSDUG00000023331
seriola_lalandi_dorsalis ENSSLDG00000010971
pundamilia_nyererei ENSPNYG00000013800
haplochromis_burtoni ENSHBUG00000000788
maylandia_zebra ENSMZEG00005012449
astatotilapia_calliptera ENSACLG00000006079
oreochromis_niloticus ENSONIG00000020057
neolamprologus_brichardi ENSNBRG00000014211
amphilophus_citrinellus ENSACIG00000017995
cyprinodon_variegatus ENSCVAG00000014890
cyprinodon_variegatus ENSCVAG00000006111
fundulus_heteroclitus ENSFHEG00000002516
poecilia_formosa ENSPFOG00000024343
poecilia_mexicana ENSPMEG00000021718
poecilia_reticulata ENSPREG00000021900
xiphophorus_couchianus ENSXCOG00000001849
xiphophorus_maculatus ENSXMAG00000013704
gambusia_affinis ENSGAFG00000015381
kryptolebias_marmoratus ENSKMAG00000015219
oryzias_latipes ENSORLG00020013900
oryzias_latipes_asm223469v1 ENSORLG00015012258
oryzias_latipes ENSORLG00000006860
oryzias_melastigma ENSOMEG00000018516
amphiprion_ocellaris ENSAOCG00000004023
amphiprion_percula ENSAPEG00000009345
acanthochromis_polyacanthus ENSAPOG00000019354
stegastes_partitus ENSSPAG00000007041
labrus_bergylta ENSLBEG00000025271
takifugu_rubripes ENSTRUG00000012989
tetraodon_nigroviridis ENSTNIG00000001694
hippocampus_comes ENSHCOG00000018330
periophthalmus_magnuspinnatus ENSPMGG00000005317
gadus_morhua ENSGMOG00000012850
esox_lucius ENSELUG00000007266
astyanax_mexicanus ENSAMXG00000035664
pygocentrus_nattereri ENSPNAG00000026017
danio_rerio ENSDARG00000011640
scleropages_formosus ENSSFOG00015021033
paramormyrops_kingsleyae ENSPKIG00000001890
scleropages_formosus ENSSFOG00015005602
paramormyrops_kingsleyae ENSPKIG00000020148
gadus_morhua ENSGMOG00000007117
