mola_mola ENSMMOG00000014864
takifugu_rubripes ENSTRUG00000018262
gasterosteus_aculeatus ENSGACG00000009500
labrus_bergylta ENSLBEG00000019499
monopterus_albus ENSMALG00000000215
mastacembelus_armatus ENSMAMG00000006531
anabas_testudineus ENSATEG00000014317
seriola_dumerili ENSSDUG00000000804
seriola_lalandi_dorsalis ENSSLDG00000001700
pundamilia_nyererei ENSPNYG00000022668
haplochromis_burtoni ENSHBUG00000014337
astatotilapia_calliptera ENSACLG00000021773
maylandia_zebra ENSMZEG00005018206
neolamprologus_brichardi ENSNBRG00000020325
oreochromis_niloticus ENSONIG00000014693
amphilophus_citrinellus ENSACIG00000009979
xiphophorus_maculatus ENSXMAG00000022537
xiphophorus_couchianus ENSXCOG00000004246
gambusia_affinis ENSGAFG00000013253
poecilia_formosa ENSPFOG00000019319
poecilia_latipinna ENSPLAG00000001485
poecilia_mexicana ENSPMEG00000015929
poecilia_reticulata ENSPREG00000006397
fundulus_heteroclitus ENSFHEG00000020938
cyprinodon_variegatus ENSCVAG00000001912
kryptolebias_marmoratus ENSKMAG00000016660
oryzias_latipes ENSORLG00020013698
oryzias_latipes ENSORLG00000028866
oryzias_latipes_asm223469v1 ENSORLG00015008338
oryzias_melastigma ENSOMEG00000006279
amphiprion_ocellaris ENSAOCG00000015372
amphiprion_percula ENSAPEG00000021269
acanthochromis_polyacanthus ENSAPOG00000000374
stegastes_partitus ENSSPAG00000022747
scophthalmus_maximus ENSSMAG00000017639
cynoglossus_semilaevis ENSCSEG00000020979
hippocampus_comes ENSHCOG00000010714
gadus_morhua ENSGMOG00000006658
esox_lucius ENSELUG00000015703
danio_rerio ENSDARG00000103050
mastacembelus_armatus ENSMAMG00000005816
paramormyrops_kingsleyae ENSPKIG00000012201
scleropages_formosus ENSSFOG00015004796
