paramormyrops_kingsleyae ENSPKIG00000022082
scleropages_formosus ENSSFOG00015015410
amphiprion_percula ENSAPEG00000017954
amphiprion_ocellaris ENSAOCG00000014178
astatotilapia_calliptera ENSACLG00000015597
pundamilia_nyererei ENSPNYG00000005471
poecilia_latipinna ENSPLAG00000004734
poecilia_formosa ENSPFOG00000017701
xiphophorus_maculatus ENSXMAG00000026424
fundulus_heteroclitus ENSFHEG00000006898
kryptolebias_marmoratus ENSKMAG00000002745
oryzias_latipes_asm223469v1 ENSORLG00015009924
oryzias_latipes ENSORLG00000028825
oryzias_latipes ENSORLG00020020877
oryzias_melastigma ENSOMEG00000021089
monopterus_albus ENSMALG00000012893
mastacembelus_armatus ENSMAMG00000017227
anabas_testudineus ENSATEG00000004466
scophthalmus_maximus ENSSMAG00000019073
cynoglossus_semilaevis ENSCSEG00000006394
hippocampus_comes ENSHCOG00000018633
esox_lucius ENSELUG00000015667
lepisosteus_oculatus ENSLOCG00000007382
sphenodon_punctatus ENSSPUG00000015805
sphenodon_punctatus ENSSPUG00000015747
salvator_merianae ENSSMRG00000009797
anolis_carolinensis ENSACAG00000014591
anser_brachyrhynchus ENSABRG00000022699
anas_platyrhynchos_platyrhynchos ENSAPLG00000014794
gallus_gallus ENSGALG00000040433
meleagris_gallopavo ENSMGAG00000015210
coturnix_japonica ENSCJPG00005003994
numida_meleagris ENSNMEG00000019712
taeniopygia_guttata ENSTGUG00000018503
taeniopygia_guttata ENSTGUG00000012858
lonchura_striata_domestica ENSLSDG00000000174
serinus_canaria ENSSCAG00000003573
junco_hyemalis ENSJHYG00000017823
parus_major ENSPMJG00000017889
melopsittacus_undulatus ENSMUNG00000002792
calidris_pugnax ENSCPUG00000003597
apteryx_owenii ENSAOWG00000010888
apteryx_rowi ENSARWG00000000975
crocodylus_porosus ENSCPRG00005015383
gopherus_agassizii ENSGAGG00000001108
chrysemys_picta_bellii ENSCPBG00000019658
pelodiscus_sinensis ENSPSIG00000002170
heterocephalus_glaber_female ENSHGLG00000014481
heterocephalus_glaber_male ENSHGLG00100006543
fukomys_damarensis ENSFDAG00000000857
chinchilla_lanigera ENSCLAG00000014683
microtus_ochrogaster ENSMOCG00000021770
peromyscus_maniculatus_bairdii ENSPEMG00000023772
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032916
mus_musculus ENSMUSG00000046111
mus_spicilegus ENSMSIG00000015917
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031797
mus_pahari MGP_PahariEiJ_G0014673
rattus_norvegicus ENSRNOG00000010999
nannospalax_galili ENSNGAG00000020811
jaculus_jaculus ENSJJAG00000001043
spermophilus_dauricus ENSSDAG00000011022
oryctolagus_cuniculus ENSOCUG00000029678
carlito_syrichta ENSTSYG00000034775
aotus_nancymaae ENSANAG00000032138
microcebus_murinus ENSMICG00000017878
prolemur_simus ENSPSMG00000021623
propithecus_coquereli ENSPCOG00000004897
otolemur_garnettii ENSOGAG00000002516
ochotona_princeps ENSOPRG00000005185
marmota_marmota_marmota ENSMMMG00000004214
ictidomys_tridecemlineatus ENSSTOG00000008015
urocitellus_parryii ENSUPAG00010001137
cavia_porcellus ENSCPOG00000032006
cricetulus_griseus_crigri-picr ENSCGRG00015002955
cricetulus_griseus_chok1gshd ENSCGRG00001000538
cricetulus_griseus_crigri ENSCGRG00000012587
meriones_unguiculatus ENSMUGG00000026780
pan_troglodytes ENSPTRG00000004175
pan_paniscus ENSPPAG00000041025
homo_sapiens ENSG00000166004
gorilla_gorilla ENSGGOG00000009396
pongo_abelii ENSPPYG00000003773
nomascus_leucogenys ENSNLEG00000007093
piliocolobus_tephrosceles ENSPTEG00000035057
colobus_angolensis_palliatus ENSCANG00000030990
rhinopithecus_roxellana ENSRROG00000040195
rhinopithecus_bieti ENSRBIG00000039647
papio_anubis ENSPANG00000008341
theropithecus_gelada ENSTGEG00000009984
cercocebus_atys ENSCATG00000038930
chlorocebus_sabaeus ENSCSAG00000003445
mandrillus_leucophaeus ENSMLEG00000033140
macaca_mulatta ENSMMUG00000008025
macaca_fascicularis ENSMFAG00000041174
macaca_nemestrina ENSMNEG00000041554
cebus_capucinus ENSCCAG00000025065
callithrix_jacchus ENSCJAG00000003748
saimiri_boliviensis_boliviensis ENSSBOG00000019495
tupaia_belangeri ENSTBEG00000003753
bos_mutus ENSBMUG00000017204
bos_taurus ENSBTAG00000001902
bison_bison_bison ENSBBBG00000013492
ovis_aries ENSOARG00000002317
capra_hircus ENSCHIG00000017706
sus_scrofa ENSSSCG00000014946
erinaceus_europaeus ENSEEUG00000000742
equus_caballus ENSECAG00000018114
equus_asinus_asinus ENSEASG00005012313
myotis_lucifugus ENSMLUG00000011383
ursus_americanus ENSUAMG00000000077
ursus_maritimus ENSUMAG00000006832
ailuropoda_melanoleuca ENSAMEG00000012848
neovison_vison ENSNVIG00000005105
mustela_putorius_furo ENSMPUG00000010628
canis_lupus_familiaris ENSCAFG00000004234
canis_lupus_dingo ENSCAFG00020016598
vulpes_vulpes ENSVVUG00000011351
panthera_pardus ENSPPRG00000002239
panthera_tigris_altaica ENSPTIG00000018669
felis_catus ENSFCAG00000028136
dasypus_novemcinctus ENSDNOG00000004202
loxodonta_africana ENSLAFG00000020915
echinops_telfairi ENSETEG00000020219
monodelphis_domestica ENSMODG00000000714
sarcophilus_harrisii ENSSHAG00000006706
ornithorhynchus_anatinus ENSOANG00000011712
choloepus_hoffmanni ENSCHOG00000013419
procavia_capensis ENSPCAG00000007895
pan_troglodytes ENSPTRG00000009721
pan_paniscus ENSPPAG00000020161
homo_sapiens ENSG00000178404
gorilla_gorilla ENSGGOG00000011752
nomascus_leucogenys ENSNLEG00000000134
cercocebus_atys ENSCATG00000036831
mandrillus_leucophaeus ENSMLEG00000042059
macaca_nemestrina ENSMNEG00000015060
macaca_mulatta ENSMMUG00000003495
macaca_fascicularis ENSMFAG00000038853
papio_anubis ENSPANG00000010714
theropithecus_gelada ENSTGEG00000006600
chlorocebus_sabaeus ENSCSAG00000019045
colobus_angolensis_palliatus ENSCANG00000042516
piliocolobus_tephrosceles ENSPTEG00000034287
rhinopithecus_roxellana ENSRROG00000002890
rhinopithecus_bieti ENSRBIG00000031757
cebus_capucinus ENSCCAG00000021554
saimiri_boliviensis_boliviensis ENSSBOG00000033219
carlito_syrichta ENSTSYG00000035189
propithecus_coquereli ENSPCOG00000022310
prolemur_simus ENSPSMG00000005704
cricetulus_griseus_crigri ENSCGRG00000008327
cricetulus_griseus_chok1gshd ENSCGRG00001014121
mesocricetus_auratus ENSMAUG00000008712
microtus_ochrogaster ENSMOCG00000020591
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018326
mus_musculus ENSMUSG00000076433
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017482
mus_pahari MGP_PahariEiJ_G0018609
rattus_norvegicus ENSRNOG00000033143
nannospalax_galili ENSNGAG00000012143
jaculus_jaculus ENSJJAG00000014899
castor_canadensis ENSCCNG00000022824
marmota_marmota_marmota ENSMMMG00000007473
urocitellus_parryii ENSUPAG00010004031
spermophilus_dauricus ENSSDAG00000013156
ochotona_princeps ENSOPRG00000015314
vicugna_pacos ENSVPAG00000009318
tursiops_truncatus ENSTTRG00000001138
capra_hircus ENSCHIG00000011109
ovis_aries ENSOARG00000000169
bison_bison_bison ENSBBBG00000018496
bos_mutus ENSBMUG00000009008
equus_asinus_asinus ENSEASG00005005037
ursus_americanus ENSUAMG00000004682
ursus_maritimus ENSUMAG00000014235
neovison_vison ENSNVIG00000014232
mustela_putorius_furo ENSMPUG00000019910
canis_lupus_familiaris ENSCAFG00000005532
canis_lupus_dingo ENSCAFG00020008092
erinaceus_europaeus ENSEEUG00000014032
pteropus_vampyrus ENSPVAG00000005513
pteropus_vampyrus ENSPVAG00000007455
loxodonta_africana ENSLAFG00000027322
procavia_capensis ENSPCAG00000009066
dasypus_novemcinctus ENSDNOG00000043334
carlito_syrichta ENSTSYG00000014254
echinops_telfairi ENSETEG00000006415
ornithorhynchus_anatinus ENSOANG00000031721
gadus_morhua ENSGMOG00000015924
dromaius_novaehollandiae ENSDNVG00000015564
ciona_intestinalis ENSCING00000023548
ciona_savignyi ENSCSAVG00000004245
gasterosteus_aculeatus ENSGACG00000013200
tetraodon_nigroviridis ENSTNIG00000014356
cricetulus_griseus_crigri ENSCGRG00000011059
cricetulus_griseus_chok1gshd ENSCGRG00001012187
cricetulus_griseus_crigri-picr ENSCGRG00015011373
peromyscus_maniculatus_bairdii ENSPEMG00000014972
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028582
mus_spicilegus ENSMSIG00000032091
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029589
mus_musculus ENSMUSG00000063810
mus_pahari MGP_PahariEiJ_G0022316
