takifugu_rubripes ENSTRUG00000001037
tetraodon_nigroviridis ENSTNIG00000012167
mola_mola ENSMMOG00000017706
pundamilia_nyererei ENSPNYG00000014681
amphilophus_citrinellus ENSACIG00000000078
anabas_testudineus ENSATEG00000020381
poecilia_mexicana ENSPMEG00000010069
poecilia_formosa ENSPFOG00000014048
poecilia_reticulata ENSPREG00000018965
poecilia_latipinna ENSPLAG00000012998
xiphophorus_maculatus ENSXMAG00000000823
xiphophorus_couchianus ENSXCOG00000020577
cyprinodon_variegatus ENSCVAG00000019627
cyprinodon_variegatus ENSCVAG00000005432
fundulus_heteroclitus ENSFHEG00000009688
cynoglossus_semilaevis ENSCSEG00000013773
gadus_morhua ENSGMOG00000003409
pygocentrus_nattereri ENSPNAG00000029737
astyanax_mexicanus ENSAMXG00000017574
danio_rerio ENSDARG00000052124
dipodomys_ordii ENSDORG00000005063
castor_canadensis ENSCCNG00000002263
spermophilus_dauricus ENSSDAG00000003388
ictidomys_tridecemlineatus ENSSTOG00000033284
spermophilus_dauricus ENSSDAG00000003417
ictidomys_tridecemlineatus ENSSTOG00000004449
marmota_marmota_marmota ENSMMMG00000011728
mus_musculus ENSMUSG00000040272
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024901
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023991
mus_pahari MGP_PahariEiJ_G0025427
rattus_norvegicus ENSRNOG00000009199
meriones_unguiculatus ENSMUGG00000008734
peromyscus_maniculatus_bairdii ENSPEMG00000016421
microtus_ochrogaster ENSMOCG00000015335
cricetulus_griseus_chok1gshd ENSCGRG00001017403
cricetulus_griseus_crigri-picr ENSCGRG00015012495
cricetulus_griseus_crigri ENSCGRG00000010395
mesocricetus_auratus ENSMAUG00000007912
nannospalax_galili ENSNGAG00000008263
cavia_aperea ENSCAPG00000000037
cavia_porcellus ENSCPOG00000011925
octodon_degus ENSODEG00000016512
heterocephalus_glaber_female ENSHGLG00000018000
heterocephalus_glaber_male ENSHGLG00100004022
fukomys_damarensis ENSFDAG00000013340
oryctolagus_cuniculus ENSOCUG00000007357
ochotona_princeps ENSOPRG00000006821
homo_sapiens ENSG00000110455
gorilla_gorilla ENSGGOG00000003124
pongo_abelii ENSPPYG00000003339
nomascus_leucogenys ENSNLEG00000017967
colobus_angolensis_palliatus ENSCANG00000028160
piliocolobus_tephrosceles ENSPTEG00000029551
rhinopithecus_roxellana ENSRROG00000026946
rhinopithecus_bieti ENSRBIG00000030372
papio_anubis ENSPANG00000014282
theropithecus_gelada ENSTGEG00000001389
mandrillus_leucophaeus ENSMLEG00000031788
cercocebus_atys ENSCATG00000034670
macaca_fascicularis ENSMFAG00000003720
macaca_mulatta ENSMMUG00000019694
macaca_nemestrina ENSMNEG00000038482
chlorocebus_sabaeus ENSCSAG00000005552
cebus_capucinus ENSCCAG00000034085
saimiri_boliviensis_boliviensis ENSSBOG00000025833
callithrix_jacchus ENSCJAG00000011398
aotus_nancymaae ENSANAG00000023624
carlito_syrichta ENSTSYG00000031368
carlito_syrichta ENSTSYG00000011619
prolemur_simus ENSPSMG00000011499
microcebus_murinus ENSMICG00000007981
propithecus_coquereli ENSPCOG00000016942
otolemur_garnettii ENSOGAG00000013457
tupaia_belangeri ENSTBEG00000016687
ursus_americanus ENSUAMG00000006128
ursus_maritimus ENSUMAG00000015553
ailuropoda_melanoleuca ENSAMEG00000004799
neovison_vison ENSNVIG00000013477
mustela_putorius_furo ENSMPUG00000006124
canis_lupus_familiaris ENSCAFG00000009497
canis_lupus_dingo ENSCAFG00020017697
vulpes_vulpes ENSVVUG00000000057
panthera_pardus ENSPPRG00000004897
panthera_tigris_altaica ENSPTIG00000019737
felis_catus ENSFCAG00000005618
equus_caballus ENSECAG00000013484
ovis_aries ENSOARG00000001518
capra_hircus ENSCHIG00000026253
bos_mutus ENSBMUG00000012650
bos_taurus ENSBTAG00000008465
bison_bison_bison ENSBBBG00000017019
tursiops_truncatus ENSTTRG00000002728
sus_scrofa ENSSSCG00000013282
pteropus_vampyrus ENSPVAG00000010399
vicugna_pacos ENSVPAG00000007394
equus_asinus_asinus ENSEASG00005014868
myotis_lucifugus ENSMLUG00000005157
erinaceus_europaeus ENSEEUG00000009451
dasypus_novemcinctus ENSDNOG00000005721
dasypus_novemcinctus ENSDNOG00000045457
choloepus_hoffmanni ENSCHOG00000003443
loxodonta_africana ENSLAFG00000010662
procavia_capensis ENSPCAG00000008239
echinops_telfairi ENSETEG00000007712
phascolarctos_cinereus ENSPCIG00000016364
notamacropus_eugenii ENSMEUG00000014692
sarcophilus_harrisii ENSSHAG00000008665
monodelphis_domestica ENSMODG00000019867
