anser_brachyrhynchus ENSABRG00000014988
anas_platyrhynchos_platyrhynchos ENSAPLG00000029547
numida_meleagris ENSNMEG00000004837
gallus_gallus ENSGALG00000030153
taeniopygia_guttata ENSTGUG00000007694
lonchura_striata_domestica ENSLSDG00000008253
ficedula_albicollis ENSFALG00000001312
junco_hyemalis ENSJHYG00000008964
manacus_vitellinus ENSMVIG00005018890
apteryx_haastii ENSAHAG00000001942
apteryx_owenii ENSAOWG00000008093
nothoprocta_perdicaria ENSNPEG00000005992
pogona_vitticeps ENSPVIG00000022998
ursus_maritimus ENSUMAG00000013078
ailuropoda_melanoleuca ENSAMEG00000001097
vulpes_vulpes ENSVVUG00000010211
canis_lupus_dingo ENSCAFG00020001816
ovis_aries ENSOARG00000015675
pan_paniscus ENSPPAG00000043158
pan_troglodytes ENSPTRG00000003971
gorilla_gorilla ENSGGOG00000011953
homo_sapiens ENSG00000167799
pongo_abelii ENSPPYG00000029677
rhinopithecus_roxellana ENSRROG00000037097
rhinopithecus_bieti ENSRBIG00000039414
colobus_angolensis_palliatus ENSCANG00000028016
piliocolobus_tephrosceles ENSPTEG00000032817
macaca_nemestrina ENSMNEG00000041484
macaca_fascicularis ENSMFAG00000044617
mandrillus_leucophaeus ENSMLEG00000008171
cercocebus_atys ENSCATG00000029910
papio_anubis ENSPANG00000009837
theropithecus_gelada ENSTGEG00000003503
callithrix_jacchus ENSCJAG00000000827
carlito_syrichta ENSTSYG00000037218
tupaia_belangeri ENSTBEG00000009338
tursiops_truncatus ENSTTRG00000003777
vicugna_pacos ENSVPAG00000010318
loxodonta_africana ENSLAFG00000015108
dipodomys_ordii ENSDORG00000010072
cavia_aperea ENSCAPG00000008066
marmota_marmota_marmota ENSMMMG00000000113
cricetulus_griseus_crigri ENSCGRG00000018337
