calidris_pygmaea ENSCPGG00000001250
calidris_pugnax ENSCPUG00000003340
melopsittacus_undulatus ENSMUNG00000007904
parus_major ENSPMJG00000005385
junco_hyemalis ENSJHYG00000008871
serinus_canaria ENSSCAG00000015398
lonchura_striata_domestica ENSLSDG00000009679
dromaius_novaehollandiae ENSDNVG00000008677
nothoprocta_perdicaria ENSNPEG00000014443
chrysemys_picta_bellii ENSCPBG00000003737
rhinopithecus_bieti ENSRBIG00000030326
rhinopithecus_roxellana ENSRROG00000023961
macaca_mulatta ENSMMUG00000046966
macaca_mulatta ENSMMUG00000038484
macaca_fascicularis ENSMFAG00000017504
macaca_nemestrina ENSMNEG00000036938
theropithecus_gelada ENSTGEG00000025804
colobus_angolensis_palliatus ENSCANG00000033217
nomascus_leucogenys ENSNLEG00000029511
