ciona_savignyi ENSCSAVG00000008229
ciona_intestinalis ENSCING00000003105
latimeria_chalumnae ENSLACG00000022235
hucho_hucho ENSHHUG00000019415
octodon_degus ENSODEG00000009539
junco_hyemalis ENSJHYG00000007974
zonotrichia_albicollis ENSZALG00000008105
taeniopygia_guttata ENSTGUG00000007890
lonchura_striata ENSLSDG00000012584
serinus_canaria ENSSCAG00000001091
ficedula_albicollis ENSFALG00000005024
parus_major ENSPMJG00000019571
cyanistes_caeruleus ENSCCEG00000015776
manacus_vitellinus ENSMVIG00005011997
lepidothrix_coronata ENSLCOG00000000631
melopsittacus_undulatus ENSMUNG00000010930
calidris_pugnax ENSCPUG00000011962
calidris_pygmaea ENSCPGG00000014467
anser_brachyrhynchus ENSABRG00000017058
anas_platyrhynchos ENSAPLG00000007211
gallus_gallus ENSGALG00000010226
meleagris_gallopavo ENSMGAG00000010370
numida_meleagris ENSNMEG00000021444
apteryx_haastii ENSAHAG00000009512
apteryx_owenii ENSAOWG00000009366
apteryx_rowi ENSARWG00000000259
dromaius_novaehollandiae ENSDNVG00000009462
nothoprocta_perdicaria ENSNPEG00000014565
crocodylus_porosus ENSCPRG00005017799
chrysemys_picta ENSCPBG00000005390
chrysemys_picta ENSCPBG00000005385
gopherus_agassizii ENSGAGG00000023224
chelonoidis_abingdonii ENSCABG00000004807
pelodiscus_sinensis ENSPSIG00000010238
pogona_vitticeps ENSPVIG00000022696
anolis_carolinensis ENSACAG00000015151
notechis_scutatus ENSNSUG00000015688
salvator_merianae ENSSMRG00000018380
sphenodon_punctatus ENSSPUG00000003476
oryctolagus_cuniculus ENSOCUG00000001966
ochotona_princeps ENSOPRG00000004007
tupaia_belangeri ENSTBEG00000017376
piliocolobus_tephrosceles ENSPTEG00000036523
colobus_angolensis ENSCANG00000040689
rhinopithecus_roxellana ENSRROG00000028711
rhinopithecus_bieti ENSRBIG00000027534
macaca_nemestrina ENSMNEG00000038510
macaca_mulatta ENSMMUG00000020079
macaca_fascicularis ENSMFAG00000026331
cercocebus_atys ENSCATG00000044580
mandrillus_leucophaeus ENSMLEG00000034983
papio_anubis ENSPANG00000014791
theropithecus_gelada ENSTGEG00000028535
chlorocebus_sabaeus ENSCSAG00000001212
homo_sapiens ENSG00000288208
homo_sapiens ENSG00000132781
gorilla_gorilla ENSGGOG00000003284
pan_troglodytes ENSPTRG00000024019
pan_paniscus ENSPPAG00000030220
pongo_abelii ENSPPYG00000001415
nomascus_leucogenys ENSNLEG00000014360
cebus_capucinus ENSCCAG00000024620
saimiri_boliviensis ENSSBOG00000026185
callithrix_jacchus ENSCJAG00000004634
aotus_nancymaae ENSANAG00000035135
carlito_syrichta ENSTSYG00000011303
prolemur_simus ENSPSMG00000003301
microcebus_murinus ENSMICG00000013605
propithecus_coquereli ENSPCOG00000003845
otolemur_garnettii ENSOGAG00000003981
heterocephalus_glaber ENSHGLG00100010136
heterocephalus_glaber ENSHGLG00000001741
fukomys_damarensis ENSFDAG00000011485
cavia_porcellus ENSCPOG00000012452
cavia_aperea ENSCAPG00000013020
chinchilla_lanigera ENSCLAG00000004651
marmota_marmota ENSMMMG00000015733
marmota_marmota ENSMMMG00000019312
spermophilus_dauricus ENSSDAG00000023579
ictidomys_tridecemlineatus ENSSTOG00000026107
urocitellus_parryii ENSUPAG00010020829
castor_canadensis ENSCCNG00000019290
dipodomys_ordii ENSDORG00000007152
mus_spicilegus ENSMSIG00000013163
mus_spretus MGP_SPRETEiJ_G0027315
mus_musculus ENSMUSG00000028687
mus_caroli MGP_CAROLIEiJ_G0026343
mus_pahari MGP_PahariEiJ_G0028675
rattus_norvegicus ENSRNOG00000017887
meriones_unguiculatus ENSMUGG00000023258
cricetulus_griseus ENSCGRG00015025083
cricetulus_griseus ENSCGRG00000004460
cricetulus_griseus ENSCGRG00001011424
mesocricetus_auratus ENSMAUG00000007978
microtus_ochrogaster ENSMOCG00000015624
peromyscus_maniculatus ENSPEMG00000016657
jaculus_jaculus ENSJJAG00000023872
pteropus_vampyrus ENSPVAG00000014996
sorex_araneus ENSSARG00000013059
ursus_maritimus ENSUMAG00000024254
ursus_americanus ENSUAMG00000017728
ailuropoda_melanoleuca ENSAMEG00000013532
mustela_putorius ENSMPUG00000013130
canis_lupus ENSCAFG00000004612
canis_lupus ENSCAFG00020016721
vulpes_vulpes ENSVVUG00000007482
panthera_tigris ENSPTIG00000008785
panthera_pardus ENSPPRG00000011624
felis_catus ENSFCAG00000002222
erinaceus_europaeus ENSEEUG00000014347
erinaceus_europaeus ENSEEUG00000015361
myotis_lucifugus ENSMLUG00000005635
neovison_vison ENSNVIG00000018727
ovis_aries ENSOARG00000001528
capra_hircus ENSCHIG00000011167
bos_indicus ENSBIXG00000006563
bos_indicus ENSBIXG00005010713
bos_taurus ENSBTAG00000011242
bos_mutus ENSBMUG00000017236
bison_bison ENSBBBG00000016504
sus_scrofa ENSSSCG00000003919
tursiops_truncatus ENSTTRG00000008783
equus_caballus ENSECAG00000008704
equus_asinus ENSEASG00005004113
loxodonta_africana ENSLAFG00000017356
procavia_capensis ENSPCAG00000013273
echinops_telfairi ENSETEG00000013363
dasypus_novemcinctus ENSDNOG00000015588
phascolarctos_cinereus ENSPCIG00000027572
notamacropus_eugenii ENSMEUG00000004015
vombatus_ursinus ENSVURG00010017033
sarcophilus_harrisii ENSSHAG00000010238
ornithorhynchus_anatinus ENSOANG00000014215
xenopus_tropicalis ENSXETG00000009397
larimichthys_crocea ENSLCRG00005008346
labrus_bergylta ENSLBEG00000017719
cottoperca_gobio ENSCGOG00000012371
gasterosteus_aculeatus ENSGACG00000012201
mastacembelus_armatus ENSMAMG00000000874
monopterus_albus ENSMALG00000018138
anabas_testudineus ENSATEG00000002543
betta_splendens ENSBSLG00000015943
xiphophorus_maculatus ENSXMAG00000013067
gambusia_affinis ENSGAFG00000001182
poecilia_formosa ENSPFOG00000017813
poecilia_latipinna ENSPLAG00000000344
poecilia_mexicana ENSPMEG00000024433
poecilia_reticulata ENSPREG00000009851
fundulus_heteroclitus ENSFHEG00000001666
cyprinodon_variegatus ENSCVAG00000003659
kryptolebias_marmoratus ENSKMAG00000002273
oryzias_latipes ENSORLG00000003859
oryzias_latipes ENSORLG00020004833
oryzias_latipes ENSORLG00015022906
oryzias_melastigma ENSOMEG00000005642
amphiprion_percula ENSAPEG00000005455
amphiprion_ocellaris ENSAOCG00000023937
acanthochromis_polyacanthus ENSAPOG00000019289
stegastes_partitus ENSSPAG00000000926
haplochromis_burtoni ENSHBUG00000007659
maylandia_zebra ENSMZEG00005005921
astatotilapia_calliptera ENSACLG00000023701
pundamilia_nyererei ENSPNYG00000006952
neolamprologus_brichardi ENSNBRG00000013301
oreochromis_niloticus ENSONIG00000002012
amphilophus_citrinellus ENSACIG00000013130
seriola_dumerili ENSSDUG00000006586
seriola_lalandi ENSSLDG00000017334
scophthalmus_maximus ENSSMAG00000007069
lates_calcarifer ENSLCAG00010000394
lates_calcarifer ENSLCAG00010019949
takifugu_rubripes ENSTRUG00000001320
tetraodon_nigroviridis ENSTNIG00000010692
mola_mola ENSMMOG00000020540
cynoglossus_semilaevis ENSCSEG00000014735
gouania_willdenowi ENSGWIG00000001383
hippocampus_comes ENSHCOG00000010464
gadus_morhua ENSGMOG00000018572
hucho_hucho ENSHHUG00000016119
esox_lucius ENSELUG00000015402
astyanax_mexicanus ENSAMXG00000005262
astyanax_mexicanus ENSAMXG00005010487
pygocentrus_nattereri ENSPNAG00000018676
ictalurus_punctatus ENSIPUG00000016435
electrophorus_electricus ENSEEEG00000013352
danio_rerio ENSDARG00000074889
clupea_harengus ENSCHAG00000000331
denticeps_clupeoides ENSDCDG00000029250
lepisosteus_oculatus ENSLOCG00000002889
erpetoichthys_calabaricus ENSECRG00000008787
callorhinchus_milii ENSCMIG00000010246
nannospalax_galili ENSNGAG00000013168
xiphophorus_couchianus ENSXCOG00000009918
