mus_spicilegus ENSMSIG00000013079
rattus_norvegicus ENSRNOG00000057454
meriones_unguiculatus ENSMUGG00000022678
cricetulus_griseus ENSCGRG00000019205
cricetulus_griseus ENSCGRG00001000915
cricetulus_griseus ENSCGRG00015021097
peromyscus_maniculatus ENSPEMG00000025300
heterocephalus_glaber ENSHGLG00100002682
heterocephalus_glaber ENSHGLG00000014340
fukomys_damarensis ENSFDAG00000000564
ictidomys_tridecemlineatus ENSSTOG00000021123
marmota_marmota ENSMMMG00000023330
urocitellus_parryii ENSUPAG00010020995
spermophilus_dauricus ENSSDAG00000023030
oryctolagus_cuniculus ENSOCUG00000025517
prolemur_simus ENSPSMG00000022639
otolemur_garnettii ENSOGAG00000024445
pan_troglodytes ENSPTRG00000041604
pan_paniscus ENSPPAG00000007965
homo_sapiens ENSG00000228607
nomascus_leucogenys ENSNLEG00000007312
macaca_mulatta ENSMMUG00000053754
papio_anubis ENSPANG00000004505
theropithecus_gelada ENSTGEG00000020127
chlorocebus_sabaeus ENSCSAG00000000597
piliocolobus_tephrosceles ENSPTEG00000025019
bos_indicus ENSBIXG00000010740
bos_indicus ENSBIXG00005007227
bos_taurus ENSBTAG00000039149
bos_mutus ENSBMUG00000014200
bison_bison ENSBBBG00000011089
ovis_aries ENSOARG00000017014
sus_scrofa ENSSSCG00000015051
canis_lupus ENSCAFG00000024048
canis_lupus ENSCAFG00020004160
vulpes_vulpes ENSVVUG00000016173
mustela_putorius ENSMPUG00000019734
neovison_vison ENSNVIG00000006850
ursus_americanus ENSUAMG00000018032
ursus_maritimus ENSUMAG00000003831
ailuropoda_melanoleuca ENSAMEG00000019404
panthera_tigris ENSPTIG00000006516
panthera_pardus ENSPPRG00000017919
felis_catus ENSFCAG00000026496
equus_asinus ENSEASG00005006703
equus_caballus ENSECAG00000005722
dasypus_novemcinctus ENSDNOG00000032955
vombatus_ursinus ENSVURG00010018935
sarcophilus_harrisii ENSSHAG00000013021
monodelphis_domestica ENSMODG00000014183
