petromyzon_marinus ENSPMAG00000005481
eptatretus_burgeri ENSEBUG00000001543
erinaceus_europaeus ENSEEUG00000005653
sorex_araneus ENSSARG00000000777
equus_caballus ENSECAG00000010959
equus_asinus_asinus ENSEASG00005009212
capra_hircus ENSCHIG00000012808
ovis_aries ENSOARG00000015610
bos_taurus ENSBTAG00000045500
bos_mutus ENSBMUG00000021303
bison_bison_bison ENSBBBG00000022734
tursiops_truncatus ENSTTRG00000001178
sus_scrofa ENSSSCG00000017829
ailuropoda_melanoleuca ENSAMEG00000007554
ursus_maritimus ENSUMAG00000009267
neovison_vison ENSNVIG00000012024
mustela_putorius_furo ENSMPUG00000012881
canis_lupus_familiaris ENSCAFG00000019289
canis_lupus_dingo ENSCAFG00020009711
vulpes_vulpes ENSVVUG00000021786
panthera_tigris_altaica ENSPTIG00000011131
panthera_pardus ENSPPRG00000019235
felis_catus ENSFCAG00000006314
pteropus_vampyrus ENSPVAG00000002165
myotis_lucifugus ENSMLUG00000003512
pan_paniscus ENSPPAG00000038859
pan_troglodytes ENSPTRG00000008548
homo_sapiens ENSG00000141258
gorilla_gorilla ENSGGOG00000002449
pongo_abelii ENSPPYG00000007793
rhinopithecus_roxellana ENSRROG00000042233
rhinopithecus_bieti ENSRBIG00000031785
colobus_angolensis_palliatus ENSCANG00000030417
papio_anubis ENSPANG00000024465
theropithecus_gelada ENSTGEG00000015534
mandrillus_leucophaeus ENSMLEG00000031728
cercocebus_atys ENSCATG00000032525
macaca_fascicularis ENSMFAG00000000154
macaca_mulatta ENSMMUG00000017518
macaca_nemestrina ENSMNEG00000036434
chlorocebus_sabaeus ENSCSAG00000013779
nomascus_leucogenys ENSNLEG00000017189
piliocolobus_tephrosceles ENSPTEG00000007518
cebus_capucinus ENSCCAG00000035767
saimiri_boliviensis_boliviensis ENSSBOG00000034563
callithrix_jacchus ENSCJAG00000012412
aotus_nancymaae ENSANAG00000025348
carlito_syrichta ENSTSYG00000006734
microcebus_murinus ENSMICG00000012965
propithecus_coquereli ENSPCOG00000026216
prolemur_simus ENSPSMG00000009549
otolemur_garnettii ENSOGAG00000004495
tupaia_belangeri ENSTBEG00000015557
chinchilla_lanigera ENSCLAG00000004992
octodon_degus ENSODEG00000009027
cavia_porcellus ENSCPOG00000014836
cavia_aperea ENSCAPG00000017825
heterocephalus_glaber_male ENSHGLG00100017677
heterocephalus_glaber_female ENSHGLG00000016248
fukomys_damarensis ENSFDAG00000013158
ictidomys_tridecemlineatus ENSSTOG00000011842
urocitellus_parryii ENSUPAG00010017702
spermophilus_dauricus ENSSDAG00000019380
marmota_marmota_marmota ENSMMMG00000024101
castor_canadensis ENSCCNG00000023430
dipodomys_ordii ENSDORG00000016373
mus_spicilegus ENSMSIG00000023359
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017569
mus_musculus ENSMUSG00000038351
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016726
mus_pahari MGP_PahariEiJ_G0017863
rattus_norvegicus ENSRNOG00000027194
meriones_unguiculatus ENSMUGG00000000055
cricetulus_griseus_crigri-picr ENSCGRG00015020624
cricetulus_griseus_chok1gshd ENSCGRG00001024741
cricetulus_griseus_crigri ENSCGRG00000010474
mesocricetus_auratus ENSMAUG00000017273
microtus_ochrogaster ENSMOCG00000012526
peromyscus_maniculatus_bairdii ENSPEMG00000021281
nannospalax_galili ENSNGAG00000011102
jaculus_jaculus ENSJJAG00000016629
oryctolagus_cuniculus ENSOCUG00000016056
ochotona_princeps ENSOPRG00000000619
dasypus_novemcinctus ENSDNOG00000004719
procavia_capensis ENSPCAG00000013034
loxodonta_africana ENSLAFG00000014571
echinops_telfairi ENSETEG00000016794
phascolarctos_cinereus ENSPCIG00000015926
notamacropus_eugenii ENSMEUG00000015853
monodelphis_domestica ENSMODG00000010704
sarcophilus_harrisii ENSSHAG00000011609
ornithorhynchus_anatinus ENSOANG00000008634
xenopus_tropicalis ENSXETG00000019436
latimeria_chalumnae ENSLACG00000018073
anas_platyrhynchos_platyrhynchos ENSAPLG00000003532
anser_brachyrhynchus ENSABRG00000015045
gallus_gallus ENSGALG00000005737
meleagris_gallopavo ENSMGAG00000008568
coturnix_japonica ENSCJPG00005019051
numida_meleagris ENSNMEG00000012709
lonchura_striata_domestica ENSLSDG00000013812
taeniopygia_guttata ENSTGUG00000008737
serinus_canaria ENSSCAG00000012436
junco_hyemalis ENSJHYG00000011202
zonotrichia_albicollis ENSZALG00000012402
ficedula_albicollis ENSFALG00000004762
parus_major ENSPMJG00000000274
cyanistes_caeruleus ENSCCEG00000021194
lepidothrix_coronata ENSLCOG00000008862
manacus_vitellinus ENSMVIG00005019354
melopsittacus_undulatus ENSMUNG00000005906
calidris_pygmaea ENSCPGG00000017150
calidris_pugnax ENSCPUG00000012684
apteryx_owenii ENSAOWG00000014548
apteryx_haastii ENSAHAG00000010949
apteryx_rowi ENSARWG00000010338
dromaius_novaehollandiae ENSDNVG00000014359
nothoprocta_perdicaria ENSNPEG00000009607
crocodylus_porosus ENSCPRG00005009072
gopherus_agassizii ENSGAGG00000003154
chelonoidis_abingdonii ENSCABG00000018894
chrysemys_picta_bellii ENSCPBG00000014062
pelodiscus_sinensis ENSPSIG00000013671
anolis_carolinensis ENSACAG00000011801
pogona_vitticeps ENSPVIG00000023343
notechis_scutatus ENSNSUG00000006918
salvator_merianae ENSSMRG00000007701
paramormyrops_kingsleyae ENSPKIG00000011649
scleropages_formosus ENSSFOG00015013710
tetraodon_nigroviridis ENSTNIG00000014383
takifugu_rubripes ENSTRUG00000005388
gasterosteus_aculeatus ENSGACG00000005329
oryzias_latipes ENSORLG00020020248
oryzias_latipes_asm223469v1 ENSORLG00015001500
oryzias_latipes ENSORLG00000008415
oryzias_melastigma ENSOMEG00000000457
cynoglossus_semilaevis ENSCSEG00000003036
mastacembelus_armatus ENSMAMG00000002797
monopterus_albus ENSMALG00000000891
anabas_testudineus ENSATEG00000003582
seriola_lalandi_dorsalis ENSSLDG00000005961
seriola_dumerili ENSSDUG00000005114
scophthalmus_maximus ENSSMAG00000013549
xiphophorus_maculatus ENSXMAG00000005829
xiphophorus_couchianus ENSXCOG00000005934
gambusia_affinis ENSGAFG00000019713
poecilia_formosa ENSPFOG00000001673
poecilia_reticulata ENSPREG00000015730
poecilia_latipinna ENSPLAG00000002924
fundulus_heteroclitus ENSFHEG00000001136
cyprinodon_variegatus ENSCVAG00000002369
kryptolebias_marmoratus ENSKMAG00000005085
astatotilapia_calliptera ENSACLG00000020075
haplochromis_burtoni ENSHBUG00000007037
pundamilia_nyererei ENSPNYG00000023902
maylandia_zebra ENSMZEG00005002168
oreochromis_niloticus ENSONIG00000010511
amphilophus_citrinellus ENSACIG00000011127
maylandia_zebra ENSMZEG00005001942
maylandia_zebra ENSMZEG00005010398
neolamprologus_brichardi ENSNBRG00000008565
amphiprion_ocellaris ENSAOCG00000006735
amphiprion_percula ENSAPEG00000005443
acanthochromis_polyacanthus ENSAPOG00000005189
stegastes_partitus ENSSPAG00000014879
labrus_bergylta ENSLBEG00000008457
mola_mola ENSMMOG00000018948
periophthalmus_magnuspinnatus ENSPMGG00000008704
gadus_morhua ENSGMOG00000009038
esox_lucius ENSELUG00000009376
pygocentrus_nattereri ENSPNAG00000007104
astyanax_mexicanus ENSAMXG00000009205
ictalurus_punctatus ENSIPUG00000007736
danio_rerio ENSDARG00000063307
lepisosteus_oculatus ENSLOCG00000005260
