hippocampus_comes ENSHCOG00000016067
oryzias_latipes ENSORLG00000025049
monopterus_albus ENSMALG00000011706
poecilia_reticulata ENSPREG00000018449
cyprinodon_variegatus ENSCVAG00000009725
amphilophus_citrinellus ENSACIG00000001322
acanthochromis_polyacanthus ENSAPOG00000013809
stegastes_partitus ENSSPAG00000022682
anabas_testudineus ENSATEG00000012501
seriola_dumerili ENSSDUG00000003278
ictalurus_punctatus ENSIPUG00000006526
chelonoidis_abingdonii ENSCABG00000013141
chrysemys_picta_bellii ENSCPBG00000002167
gopherus_agassizii ENSGAGG00000010625
crocodylus_porosus ENSCPRG00005013560
zonotrichia_albicollis ENSZALG00000017733
