eptatretus_burgeri ENSEBUG00000005416
petromyzon_marinus ENSPMAG00000005085
clupea_harengus ENSCHAG00000009939
denticeps_clupeoides ENSDCDG00000003234
astyanax_mexicanus ENSAMXG00000031770
astyanax_mexicanus ENSAMXG00005002890
pygocentrus_nattereri ENSPNAG00000027668
ictalurus_punctatus ENSIPUG00000019018
electrophorus_electricus ENSEEEG00000016595
cottoperca_gobio ENSCGOG00000024162
gasterosteus_aculeatus ENSGACG00000009858
larimichthys_crocea ENSLCRG00005017110
mola_mola ENSMMOG00000008764
labrus_bergylta ENSLBEG00000022329
monopterus_albus ENSMALG00000010364
mastacembelus_armatus ENSMAMG00000003081
anabas_testudineus ENSATEG00000008445
betta_splendens ENSBSLG00000024796
scophthalmus_maximus ENSSMAG00000017008
cynoglossus_semilaevis ENSCSEG00000005218
lates_calcarifer ENSLCAG00010014670
seriola_dumerili ENSSDUG00000012948
seriola_lalandi ENSSLDG00000001158
amphiprion_ocellaris ENSAOCG00000009805
amphiprion_percula ENSAPEG00000013327
acanthochromis_polyacanthus ENSAPOG00000001565
stegastes_partitus ENSSPAG00000020746
parambassis_ranga ENSPRNG00000022784
gouania_willdenowi ENSGWIG00000015667
poecilia_latipinna ENSPLAG00000007812
poecilia_formosa ENSPFOG00000014524
poecilia_mexicana ENSPMEG00000014394
poecilia_reticulata ENSPREG00000010538
xiphophorus_maculatus ENSXMAG00000010138
xiphophorus_couchianus ENSXCOG00000014166
gambusia_affinis ENSGAFG00000019159
fundulus_heteroclitus ENSFHEG00000010163
cyprinodon_variegatus ENSCVAG00000007304
kryptolebias_marmoratus ENSKMAG00000013477
oryzias_latipes ENSORLG00000014091
oryzias_latipes ENSORLG00015012894
oryzias_latipes ENSORLG00020014340
oryzias_melastigma ENSOMEG00000011762
maylandia_zebra ENSMZEG00005000512
astatotilapia_calliptera ENSACLG00000010025
pundamilia_nyererei ENSPNYG00000013569
haplochromis_burtoni ENSHBUG00000008448
neolamprologus_brichardi ENSNBRG00000021636
oreochromis_niloticus ENSONIG00000001155
amphilophus_citrinellus ENSACIG00000017814
tetraodon_nigroviridis ENSTNIG00000017194
takifugu_rubripes ENSTRUG00000015897
periophthalmus_magnuspinnatus ENSPMGG00000019696
hippocampus_comes ENSHCOG00000016192
gadus_morhua ENSGMOG00000012071
hucho_hucho ENSHHUG00000044549
hucho_hucho ENSHHUG00000048199
esox_lucius ENSELUG00000008587
paramormyrops_kingsleyae ENSPKIG00000017847
scleropages_formosus ENSSFOG00015010978
lepisosteus_oculatus ENSLOCG00000005587
erpetoichthys_calabaricus ENSECRG00000020688
latimeria_chalumnae ENSLACG00000000593
latimeria_chalumnae ENSLACG00000017582
xenopus_tropicalis ENSXETG00000011226
gallus_gallus ENSGALG00000030344
coturnix_japonica ENSCJPG00005011896
serinus_canaria ENSSCAG00000012020
calidris_pugnax ENSCPUG00000015637
calidris_pygmaea ENSCPGG00000015825
lonchura_striata ENSLSDG00000011164
ficedula_albicollis ENSFALG00000009446
junco_hyemalis ENSJHYG00000005995
manacus_vitellinus ENSMVIG00005019440
anser_brachyrhynchus ENSABRG00000005435
lepidothrix_coronata ENSLCOG00000013153
serinus_canaria ENSSCAG00000002217
anas_platyrhynchos ENSAPLG00000018518
numida_meleagris ENSNMEG00000003931
apteryx_rowi ENSARWG00000009831
apteryx_owenii ENSAOWG00000019187
dromaius_novaehollandiae ENSDNVG00000004465
nothoprocta_perdicaria ENSNPEG00000003229
apteryx_haastii ENSAHAG00000017809
anas_platyrhynchos ENSAPLG00000017652
crocodylus_porosus ENSCPRG00005015768
gopherus_agassizii ENSGAGG00000003852
chelonoidis_abingdonii ENSCABG00000016309
chrysemys_picta ENSCPBG00000012918
vombatus_ursinus ENSVURG00010015054
phascolarctos_cinereus ENSPCIG00000018294
notamacropus_eugenii ENSMEUG00000010328
sarcophilus_harrisii ENSSHAG00000003750
propithecus_coquereli ENSPCOG00000023528
prolemur_simus ENSPSMG00000000412
microcebus_murinus ENSMICG00000017023
otolemur_garnettii ENSOGAG00000007433
pan_paniscus ENSPPAG00000010473
homo_sapiens ENSG00000105655
gorilla_gorilla ENSGGOG00000016939
pongo_abelii ENSPPYG00000009742
nomascus_leucogenys ENSNLEG00000006026
rhinopithecus_roxellana ENSRROG00000041153
rhinopithecus_bieti ENSRBIG00000044096
colobus_angolensis ENSCANG00000039475
piliocolobus_tephrosceles ENSPTEG00000029886
papio_anubis ENSPANG00000004910
theropithecus_gelada ENSTGEG00000014362
cercocebus_atys ENSCATG00000029593
macaca_mulatta ENSMMUG00000021183
macaca_fascicularis ENSMFAG00000044263
macaca_nemestrina ENSMNEG00000044547
mandrillus_leucophaeus ENSMLEG00000033928
chlorocebus_sabaeus ENSCSAG00000005350
