loxodonta_africana ENSLAFG00000001567
echinops_telfairi ENSETEG00000008343
pan_paniscus ENSPPAG00000034372
pan_troglodytes ENSPTRG00000016124
homo_sapiens ENSG00000109205
gorilla_gorilla ENSGGOG00000007914
pongo_abelii ENSPPYG00000014798
nomascus_leucogenys ENSNLEG00000007668
mandrillus_leucophaeus ENSMLEG00000039174
papio_anubis ENSPANG00000024348
macaca_fascicularis ENSMFAG00000044753
macaca_mulatta ENSMMUG00000006029
macaca_nemestrina ENSMNEG00000038668
theropithecus_gelada ENSTGEG00000016994
cercocebus_atys ENSCATG00000035630
chlorocebus_sabaeus ENSCSAG00000004908
rhinopithecus_bieti ENSRBIG00000041413
rhinopithecus_roxellana ENSRROG00000030350
piliocolobus_tephrosceles ENSPTEG00000008464
colobus_angolensis_palliatus ENSCANG00000015776
cebus_capucinus ENSCCAG00000020390
saimiri_boliviensis_boliviensis ENSSBOG00000020522
callithrix_jacchus ENSCJAG00000014273
aotus_nancymaae ENSANAG00000026739
carlito_syrichta ENSTSYG00000005930
prolemur_simus ENSPSMG00000015119
microcebus_murinus ENSMICG00000015215
otolemur_garnettii ENSOGAG00000015585
chinchilla_lanigera ENSCLAG00000009433
octodon_degus ENSODEG00000000386
cavia_aperea ENSCAPG00000010793
cavia_porcellus ENSCPOG00000008289
heterocephalus_glaber_female ENSHGLG00000001598
heterocephalus_glaber_male ENSHGLG00100007895
fukomys_damarensis ENSFDAG00000013807
spermophilus_dauricus ENSSDAG00000024521
marmota_marmota_marmota ENSMMMG00000024662
urocitellus_parryii ENSUPAG00010010761
ictidomys_tridecemlineatus ENSSTOG00000014664
mus_spicilegus ENSMSIG00000026903
mus_musculus ENSMUSG00000009580
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028360
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027363
mus_pahari MGP_PahariEiJ_G0017145
rattus_norvegicus ENSRNOG00000023372
meriones_unguiculatus ENSMUGG00000019899
cricetulus_griseus_chok1gshd ENSCGRG00001018569
cricetulus_griseus_crigri ENSCGRG00000006551
cricetulus_griseus_crigri-picr ENSCGRG00015019949
mesocricetus_auratus ENSMAUG00000017014
peromyscus_maniculatus_bairdii ENSPEMG00000018624
microtus_ochrogaster ENSMOCG00000017908
nannospalax_galili ENSNGAG00000012425
jaculus_jaculus ENSJJAG00000024240
castor_canadensis ENSCCNG00000017271
dipodomys_ordii ENSDORG00000009938
oryctolagus_cuniculus ENSOCUG00000024016
ochotona_princeps ENSOPRG00000008295
tupaia_belangeri ENSTBEG00000011747
myotis_lucifugus ENSMLUG00000014836
pteropus_vampyrus ENSPVAG00000009960
erinaceus_europaeus ENSEEUG00000003758
sorex_araneus ENSSARG00000007590
vicugna_pacos ENSVPAG00000003969
sus_scrofa ENSSSCG00000009266
ovis_aries ENSOARG00000011002
capra_hircus ENSCHIG00000015423
bos_taurus ENSBTAG00000006810
bos_mutus ENSBMUG00000018624
bison_bison_bison ENSBBBG00000015187
tursiops_truncatus ENSTTRG00000007448
equus_asinus_asinus ENSEASG00005016719
equus_caballus ENSECAG00000006057
ailuropoda_melanoleuca ENSAMEG00000005789
ursus_maritimus ENSUMAG00000003702
neovison_vison ENSNVIG00000016754
mustela_putorius_furo ENSMPUG00000009743
canis_lupus_dingo ENSCAFG00020027079
vulpes_vulpes ENSVVUG00000004345
canis_lupus_familiaris ENSCAFG00000002882
panthera_tigris_altaica ENSPTIG00000012604
panthera_pardus ENSPPRG00000015942
felis_catus ENSFCAG00000027759
choloepus_hoffmanni ENSCHOG00000004786
dasypus_novemcinctus ENSDNOG00000001736
notamacropus_eugenii ENSMEUG00000003931
sarcophilus_harrisii ENSSHAG00000004239
monodelphis_domestica ENSMODG00000028253
xenopus_tropicalis ENSXETG00000033018
