calidris_pygmaea ENSCPGG00000017055
calidris_pugnax ENSCPUG00000012556
parus_major ENSPMJG00000007346
cyanistes_caeruleus ENSCCEG00000023731
lonchura_striata_domestica ENSLSDG00000015152
lepidothrix_coronata ENSLCOG00000004077
anas_platyrhynchos_platyrhynchos ENSAPLG00000029776
anser_brachyrhynchus ENSABRG00000015667
apteryx_haastii ENSAHAG00000007617
apteryx_rowi ENSARWG00000004886
dromaius_novaehollandiae ENSDNVG00000007588
chelonoidis_abingdonii ENSCABG00000005940
gopherus_agassizii ENSGAGG00000019141
chrysemys_picta_bellii ENSCPBG00000024754
