sus_scrofa ENSSSCG00000007031
capra_hircus ENSCHIG00000000475
ursus_americanus ENSUAMG00000027985
ursus_maritimus ENSUMAG00000012744
equus_asinus_asinus ENSEASG00005018023
mandrillus_leucophaeus ENSMLEG00000040318
urocitellus_parryii ENSUPAG00010009276
anas_platyrhynchos_platyrhynchos ENSAPLG00000006545
junco_hyemalis ENSJHYG00000002012
apteryx_haastii ENSAHAG00000009305
labrus_bergylta ENSLBEG00000003012
labrus_bergylta ENSLBEG00000012911
cynoglossus_semilaevis ENSCSEG00000012227
periophthalmus_magnuspinnatus ENSPMGG00000018425
