chrysemys_picta_bellii ENSCPBG00000006524
gopherus_agassizii ENSGAGG00000025409
pelodiscus_sinensis ENSPSIG00000017165
calidris_pygmaea ENSCPGG00000002847
calidris_pugnax ENSCPUG00000016861
ficedula_albicollis ENSFALG00000003941
taeniopygia_guttata ENSTGUG00000004871
dromaius_novaehollandiae ENSDNVG00000017266
pogona_vitticeps ENSPVIG00000019246
notechis_scutatus ENSNSUG00000018841
phascolarctos_cinereus ENSPCIG00000004770
notamacropus_eugenii ENSMEUG00000007302
sarcophilus_harrisii ENSSHAG00000013004
monodelphis_domestica ENSMODG00000005065
oryctolagus_cuniculus ENSOCUG00000023252
ochotona_princeps ENSOPRG00000014144
cricetulus_griseus_crigri-picr ENSCGRG00015008744
meriones_unguiculatus ENSMUGG00000023198
tupaia_belangeri ENSTBEG00000016979
pan_paniscus ENSPPAG00000032094
pan_troglodytes ENSPTRG00000007771
homo_sapiens ENSG00000188897
gorilla_gorilla ENSGGOG00000003621
pongo_abelii ENSPPYG00000007106
nomascus_leucogenys ENSNLEG00000027243
rhinopithecus_bieti ENSRBIG00000041408
rhinopithecus_roxellana ENSRROG00000044211
colobus_angolensis_palliatus ENSCANG00000041211
piliocolobus_tephrosceles ENSPTEG00000023344
theropithecus_gelada ENSTGEG00000025818
papio_anubis ENSPANG00000030390
mandrillus_leucophaeus ENSMLEG00000030631
cercocebus_atys ENSCATG00000032017
macaca_mulatta ENSMMUG00000000566
macaca_fascicularis ENSMFAG00000032898
macaca_nemestrina ENSMNEG00000036361
chlorocebus_sabaeus ENSCSAG00000008364
cebus_capucinus ENSCCAG00000025130
saimiri_boliviensis_boliviensis ENSSBOG00000030762
aotus_nancymaae ENSANAG00000027394
otolemur_garnettii ENSOGAG00000011217
bos_mutus ENSBMUG00000015649
bos_taurus ENSBTAG00000013305
bison_bison_bison ENSBBBG00000022068
ovis_aries ENSOARG00000006592
capra_hircus ENSCHIG00000014441
tursiops_truncatus ENSTTRG00000004792
sus_scrofa ENSSSCG00000007899
vicugna_pacos ENSVPAG00000006510
equus_caballus ENSECAG00000019820
ailuropoda_melanoleuca ENSAMEG00000014748
neovison_vison ENSNVIG00000021735
canis_lupus_familiaris ENSCAFG00000018910
choloepus_hoffmanni ENSCHOG00000007803
loxodonta_africana ENSLAFG00000017610
ornithorhynchus_anatinus ENSOANG00000000790
xenopus_tropicalis ENSXETG00000032907
latimeria_chalumnae ENSLACG00000001898
seriola_lalandi_dorsalis ENSSLDG00000015453
mastacembelus_armatus ENSMAMG00000003006
gasterosteus_aculeatus ENSGACG00000016007
labrus_bergylta ENSLBEG00000008307
oreochromis_niloticus ENSONIG00000010669
astatotilapia_calliptera ENSACLG00000010063
poecilia_formosa ENSPFOG00000016492
gadus_morhua ENSGMOG00000017968
pygocentrus_nattereri ENSPNAG00000016984
ictalurus_punctatus ENSIPUG00000009257
danio_rerio ENSDARG00000090623
scleropages_formosus ENSSFOG00015015732
paramormyrops_kingsleyae ENSPKIG00000001230
