takifugu_rubripes ENSTRUG00000010392
tetraodon_nigroviridis ENSTNIG00000011887
cynoglossus_semilaevis ENSCSEG00000006265
mastacembelus_armatus ENSMAMG00000009011
mola_mola ENSMMOG00000015585
seriola_lalandi_dorsalis ENSSLDG00000013912
seriola_dumerili ENSSDUG00000010809
scophthalmus_maximus ENSSMAG00000012544
hippocampus_comes ENSHCOG00000005955
hippocampus_comes ENSHCOG00000005965
anabas_testudineus ENSATEG00000007225
anabas_testudineus ENSATEG00000007212
monopterus_albus ENSMALG00000020507
xiphophorus_maculatus ENSXMAG00000014796
xiphophorus_couchianus ENSXCOG00000017825
gambusia_affinis ENSGAFG00000016563
poecilia_formosa ENSPFOG00000017552
poecilia_latipinna ENSPLAG00000001428
poecilia_mexicana ENSPMEG00000022031
poecilia_reticulata ENSPREG00000003391
cyprinodon_variegatus ENSCVAG00000003402
fundulus_heteroclitus ENSFHEG00000001629
kryptolebias_marmoratus ENSKMAG00000002225
oryzias_latipes ENSORLG00000015149
oryzias_latipes ENSORLG00020017107
oryzias_latipes_asm223469v1 ENSORLG00015015032
oryzias_melastigma ENSOMEG00000020298
maylandia_zebra ENSMZEG00005004109
astatotilapia_calliptera ENSACLG00000021822
haplochromis_burtoni ENSHBUG00000001060
pundamilia_nyererei ENSPNYG00000016485
oreochromis_niloticus ENSONIG00000003149
amphilophus_citrinellus ENSACIG00000008169
amphiprion_ocellaris ENSAOCG00000016382
amphiprion_percula ENSAPEG00000004741
acanthochromis_polyacanthus ENSAPOG00000008252
stegastes_partitus ENSSPAG00000018302
labrus_bergylta ENSLBEG00000004353
gasterosteus_aculeatus ENSGACG00000014347
periophthalmus_magnuspinnatus ENSPMGG00000006787
gadus_morhua ENSGMOG00000005299
esox_lucius ENSELUG00000019012
pygocentrus_nattereri ENSPNAG00000021453
astyanax_mexicanus ENSAMXG00000021244
ictalurus_punctatus ENSIPUG00000014307
danio_rerio ENSDARG00000001999
scleropages_formosus ENSSFOG00015013683
paramormyrops_kingsleyae ENSPKIG00000005496
paramormyrops_kingsleyae ENSPKIG00000005464
scleropages_formosus ENSSFOG00015013730
neolamprologus_brichardi ENSNBRG00000004819
neolamprologus_brichardi ENSNBRG00000004797
acanthochromis_polyacanthus ENSAPOG00000022251
lepisosteus_oculatus ENSLOCG00000005272
anas_platyrhynchos_platyrhynchos ENSAPLG00000008153
anser_brachyrhynchus ENSABRG00000010647
gallus_gallus ENSGALG00000005347
coturnix_japonica ENSCJPG00005014678
meleagris_gallopavo ENSMGAG00000006611
numida_meleagris ENSNMEG00000018714
calidris_pygmaea ENSCPGG00000004987
calidris_pugnax ENSCPUG00000008546
manacus_vitellinus ENSMVIG00005003464
lepidothrix_coronata ENSLCOG00000008143
cyanistes_caeruleus ENSCCEG00000019581
parus_major ENSPMJG00000003468
ficedula_albicollis ENSFALG00000000306
junco_hyemalis ENSJHYG00000010523
lepidothrix_coronata ENSLCOG00000013648
zonotrichia_albicollis ENSZALG00000011159
junco_hyemalis ENSJHYG00000010568
serinus_canaria ENSSCAG00000003850
taeniopygia_guttata ENSTGUG00000014669
taeniopygia_guttata ENSTGUG00000009163
lonchura_striata_domestica ENSLSDG00000017745
melopsittacus_undulatus ENSMUNG00000014732
apteryx_owenii ENSAOWG00000008753
apteryx_haastii ENSAHAG00000012613
apteryx_rowi ENSARWG00000015729
dromaius_novaehollandiae ENSDNVG00000011695
nothoprocta_perdicaria ENSNPEG00000004302
crocodylus_porosus ENSCPRG00005005562
gopherus_agassizii ENSGAGG00000022650
chelonoidis_abingdonii ENSCABG00000010096
chrysemys_picta_bellii ENSCPBG00000009520
pelodiscus_sinensis ENSPSIG00000009535
pogona_vitticeps ENSPVIG00000007564
notechis_scutatus ENSNSUG00000010393
salvator_merianae ENSSMRG00000011269
sphenodon_punctatus ENSSPUG00000008883
anolis_carolinensis ENSACAG00000029044
lepidothrix_coronata ENSLCOG00000008144
loxodonta_africana ENSLAFG00000014632
procavia_capensis ENSPCAG00000000381
echinops_telfairi ENSETEG00000002526
choloepus_hoffmanni ENSCHOG00000006218
equus_caballus ENSECAG00000019006
pteropus_vampyrus ENSPVAG00000007204
capra_hircus ENSCHIG00000011081
ovis_aries ENSOARG00000007475
bos_taurus ENSBTAG00000001010
bos_mutus ENSBMUG00000010373
bison_bison_bison ENSBBBG00000005184
tursiops_truncatus ENSTTRG00000013276
sus_scrofa ENSSSCG00000038627
vicugna_pacos ENSVPAG00000000195
myotis_lucifugus ENSMLUG00000009268
ailuropoda_melanoleuca ENSAMEG00000009659
ursus_maritimus ENSUMAG00000014963
mustela_putorius_furo ENSMPUG00000009827
neovison_vison ENSNVIG00000019828
canis_lupus_familiaris ENSCAFG00000020038
canis_lupus_dingo ENSCAFG00020002252
vulpes_vulpes ENSVVUG00000027276
panthera_pardus ENSPPRG00000010675
panthera_tigris_altaica ENSPTIG00000005361
felis_catus ENSFCAG00000010408
erinaceus_europaeus ENSEEUG00000002366
sorex_araneus ENSSARG00000008385
pan_troglodytes ENSPTRG00000008372
pan_paniscus ENSPPAG00000003071
homo_sapiens ENSG00000140873
gorilla_gorilla ENSGGOG00000034890
pongo_abelii ENSPPYG00000007572
nomascus_leucogenys ENSNLEG00000013176
