paramormyrops_kingsleyae ENSPKIG00000004293
scleropages_formosus ENSSFOG00015001997
scleropages_formosus ENSSFOG00015018305
hippocampus_comes ENSHCOG00000008240
periophthalmus_magnuspinnatus ENSPMGG00000014258
monopterus_albus ENSMALG00000016139
mastacembelus_armatus ENSMAMG00000021664
anabas_testudineus ENSATEG00000012386
scophthalmus_maximus ENSSMAG00000006785
cynoglossus_semilaevis ENSCSEG00000015093
seriola_lalandi_dorsalis ENSSLDG00000017368
labrus_bergylta ENSLBEG00000002041
seriola_dumerili ENSSDUG00000020639
labrus_bergylta ENSLBEG00000000963
seriola_lalandi_dorsalis ENSSLDG00000006222
fundulus_heteroclitus ENSFHEG00000013551
cyprinodon_variegatus ENSCVAG00000013427
xiphophorus_maculatus ENSXMAG00000008251
xiphophorus_couchianus ENSXCOG00000004042
gambusia_affinis ENSGAFG00000006138
poecilia_mexicana ENSPMEG00000010029
poecilia_latipinna ENSPLAG00000002929
poecilia_formosa ENSPFOG00000002566
poecilia_reticulata ENSPREG00000003369
kryptolebias_marmoratus ENSKMAG00000019941
oryzias_latipes ENSORLG00020021710
oryzias_latipes ENSORLG00000001025
oryzias_latipes_asm223469v1 ENSORLG00015006514
oryzias_melastigma ENSOMEG00000003722
maylandia_zebra ENSMZEG00005008612
astatotilapia_calliptera ENSACLG00000013901
haplochromis_burtoni ENSHBUG00000021437
pundamilia_nyererei ENSPNYG00000012730
oreochromis_niloticus ENSONIG00000017248
neolamprologus_brichardi ENSNBRG00000007658
amphilophus_citrinellus ENSACIG00000014411
amphiprion_ocellaris ENSAOCG00000024750
amphiprion_percula ENSAPEG00000000505
acanthochromis_polyacanthus ENSAPOG00000019305
stegastes_partitus ENSSPAG00000019830
tetraodon_nigroviridis ENSTNIG00000016089
takifugu_rubripes ENSTRUG00000007326
mola_mola ENSMMOG00000013595
gadus_morhua ENSGMOG00000017464
gasterosteus_aculeatus ENSGACG00000020880
esox_lucius ENSELUG00000021289
pygocentrus_nattereri ENSPNAG00000014962
astyanax_mexicanus ENSAMXG00000040670
danio_rerio ENSDARG00000044319
poecilia_formosa ENSPFOG00000024376
lepisosteus_oculatus ENSLOCG00000010287
anolis_carolinensis ENSACAG00000011477
pogona_vitticeps ENSPVIG00000001442
notechis_scutatus ENSNSUG00000004519
salvator_merianae ENSSMRG00000017828
sphenodon_punctatus ENSSPUG00000009735
calidris_pygmaea ENSCPGG00000013299
calidris_pugnax ENSCPUG00000004979
melopsittacus_undulatus ENSMUNG00000003189
lonchura_striata_domestica ENSLSDG00000007534
taeniopygia_guttata ENSTGUG00000001305
zonotrichia_albicollis ENSZALG00000009537
junco_hyemalis ENSJHYG00000013477
serinus_canaria ENSSCAG00000010845
ficedula_albicollis ENSFALG00000001023
cyanistes_caeruleus ENSCCEG00000018933
cyanistes_caeruleus ENSCCEG00000020702
cyanistes_caeruleus ENSCCEG00000010909
parus_major ENSPMJG00000009687
manacus_vitellinus ENSMVIG00005010454
lepidothrix_coronata ENSLCOG00000000539
anser_brachyrhynchus ENSABRG00000011873
anas_platyrhynchos_platyrhynchos ENSAPLG00000015488
gallus_gallus ENSGALG00000031487
meleagris_gallopavo ENSMGAG00000008517
coturnix_japonica ENSCJPG00005005120
numida_meleagris ENSNMEG00000020481
dromaius_novaehollandiae ENSDNVG00000009894
nothoprocta_perdicaria ENSNPEG00000002155
apteryx_haastii ENSAHAG00000007905
apteryx_owenii ENSAOWG00000008884
