paramormyrops_kingsleyae ENSPKIG00000005276
scleropages_formosus ENSSFOG00015011411
amphiprion_percula ENSAPEG00000023562
acanthochromis_polyacanthus ENSAPOG00000015844
stegastes_partitus ENSSPAG00000008747
maylandia_zebra ENSMZEG00005010435
astatotilapia_calliptera ENSACLG00000026783
pundamilia_nyererei ENSPNYG00000021697
haplochromis_burtoni ENSHBUG00000000300
pundamilia_nyererei ENSPNYG00000023874
neolamprologus_brichardi ENSNBRG00000016320
amphilophus_citrinellus ENSACIG00000015584
kryptolebias_marmoratus ENSKMAG00000004156
monopterus_albus ENSMALG00000014384
mastacembelus_armatus ENSMAMG00000007755
anabas_testudineus ENSATEG00000008751
seriola_lalandi_dorsalis ENSSLDG00000019892
seriola_dumerili ENSSDUG00000022412
oreochromis_niloticus ENSONIG00000019231
poecilia_mexicana ENSPMEG00000013900
poecilia_formosa ENSPFOG00000020854
poecilia_latipinna ENSPLAG00000018051
poecilia_reticulata ENSPREG00000013856
gambusia_affinis ENSGAFG00000016520
xiphophorus_maculatus ENSXMAG00000020377
xiphophorus_couchianus ENSXCOG00000004251
cyprinodon_variegatus ENSCVAG00000012315
fundulus_heteroclitus ENSFHEG00000014142
periophthalmus_magnuspinnatus ENSPMGG00000021725
scophthalmus_maximus ENSSMAG00000003354
cynoglossus_semilaevis ENSCSEG00000000356
oryzias_latipes ENSORLG00020001297
oryzias_latipes ENSORLG00000022404
oryzias_latipes_asm223469v1 ENSORLG00015020022
labrus_bergylta ENSLBEG00000000751
mola_mola ENSMMOG00000017098
esox_lucius ENSELUG00000002686
pygocentrus_nattereri ENSPNAG00000001150
astyanax_mexicanus ENSAMXG00000035499
ictalurus_punctatus ENSIPUG00000011652
danio_rerio ENSDARG00000104823
lepisosteus_oculatus ENSLOCG00000017736
gopherus_agassizii ENSGAGG00000015477
chelonoidis_abingdonii ENSCABG00000014170
chrysemys_picta_bellii ENSCPBG00000015789
crocodylus_porosus ENSCPRG00005013848
apteryx_haastii ENSAHAG00000004156
dromaius_novaehollandiae ENSDNVG00000015791
apteryx_rowi ENSARWG00000004316
latimeria_chalumnae ENSLACG00000006040
bos_mutus ENSBMUG00000002721
bos_taurus ENSBTAG00000046243
capra_hircus ENSCHIG00000000528
sus_scrofa ENSSSCG00000015544
equus_caballus ENSECAG00000002152
equus_asinus_asinus ENSEASG00005006618
ursus_maritimus ENSUMAG00000016564
ursus_americanus ENSUAMG00000025857
ailuropoda_melanoleuca ENSAMEG00000020151
neovison_vison ENSNVIG00000018306
mustela_putorius_furo ENSMPUG00000020022
canis_lupus_dingo ENSCAFG00020014831
canis_lupus_familiaris ENSCAFG00000024596
vulpes_vulpes ENSVVUG00000008839
panthera_pardus ENSPPRG00000014537
panthera_tigris_altaica ENSPTIG00000005301
felis_catus ENSFCAG00000001334
prolemur_simus ENSPSMG00000002684
otolemur_garnettii ENSOGAG00000029868
pan_paniscus ENSPPAG00000008203
pan_troglodytes ENSPTRG00000045785
gorilla_gorilla ENSGGOG00000037825
homo_sapiens ENSG00000179930
pongo_abelii ENSPPYG00000000441
nomascus_leucogenys ENSNLEG00000032182
chlorocebus_sabaeus ENSCSAG00000000240
theropithecus_gelada ENSTGEG00000026494
piliocolobus_tephrosceles ENSPTEG00000003994
callithrix_jacchus ENSCJAG00000004652
saimiri_boliviensis_boliviensis ENSSBOG00000025059
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015526
mus_spicilegus ENSMSIG00000013072
mus_musculus ENSMUSG00000066797
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014719
mus_pahari MGP_PahariEiJ_G0027955
rattus_norvegicus ENSRNOG00000031569
meriones_unguiculatus ENSMUGG00000027136
cricetulus_griseus_crigri-picr ENSCGRG00015016861
cricetulus_griseus_chok1gshd ENSCGRG00001007417
peromyscus_maniculatus_bairdii ENSPEMG00000027981
chinchilla_lanigera ENSCLAG00000018093
ictidomys_tridecemlineatus ENSSTOG00000022536
urocitellus_parryii ENSUPAG00010005726
spermophilus_dauricus ENSSDAG00000003778
marmota_marmota_marmota ENSMMMG00000015377
castor_canadensis ENSCCNG00000000897
