ciona_savignyi ENSCSAVG00000008780
ciona_intestinalis ENSCING00000021589
ciona_intestinalis ENSCING00000012989
pogona_vitticeps ENSPVIG00000005215
anolis_carolinensis ENSACAG00000005516
notechis_scutatus ENSNSUG00000006468
salvator_merianae ENSSMRG00000012672
sphenodon_punctatus ENSSPUG00000015070
manacus_vitellinus ENSMVIG00005004697
lepidothrix_coronata ENSLCOG00000008279
taeniopygia_guttata ENSTGUG00000007577
taeniopygia_guttata ENSTGUG00000014107
lonchura_striata_domestica ENSLSDG00000004457
serinus_canaria ENSSCAG00000014804
junco_hyemalis ENSJHYG00000012158
zonotrichia_albicollis ENSZALG00000010021
ficedula_albicollis ENSFALG00000010473
parus_major ENSPMJG00000007357
cyanistes_caeruleus ENSCCEG00000021555
melopsittacus_undulatus ENSMUNG00000007433
calidris_pygmaea ENSCPGG00000009882
calidris_pugnax ENSCPUG00000008331
meleagris_gallopavo ENSMGAG00000006123
coturnix_japonica ENSCJPG00005003112
gallus_gallus ENSGALG00000028225
numida_meleagris ENSNMEG00000016013
anser_brachyrhynchus ENSABRG00000005983
anas_platyrhynchos_platyrhynchos ENSAPLG00000005312
apteryx_owenii ENSAOWG00000000697
apteryx_rowi ENSARWG00000009703
apteryx_haastii ENSAHAG00000001867
dromaius_novaehollandiae ENSDNVG00000014896
nothoprocta_perdicaria ENSNPEG00000009597
crocodylus_porosus ENSCPRG00005005743
chelonoidis_abingdonii ENSCABG00000001196
gopherus_agassizii ENSGAGG00000016156
chrysemys_picta_bellii ENSCPBG00000027170
pelodiscus_sinensis ENSPSIG00000005292
phascolarctos_cinereus ENSPCIG00000017181
notamacropus_eugenii ENSMEUG00000006467
sarcophilus_harrisii ENSSHAG00000008884
monodelphis_domestica ENSMODG00000016838
pan_paniscus ENSPPAG00000015837
pan_troglodytes ENSPTRG00000013727
homo_sapiens ENSG00000101194
gorilla_gorilla ENSGGOG00000001599
pongo_abelii ENSPPYG00000011222
nomascus_leucogenys ENSNLEG00000009969
