pteropus_vampyrus ENSPVAG00000010742
myotis_lucifugus ENSMLUG00000011313
bos_taurus ENSBTAG00000039594
bos_mutus ENSBMUG00000010392
bison_bison_bison ENSBBBG00000018171
capra_hircus ENSCHIG00000022302
ovis_aries ENSOARG00000000932
sus_scrofa ENSSSCG00000040257
tursiops_truncatus ENSTTRG00000002671
vicugna_pacos ENSVPAG00000005780
ursus_americanus ENSUAMG00000023295
ursus_maritimus ENSUMAG00000011057
ailuropoda_melanoleuca ENSAMEG00000002475
mustela_putorius_furo ENSMPUG00000007298
canis_lupus_familiaris ENSCAFG00000004539
canis_lupus_dingo ENSCAFG00020006528
vulpes_vulpes ENSVVUG00000009192
panthera_pardus ENSPPRG00000020422
panthera_tigris_altaica ENSPTIG00000009174
felis_catus ENSFCAG00000011434
equus_caballus ENSECAG00000014299
equus_asinus_asinus ENSEASG00005020646
chinchilla_lanigera ENSCLAG00000004782
cavia_porcellus ENSCPOG00000010517
heterocephalus_glaber_male ENSHGLG00100005244
heterocephalus_glaber_female ENSHGLG00000019088
fukomys_damarensis ENSFDAG00000007816
spermophilus_dauricus ENSSDAG00000019094
ictidomys_tridecemlineatus ENSSTOG00000010892
marmota_marmota_marmota ENSMMMG00000006562
urocitellus_parryii ENSUPAG00010020891
cricetulus_griseus_crigri ENSCGRG00000014326
cricetulus_griseus_chok1gshd ENSCGRG00001022800
cricetulus_griseus_crigri-picr ENSCGRG00015007919
peromyscus_maniculatus_bairdii ENSPEMG00000025392
rattus_norvegicus ENSRNOG00000024795
castor_canadensis ENSCCNG00000013988
oryctolagus_cuniculus ENSOCUG00000007913
ochotona_princeps ENSOPRG00000013008
pan_troglodytes ENSPTRG00000047586
pan_troglodytes ENSPTRG00000019848
pan_paniscus ENSPPAG00000041754
homo_sapiens ENSG00000106479
gorilla_gorilla ENSGGOG00000011355
pongo_abelii ENSPPYG00000018161
nomascus_leucogenys ENSNLEG00000003809
piliocolobus_tephrosceles ENSPTEG00000029781
colobus_angolensis_palliatus ENSCANG00000038611
rhinopithecus_bieti ENSRBIG00000030071
rhinopithecus_roxellana ENSRROG00000034619
papio_anubis ENSPANG00000009649
theropithecus_gelada ENSTGEG00000003261
mandrillus_leucophaeus ENSMLEG00000039500
cercocebus_atys ENSCATG00000033863
macaca_mulatta ENSMMUG00000011122
macaca_fascicularis ENSMFAG00000045923
macaca_nemestrina ENSMNEG00000042342
chlorocebus_sabaeus ENSCSAG00000006899
saimiri_boliviensis_boliviensis ENSSBOG00000029536
cebus_capucinus ENSCCAG00000032939
callithrix_jacchus ENSCJAG00000010440
aotus_nancymaae ENSANAG00000038376
carlito_syrichta ENSTSYG00000005333
propithecus_coquereli ENSPCOG00000027936
prolemur_simus ENSPSMG00000014838
microcebus_murinus ENSMICG00000035733
otolemur_garnettii ENSOGAG00000004409
tupaia_belangeri ENSTBEG00000003179
choloepus_hoffmanni ENSCHOG00000008977
dasypus_novemcinctus ENSDNOG00000019945
loxodonta_africana ENSLAFG00000026691
procavia_capensis ENSPCAG00000010433
phascolarctos_cinereus ENSPCIG00000014504
notamacropus_eugenii ENSMEUG00000003262
sarcophilus_harrisii ENSSHAG00000007287
monodelphis_domestica ENSMODG00000002820
ornithorhynchus_anatinus ENSOANG00000005972
