clupea_harengus ENSCHAG00000008582
denticeps_clupeoides ENSDCDG00000013473
electrophorus_electricus ENSEEEG00000008021
hucho_hucho ENSHHUG00000016710
esox_lucius ENSELUG00000020179
paramormyrops_kingsleyae ENSPKIG00000016813
scleropages_formosus ENSSFOG00015020715
lepisosteus_oculatus ENSLOCG00000012879
erpetoichthys_calabaricus ENSECRG00000004141
chelonoidis_abingdonii ENSCABG00000012616
gopherus_agassizii ENSGAGG00000019588
chrysemys_picta ENSCPBG00000025611
pelodiscus_sinensis ENSPSIG00000014521
apteryx_haastii ENSAHAG00000018892
apteryx_owenii ENSAOWG00000001727
apteryx_rowi ENSARWG00000000696
dromaius_novaehollandiae ENSDNVG00000004715
serinus_canaria ENSSCAG00000006922
anser_brachyrhynchus ENSABRG00000020874
melopsittacus_undulatus ENSMUNG00000011168
calidris_pygmaea ENSCPGG00000014607
calidris_pugnax ENSCPUG00000010903
anas_platyrhynchos ENSAPLG00000003916
nothoprocta_perdicaria ENSNPEG00000003118
pogona_vitticeps ENSPVIG00000024695
anolis_carolinensis ENSACAG00000010265
notechis_scutatus ENSNSUG00000013103
salvator_merianae ENSSMRG00000016531
sphenodon_punctatus ENSSPUG00000017527
monodelphis_domestica ENSMODG00000011001
sarcophilus_harrisii ENSSHAG00000009408
phascolarctos_cinereus ENSPCIG00000031406
vombatus_ursinus ENSVURG00010001250
notamacropus_eugenii ENSMEUG00000015929
propithecus_coquereli ENSPCOG00000027054
prolemur_simus ENSPSMG00000020603
microcebus_murinus ENSMICG00000005815
otolemur_garnettii ENSOGAG00000030858
rhinopithecus_roxellana ENSRROG00000035366
rhinopithecus_bieti ENSRBIG00000034716
colobus_angolensis ENSCANG00000033743
piliocolobus_tephrosceles ENSPTEG00000016056
macaca_fascicularis ENSMFAG00000042267
macaca_nemestrina ENSMNEG00000037450
macaca_mulatta ENSMMUG00000023652
papio_anubis ENSPANG00000006226
theropithecus_gelada ENSTGEG00000024842
chlorocebus_sabaeus ENSCSAG00000018097
cercocebus_atys ENSCATG00000031557
mandrillus_leucophaeus ENSMLEG00000040189
gorilla_gorilla ENSGGOG00000014875
pan_paniscus ENSPPAG00000038467
pan_troglodytes ENSPTRG00000010029
homo_sapiens ENSG00000176624
pongo_abelii ENSPPYG00000029457
nomascus_leucogenys ENSNLEG00000029756
cebus_capucinus ENSCCAG00000034228
saimiri_boliviensis ENSSBOG00000024094
callithrix_jacchus ENSCJAG00000001902
aotus_nancymaae ENSANAG00000031189
castor_canadensis ENSCCNG00000030384
dipodomys_ordii ENSDORG00000025473
cricetulus_griseus ENSCGRG00015024094
cricetulus_griseus ENSCGRG00001014162
cricetulus_griseus ENSCGRG00000018775
mesocricetus_auratus ENSMAUG00000016546
microtus_ochrogaster ENSMOCG00000012424
peromyscus_maniculatus ENSPEMG00000022227
peromyscus_maniculatus ENSPEMG00000014770
mus_musculus ENSMUSG00000037253
mus_spretus MGP_SPRETEiJ_G0023303
mus_spicilegus ENSMSIG00000011203
mus_caroli MGP_CAROLIEiJ_G0022391
mus_pahari MGP_PahariEiJ_G0019119
rattus_norvegicus ENSRNOG00000015777
meriones_unguiculatus ENSMUGG00000013959
nannospalax_galili ENSNGAG00000002190
jaculus_jaculus ENSJJAG00000005241
urocitellus_parryii ENSUPAG00010015295
ictidomys_tridecemlineatus ENSSTOG00000022325
spermophilus_dauricus ENSSDAG00000005465
marmota_marmota ENSMMMG00000005613
chinchilla_lanigera ENSCLAG00000006969
octodon_degus ENSODEG00000018398
cavia_porcellus ENSCPOG00000009646
cavia_aperea ENSCAPG00000007002
heterocephalus_glaber ENSHGLG00100015059
heterocephalus_glaber ENSHGLG00000004567
fukomys_damarensis ENSFDAG00000021094
oryctolagus_cuniculus ENSOCUG00000012549
tupaia_belangeri ENSTBEG00000014438
pteropus_vampyrus ENSPVAG00000015135
erinaceus_europaeus ENSEEUG00000010864
equus_caballus ENSECAG00000021727
mustela_putorius ENSMPUG00000008769
neovison_vison ENSNVIG00000002828
ursus_americanus ENSUAMG00000014181
ailuropoda_melanoleuca ENSAMEG00000002897
ursus_maritimus ENSUMAG00000003137
canis_lupus ENSCAFG00020021673
canis_lupus ENSCAFG00000000162
vulpes_vulpes ENSVVUG00000014636
panthera_pardus ENSPPRG00000012151
felis_catus ENSFCAG00000027546
sorex_araneus ENSSARG00000006940
panthera_tigris ENSPTIG00000004865
myotis_lucifugus ENSMLUG00000012585
bos_indicus ENSBIXG00000010283
bos_indicus ENSBIXG00005025578
bos_taurus ENSBTAG00000014886
bos_mutus ENSBMUG00000024106
bison_bison ENSBBBG00000024341
capra_hircus ENSCHIG00000017962
ovis_aries ENSOARG00000004676
vicugna_pacos ENSVPAG00000003137
tursiops_truncatus ENSTTRG00000004570
sus_scrofa ENSSSCG00000034427
loxodonta_africana ENSLAFG00000027818
procavia_capensis ENSPCAG00000009258
choloepus_hoffmanni ENSCHOG00000004915
dasypus_novemcinctus ENSDNOG00000006544
echinops_telfairi ENSETEG00000003647
ornithorhynchus_anatinus ENSOANG00000008116
xenopus_tropicalis ENSXETG00000015523
lepidothrix_coronata ENSLCOG00000013038
latimeria_chalumnae ENSLACG00000007331
callorhinchus_milii ENSCMIG00000013567
