chrysemys_picta_bellii ENSCPBG00000016568
chelonoidis_abingdonii ENSCABG00000016172
anser_brachyrhynchus ENSABRG00000006277
calidris_pygmaea ENSCPGG00000015866
lonchura_striata_domestica ENSLSDG00000003789
ficedula_albicollis ENSFALG00000006494
apteryx_owenii ENSAOWG00000010131
sphenodon_punctatus ENSSPUG00000010566
ornithorhynchus_anatinus ENSOANG00000005666
anolis_carolinensis ENSACAG00000009566
pogona_vitticeps ENSPVIG00000004202
notechis_scutatus ENSNSUG00000014614
salvator_merianae ENSSMRG00000015629
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034669
mus_musculus ENSMUSG00000041115
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033499
mus_pahari MGP_PahariEiJ_G0032038
rattus_norvegicus ENSRNOG00000058975
meriones_unguiculatus ENSMUGG00000022028
cricetulus_griseus_crigri-picr ENSCGRG00015021328
cricetulus_griseus_crigri ENSCGRG00000006564
cricetulus_griseus_chok1gshd ENSCGRG00001013421
peromyscus_maniculatus_bairdii ENSPEMG00000016485
microtus_ochrogaster ENSMOCG00000014030
nannospalax_galili ENSNGAG00000017362
jaculus_jaculus ENSJJAG00000012417
dipodomys_ordii ENSDORG00000016193
cavia_porcellus ENSCPOG00000009038
cavia_aperea ENSCAPG00000009304
octodon_degus ENSODEG00000010779
chinchilla_lanigera ENSCLAG00000006285
heterocephalus_glaber_female ENSHGLG00000001050
heterocephalus_glaber_male ENSHGLG00100012703
fukomys_damarensis ENSFDAG00000017327
ictidomys_tridecemlineatus ENSSTOG00000001231
urocitellus_parryii ENSUPAG00010000324
spermophilus_dauricus ENSSDAG00000013823
marmota_marmota_marmota ENSMMMG00000012831
otolemur_garnettii ENSOGAG00000000568
microcebus_murinus ENSMICG00000007877
prolemur_simus ENSPSMG00000018585
propithecus_coquereli ENSPCOG00000022490
carlito_syrichta ENSTSYG00000006017
oryctolagus_cuniculus ENSOCUG00000027852
rhinopithecus_roxellana ENSRROG00000042237
rhinopithecus_bieti ENSRBIG00000034990
piliocolobus_tephrosceles ENSPTEG00000001928
cercocebus_atys ENSCATG00000043846
papio_anubis ENSPANG00000007224
theropithecus_gelada ENSTGEG00000000452
mandrillus_leucophaeus ENSMLEG00000027982
chlorocebus_sabaeus ENSCSAG00000012572
macaca_fascicularis ENSMFAG00000037994
macaca_nemestrina ENSMNEG00000043840
macaca_mulatta ENSMMUG00000020555
colobus_angolensis_palliatus ENSCANG00000025654
pan_paniscus ENSPPAG00000041832
pan_troglodytes ENSPTRG00000021926
homo_sapiens ENSG00000124313
gorilla_gorilla ENSGGOG00000007692
cebus_capucinus ENSCCAG00000021497
saimiri_boliviensis_boliviensis ENSSBOG00000035604
callithrix_jacchus ENSCJAG00000005948
aotus_nancymaae ENSANAG00000033949
pongo_abelii ENSPPYG00000020373
panthera_tigris_altaica ENSPTIG00000020714
loxodonta_africana ENSLAFG00000006181
equus_caballus ENSECAG00000021698
equus_asinus_asinus ENSEASG00005017946
myotis_lucifugus ENSMLUG00000005010
bos_mutus ENSBMUG00000019829
bos_taurus ENSBTAG00000014945
capra_hircus ENSCHIG00000022944
ovis_aries ENSOARG00000008726
sus_scrofa ENSSSCG00000012324
mustela_putorius_furo ENSMPUG00000009723
neovison_vison ENSNVIG00000023356
ursus_americanus ENSUAMG00000014978
ursus_maritimus ENSUMAG00000016560
ailuropoda_melanoleuca ENSAMEG00000005107
canis_lupus_dingo ENSCAFG00020019944
canis_lupus_familiaris ENSCAFG00000016179
vulpes_vulpes ENSVVUG00000029879
felis_catus ENSFCAG00000007257
panthera_pardus ENSPPRG00000003570
tursiops_truncatus ENSTTRG00000005180
pteropus_vampyrus ENSPVAG00000004705
sorex_araneus ENSSARG00000000549
erinaceus_europaeus ENSEEUG00000011077
tupaia_belangeri ENSTBEG00000017548
castor_canadensis ENSCCNG00000031082
mesocricetus_auratus ENSMAUG00000017610
mus_spicilegus ENSMSIG00000005535
ochotona_princeps ENSOPRG00000003212
nomascus_leucogenys ENSNLEG00000015943
procavia_capensis ENSPCAG00000012401
echinops_telfairi ENSETEG00000012081
dasypus_novemcinctus ENSDNOG00000048167
notamacropus_eugenii ENSMEUG00000008513
phascolarctos_cinereus ENSPCIG00000014460
monodelphis_domestica ENSMODG00000009707
sarcophilus_harrisii ENSSHAG00000005098
xenopus_tropicalis ENSXETG00000007177
latimeria_chalumnae ENSLACG00000011967
cynoglossus_semilaevis ENSCSEG00000020080
periophthalmus_magnuspinnatus ENSPMGG00000010940
gasterosteus_aculeatus ENSGACG00000012157
scophthalmus_maximus ENSSMAG00000013159
hippocampus_comes ENSHCOG00000009572
fundulus_heteroclitus ENSFHEG00000022250
cyprinodon_variegatus ENSCVAG00000007516
xiphophorus_couchianus ENSXCOG00000014303
xiphophorus_maculatus ENSXMAG00000027672
poecilia_formosa ENSPFOG00000024284
poecilia_latipinna ENSPLAG00000023345
poecilia_mexicana ENSPMEG00000002864
poecilia_reticulata ENSPREG00000002735
gambusia_affinis ENSGAFG00000000836
kryptolebias_marmoratus ENSKMAG00000006357
oryzias_latipes ENSORLG00020012824
oryzias_latipes_asm223469v1 ENSORLG00015006977
oryzias_latipes ENSORLG00000014384
oryzias_melastigma ENSOMEG00000003340
mastacembelus_armatus ENSMAMG00000024233
monopterus_albus ENSMALG00000015083
anabas_testudineus ENSATEG00000023724
seriola_lalandi_dorsalis ENSSLDG00000024665
seriola_dumerili ENSSDUG00000023073
amphiprion_ocellaris ENSAOCG00000022690
amphiprion_percula ENSAPEG00000021326
acanthochromis_polyacanthus ENSAPOG00000005173
stegastes_partitus ENSSPAG00000015574
haplochromis_burtoni ENSHBUG00000010587
pundamilia_nyererei ENSPNYG00000014611
maylandia_zebra ENSMZEG00005026350
neolamprologus_brichardi ENSNBRG00000009011
oreochromis_niloticus ENSONIG00000016837
amphilophus_citrinellus ENSACIG00000010622
labrus_bergylta ENSLBEG00000012945
mola_mola ENSMMOG00000017402
takifugu_rubripes ENSTRUG00000000465
tetraodon_nigroviridis ENSTNIG00000012504
gadus_morhua ENSGMOG00000019665
esox_lucius ENSELUG00000022188
astyanax_mexicanus ENSAMXG00000040646
pygocentrus_nattereri ENSPNAG00000007688
ictalurus_punctatus ENSIPUG00000008257
danio_rerio ENSDARG00000077709
pygocentrus_nattereri ENSPNAG00000012034
astyanax_mexicanus ENSAMXG00000033728
ictalurus_punctatus ENSIPUG00000000371
danio_rerio ENSDARG00000102125
scleropages_formosus ENSSFOG00015000482
scleropages_formosus ENSSFOG00015009998
paramormyrops_kingsleyae ENSPKIG00000010321
paramormyrops_kingsleyae ENSPKIG00000008307
amphiprion_percula ENSAPEG00000002515
amphiprion_ocellaris ENSAOCG00000005707
acanthochromis_polyacanthus ENSAPOG00000003956
stegastes_partitus ENSSPAG00000004074
maylandia_zebra ENSMZEG00005026916
astatotilapia_calliptera ENSACLG00000010364
pundamilia_nyererei ENSPNYG00000004736
haplochromis_burtoni ENSHBUG00000014035
oreochromis_niloticus ENSONIG00000014778
neolamprologus_brichardi ENSNBRG00000011249
amphilophus_citrinellus ENSACIG00000005009
poecilia_mexicana ENSPMEG00000019183
poecilia_formosa ENSPFOG00000005439
poecilia_latipinna ENSPLAG00000020729
xiphophorus_maculatus ENSXMAG00000008911
gambusia_affinis ENSGAFG00000017728
poecilia_reticulata ENSPREG00000003508
xiphophorus_couchianus ENSXCOG00000016640
fundulus_heteroclitus ENSFHEG00000000309
cyprinodon_variegatus ENSCVAG00000022359
kryptolebias_marmoratus ENSKMAG00000021455
oryzias_latipes ENSORLG00000018604
oryzias_latipes ENSORLG00020004625
oryzias_latipes_asm223469v1 ENSORLG00015019743
oryzias_melastigma ENSOMEG00000015738
seriola_dumerili ENSSDUG00000023103
seriola_lalandi_dorsalis ENSSLDG00000009866
