mola_mola ENSMMOG00000005617
takifugu_rubripes ENSTRUG00000022985
labrus_bergylta ENSLBEG00000007265
seriola_dumerili ENSSDUG00000017546
seriola_lalandi_dorsalis ENSSLDG00000017012
scophthalmus_maximus ENSSMAG00000008718
anabas_testudineus ENSATEG00000003612
gasterosteus_aculeatus ENSGACG00000010369
amphiprion_percula ENSAPEG00000017654
amphiprion_ocellaris ENSAOCG00000006686
acanthochromis_polyacanthus ENSAPOG00000002167
stegastes_partitus ENSSPAG00000005519
fundulus_heteroclitus ENSFHEG00000007865
cyprinodon_variegatus ENSCVAG00000019548
poecilia_mexicana ENSPMEG00000009920
poecilia_formosa ENSPFOG00000004438
xiphophorus_maculatus ENSXMAG00000023380
gambusia_affinis ENSGAFG00000009393
kryptolebias_marmoratus ENSKMAG00000004666
oryzias_latipes ENSORLG00020000204
oryzias_latipes ENSORLG00000029667
oryzias_latipes_asm223469v1 ENSORLG00015023275
oryzias_melastigma ENSOMEG00000006925
mastacembelus_armatus ENSMAMG00000011455
monopterus_albus ENSMALG00000008764
hippocampus_comes ENSHCOG00000019598
gadus_morhua ENSGMOG00000000692
esox_lucius ENSELUG00000000718
pygocentrus_nattereri ENSPNAG00000013661
astyanax_mexicanus ENSAMXG00000039267
ictalurus_punctatus ENSIPUG00000012892
danio_rerio ENSDARG00000103167
scleropages_formosus ENSSFOG00015016019
paramormyrops_kingsleyae ENSPKIG00000011371
lepisosteus_oculatus ENSLOCG00000005052
salvator_merianae ENSSMRG00000020236
pogona_vitticeps ENSPVIG00000016923
anser_brachyrhynchus ENSABRG00000016346
anas_platyrhynchos_platyrhynchos ENSAPLG00000007476
gallus_gallus ENSGALG00000045636
coturnix_japonica ENSCJPG00005005600
numida_meleagris ENSNMEG00000015250
ficedula_albicollis ENSFALG00000009874
zonotrichia_albicollis ENSZALG00000008482
taeniopygia_guttata ENSTGUG00000001716
lonchura_striata_domestica ENSLSDG00000013243
serinus_canaria ENSSCAG00000016399
cyanistes_caeruleus ENSCCEG00000000710
parus_major ENSPMJG00000005178
manacus_vitellinus ENSMVIG00005013767
melopsittacus_undulatus ENSMUNG00000005084
calidris_pugnax ENSCPUG00000005523
calidris_pygmaea ENSCPGG00000010676
dromaius_novaehollandiae ENSDNVG00000003957
gopherus_agassizii ENSGAGG00000024925
chrysemys_picta_bellii ENSCPBG00000005964
phascolarctos_cinereus ENSPCIG00000003316
