pan_troglodytes ENSPTRG00000014818
pan_paniscus ENSPPAG00000036977
homo_sapiens ENSG00000178917
gorilla_gorilla ENSGGOG00000025352
nomascus_leucogenys ENSNLEG00000005962
piliocolobus_tephrosceles ENSPTEG00000012458
colobus_angolensis_palliatus ENSCANG00000039736
rhinopithecus_roxellana ENSRROG00000041889
rhinopithecus_bieti ENSRBIG00000029417
theropithecus_gelada ENSTGEG00000013331
papio_anubis ENSPANG00000008923
macaca_fascicularis ENSMFAG00000043177
macaca_nemestrina ENSMNEG00000036943
mandrillus_leucophaeus ENSMLEG00000030605
cercocebus_atys ENSCATG00000032337
saimiri_boliviensis_boliviensis ENSSBOG00000027551
cebus_capucinus ENSCCAG00000028616
prolemur_simus ENSPSMG00000015682
bison_bison_bison ENSBBBG00000018143
