sphenodon_punctatus ENSSPUG00000018857
pogona_vitticeps ENSPVIG00000021246
pan_paniscus ENSPPAG00000030402
nomascus_leucogenys ENSNLEG00000017152
chlorocebus_sabaeus ENSCSAG00000013306
pongo_abelii ENSPPYG00000019564
carlito_syrichta ENSTSYG00000033360
urocitellus_parryii ENSUPAG00010008475
spermophilus_dauricus ENSSDAG00000014684
marmota_marmota_marmota ENSMMMG00000018918
felis_catus ENSFCAG00000035681
panthera_pardus ENSPPRG00000003087
erinaceus_europaeus ENSEEUG00000015669
ursus_maritimus ENSUMAG00000003574
ursus_americanus ENSUAMG00000003191
sus_scrofa ENSSSCG00000036338
prolemur_simus ENSPSMG00000000866
piliocolobus_tephrosceles ENSPTEG00000037678
oryctolagus_cuniculus ENSOCUG00000029074
echinops_telfairi ENSETEG00000000477
cricetulus_griseus_crigri-picr ENSCGRG00015002047
lonchura_striata_domestica ENSLSDG00000004099
cyanistes_caeruleus ENSCCEG00000009624
lepidothrix_coronata ENSLCOG00000014236
manacus_vitellinus ENSMVIG00005010695
serinus_canaria ENSSCAG00000000771
parus_major ENSPMJG00000000649
zonotrichia_albicollis ENSZALG00000012162
junco_hyemalis ENSJHYG00000003819
apteryx_owenii ENSAOWG00000003011
apteryx_rowi ENSARWG00000010429
apteryx_haastii ENSAHAG00000012581
dromaius_novaehollandiae ENSDNVG00000011262
gallus_gallus ENSGALG00000048016
coturnix_japonica ENSCJPG00005010171
numida_meleagris ENSNMEG00000012477
calidris_pugnax ENSCPUG00000016076
calidris_pygmaea ENSCPGG00000012347
anser_brachyrhynchus ENSABRG00000022276
crocodylus_porosus ENSCPRG00005010443
salvator_merianae ENSSMRG00000008062
poecilia_reticulata ENSPREG00000021789
poecilia_latipinna ENSPLAG00000011631
gambusia_affinis ENSGAFG00000003195
xiphophorus_maculatus ENSXMAG00000029799
poecilia_latipinna ENSPLAG00000009249
poecilia_mexicana ENSPMEG00000023984
gambusia_affinis ENSGAFG00000003167
fundulus_heteroclitus ENSFHEG00000015047
cyprinodon_variegatus ENSCVAG00000017047
astatotilapia_calliptera ENSACLG00000016386
maylandia_zebra ENSMZEG00005012309
haplochromis_burtoni ENSHBUG00000012137
pundamilia_nyererei ENSPNYG00000008039
neolamprologus_brichardi ENSNBRG00000022097
pundamilia_nyererei ENSPNYG00000001087
acanthochromis_polyacanthus ENSAPOG00000018916
seriola_lalandi_dorsalis ENSSLDG00000012275
seriola_lalandi_dorsalis ENSSLDG00000015749
paramormyrops_kingsleyae ENSPKIG00000003995
scleropages_formosus ENSSFOG00015012899
