sphenodon_punctatus ENSSPUG00000012252
anolis_carolinensis ENSACAG00000028935
cyanistes_caeruleus ENSCCEG00000021001
parus_major ENSPMJG00000005560
ficedula_albicollis ENSFALG00000013396
serinus_canaria ENSSCAG00000008022
lonchura_striata_domestica ENSLSDG00000008946
lepidothrix_coronata ENSLCOG00000005595
taeniopygia_guttata ENSTGUG00000009864
junco_hyemalis ENSJHYG00000013705
zonotrichia_albicollis ENSZALG00000013546
melopsittacus_undulatus ENSMUNG00000015429
anas_platyrhynchos_platyrhynchos ENSAPLG00000011893
anser_brachyrhynchus ENSABRG00000016826
meleagris_gallopavo ENSMGAG00000009539
gallus_gallus ENSGALG00000007727
numida_meleagris ENSNMEG00000020868
nothoprocta_perdicaria ENSNPEG00000002478
dromaius_novaehollandiae ENSDNVG00000012312
calidris_pugnax ENSCPUG00000019579
calidris_pugnax ENSCPUG00000019578
calidris_pygmaea ENSCPGG00000007925
gopherus_agassizii ENSGAGG00000022304
pelodiscus_sinensis ENSPSIG00000007253
apteryx_haastii ENSAHAG00000016472
apteryx_owenii ENSAOWG00000012957
nothoprocta_perdicaria ENSNPEG00000002482
chrysemys_picta_bellii ENSCPBG00000000607
chelonoidis_abingdonii ENSCABG00000001537
dromaius_novaehollandiae ENSDNVG00000012308
pogona_vitticeps ENSPVIG00000015222
xenopus_tropicalis ENSXETG00000000147
anabas_testudineus ENSATEG00000008772
anabas_testudineus ENSATEG00000008721
mastacembelus_armatus ENSMAMG00000023417
seriola_dumerili ENSSDUG00000012153
seriola_lalandi_dorsalis ENSSLDG00000013673
scophthalmus_maximus ENSSMAG00000015942
mola_mola ENSMMOG00000010596
labrus_bergylta ENSLBEG00000019640
gasterosteus_aculeatus ENSGACG00000011845
poecilia_reticulata ENSPREG00000000737
poecilia_formosa ENSPFOG00000000540
xiphophorus_maculatus ENSXMAG00000028801
fundulus_heteroclitus ENSFHEG00000017918
cyprinodon_variegatus ENSCVAG00000019960
kryptolebias_marmoratus ENSKMAG00000011479
oryzias_latipes ENSORLG00000003095
oryzias_latipes ENSORLG00020022166
oryzias_latipes_asm223469v1 ENSORLG00015019070
oryzias_melastigma ENSOMEG00000003392
astatotilapia_calliptera ENSACLG00000022547
maylandia_zebra ENSMZEG00005008911
haplochromis_burtoni ENSHBUG00000010512
pundamilia_nyererei ENSPNYG00000003372
neolamprologus_brichardi ENSNBRG00000023930
oreochromis_niloticus ENSONIG00000020268
amphilophus_citrinellus ENSACIG00000021422
amphiprion_percula ENSAPEG00000021963
amphiprion_ocellaris ENSAOCG00000024696
acanthochromis_polyacanthus ENSAPOG00000013829
stegastes_partitus ENSSPAG00000021191
cynoglossus_semilaevis ENSCSEG00000008589
poecilia_mexicana ENSPMEG00000014717
periophthalmus_magnuspinnatus ENSPMGG00000008872
gadus_morhua ENSGMOG00000007404
esox_lucius ENSELUG00000003610
pygocentrus_nattereri ENSPNAG00000008064
astyanax_mexicanus ENSAMXG00000044069
danio_rerio ENSDARG00000053483
scleropages_formosus ENSSFOG00015016449
lepisosteus_oculatus ENSLOCG00000010041
cynoglossus_semilaevis ENSCSEG00000008593
