pteropus_vampyrus ENSPVAG00000008380
myotis_lucifugus ENSMLUG00000014954
canis_lupus_familiaris ENSCAFG00000008281
vulpes_vulpes ENSVVUG00000022482
canis_lupus_dingo ENSCAFG00020007231
ursus_maritimus ENSUMAG00000005328
ailuropoda_melanoleuca ENSAMEG00000013240
neovison_vison ENSNVIG00000018871
neovison_vison ENSNVIG00000003968
panthera_pardus ENSPPRG00000006320
panthera_tigris_altaica ENSPTIG00000018989
felis_catus ENSFCAG00000032444
bos_mutus ENSBMUG00000011475
bos_taurus ENSBTAG00000044077
bison_bison_bison ENSBBBG00000023804
tursiops_truncatus ENSTTRG00000008060
vicugna_pacos ENSVPAG00000009793
sus_scrofa ENSSSCG00000026233
nomascus_leucogenys ENSNLEG00000030200
pan_paniscus ENSPPAG00000041550
cercocebus_atys ENSCATG00000044864
saimiri_boliviensis_boliviensis ENSSBOG00000025588
microcebus_murinus ENSMICG00000038307
prolemur_simus ENSPSMG00000024930
otolemur_garnettii ENSOGAG00000005560
ictidomys_tridecemlineatus ENSSTOG00000008664
ictidomys_tridecemlineatus ENSSTOG00000019433
jaculus_jaculus ENSJJAG00000001250
sorex_araneus ENSSARG00000005391
echinops_telfairi ENSETEG00000008379
oryctolagus_cuniculus ENSOCUG00000010624
dasypus_novemcinctus ENSDNOG00000004195
dasypus_novemcinctus ENSDNOG00000039468
notamacropus_eugenii ENSMEUG00000004614
