loxodonta_africana ENSLAFG00000007026
procavia_capensis ENSPCAG00000008969
echinops_telfairi ENSETEG00000020379
ailuropoda_melanoleuca ENSAMEG00000007344
ursus_americanus ENSUAMG00000009493
neovison_vison ENSNVIG00000008177
mustela_putorius_furo ENSMPUG00000015502
canis_lupus_familiaris ENSCAFG00000017120
canis_lupus_dingo ENSCAFG00020023914
vulpes_vulpes ENSVVUG00000005188
panthera_pardus ENSPPRG00000014704
panthera_tigris_altaica ENSPTIG00000010136
felis_catus ENSFCAG00000012339
equus_asinus_asinus ENSEASG00005017449
equus_caballus ENSECAG00000015461
bos_taurus ENSBTAG00000009835
bos_mutus ENSBMUG00000021324
bison_bison_bison ENSBBBG00000020028
ovis_aries ENSOARG00000003773
ovis_aries ENSOARG00000003739
capra_hircus ENSCHIG00000008392
tursiops_truncatus ENSTTRG00000000218
sus_scrofa ENSSSCG00000017562
erinaceus_europaeus ENSEEUG00000000891
pteropus_vampyrus ENSPVAG00000009700
myotis_lucifugus ENSMLUG00000005593
castor_canadensis ENSCCNG00000005036
dipodomys_ordii ENSDORG00000009130
cricetulus_griseus_chok1gshd ENSCGRG00001002871
cricetulus_griseus_crigri-picr ENSCGRG00015023381
cricetulus_griseus_crigri ENSCGRG00000003530
microtus_ochrogaster ENSMOCG00000006187
peromyscus_maniculatus_bairdii ENSPEMG00000021107
mesocricetus_auratus ENSMAUG00000015351
mus_musculus ENSMUSG00000020866
mus_spicilegus ENSMSIG00000007636
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017826
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016980
mus_pahari MGP_PahariEiJ_G0018111
rattus_norvegicus ENSRNOG00000060528
meriones_unguiculatus ENSMUGG00000001070
nannospalax_galili ENSNGAG00000022404
jaculus_jaculus ENSJJAG00000010477
urocitellus_parryii ENSUPAG00010001920
spermophilus_dauricus ENSSDAG00000013904
ictidomys_tridecemlineatus ENSSTOG00000019651
marmota_marmota_marmota ENSMMMG00000021463
chinchilla_lanigera ENSCLAG00000013164
octodon_degus ENSODEG00000017736
cavia_porcellus ENSCPOG00000025511
cavia_aperea ENSCAPG00000012576
heterocephalus_glaber_female ENSHGLG00000019354
heterocephalus_glaber_male ENSHGLG00100006970
fukomys_damarensis ENSFDAG00000012203
oryctolagus_cuniculus ENSOCUG00000002733
ochotona_princeps ENSOPRG00000013419
pan_troglodytes ENSPTRG00000009405
pan_paniscus ENSPPAG00000027970
homo_sapiens ENSG00000006283
gorilla_gorilla ENSGGOG00000003386
pongo_abelii ENSPPYG00000008277
nomascus_leucogenys ENSNLEG00000007757
piliocolobus_tephrosceles ENSPTEG00000038802
colobus_angolensis_palliatus ENSCANG00000004217
rhinopithecus_bieti ENSRBIG00000044812
rhinopithecus_roxellana ENSRROG00000043013
theropithecus_gelada ENSTGEG00000027928
papio_anubis ENSPANG00000022468
cercocebus_atys ENSCATG00000039012
mandrillus_leucophaeus ENSMLEG00000032994
macaca_fascicularis ENSMFAG00000043298
macaca_mulatta ENSMMUG00000017256
macaca_nemestrina ENSMNEG00000039189
chlorocebus_sabaeus ENSCSAG00000005469
saimiri_boliviensis_boliviensis ENSSBOG00000035938
callithrix_jacchus ENSCJAG00000018639
cebus_capucinus ENSCCAG00000033679
aotus_nancymaae ENSANAG00000035926
carlito_syrichta ENSTSYG00000014522
propithecus_coquereli ENSPCOG00000020519
prolemur_simus ENSPSMG00000011879
microcebus_murinus ENSMICG00000009782
otolemur_garnettii ENSOGAG00000004520
dasypus_novemcinctus ENSDNOG00000047894
ursus_maritimus ENSUMAG00000014702
notamacropus_eugenii ENSMEUG00000012497
phascolarctos_cinereus ENSPCIG00000030193
sarcophilus_harrisii ENSSHAG00000005640
monodelphis_domestica ENSMODG00000020909
ornithorhynchus_anatinus ENSOANG00000030221
ornithorhynchus_anatinus ENSOANG00000012911
amphiprion_percula ENSAPEG00000001238
amphiprion_ocellaris ENSAOCG00000020921
pundamilia_nyererei ENSPNYG00000020789
notechis_scutatus ENSNSUG00000013190
xenopus_tropicalis ENSXETG00000006824
pygocentrus_nattereri ENSPNAG00000008398
astyanax_mexicanus ENSAMXG00000029856
ictalurus_punctatus ENSIPUG00000018742
danio_rerio ENSDARG00000089913
amphiprion_percula ENSAPEG00000019845
amphiprion_ocellaris ENSAOCG00000018082
acanthochromis_polyacanthus ENSAPOG00000017124
stegastes_partitus ENSSPAG00000023276
maylandia_zebra ENSMZEG00005006654
astatotilapia_calliptera ENSACLG00000020108
haplochromis_burtoni ENSHBUG00000005114
pundamilia_nyererei ENSPNYG00000005532
neolamprologus_brichardi ENSNBRG00000016009
oreochromis_niloticus ENSONIG00000019655
amphilophus_citrinellus ENSACIG00000020181
poecilia_formosa ENSPFOG00000018002
poecilia_mexicana ENSPMEG00000000057
poecilia_reticulata ENSPREG00000000913
xiphophorus_maculatus ENSXMAG00000024852
poecilia_latipinna ENSPLAG00000002894
xiphophorus_couchianus ENSXCOG00000002533
gambusia_affinis ENSGAFG00000001604
fundulus_heteroclitus ENSFHEG00000017304
kryptolebias_marmoratus ENSKMAG00000001728
oryzias_latipes_asm223469v1 ENSORLG00015009414
oryzias_melastigma ENSOMEG00000011059
labrus_bergylta ENSLBEG00000001196
mastacembelus_armatus ENSMAMG00000000982
monopterus_albus ENSMALG00000000816
anabas_testudineus ENSATEG00000003819
scophthalmus_maximus ENSSMAG00000004266
cynoglossus_semilaevis ENSCSEG00000020308
seriola_lalandi_dorsalis ENSSLDG00000021840
seriola_dumerili ENSSDUG00000009366
takifugu_rubripes ENSTRUG00000017188
tetraodon_nigroviridis ENSTNIG00000006864
mola_mola ENSMMOG00000004805
hippocampus_comes ENSHCOG00000002206
gasterosteus_aculeatus ENSGACG00000005323
cyprinodon_variegatus ENSCVAG00000001194
periophthalmus_magnuspinnatus ENSPMGG00000015073
gadus_morhua ENSGMOG00000010343
esox_lucius ENSELUG00000023718
paramormyrops_kingsleyae ENSPKIG00000021560
scleropages_formosus ENSSFOG00015002549
lepisosteus_oculatus ENSLOCG00000010668
latimeria_chalumnae ENSLACG00000006736
apteryx_haastii ENSAHAG00000009288
apteryx_owenii ENSAOWG00000001214
apteryx_rowi ENSARWG00000008010
dromaius_novaehollandiae ENSDNVG00000011363
nothoprocta_perdicaria ENSNPEG00000004501
manacus_vitellinus ENSMVIG00005002707
lepidothrix_coronata ENSLCOG00000001735
lonchura_striata_domestica ENSLSDG00000014769
taeniopygia_guttata ENSTGUG00000009049
serinus_canaria ENSSCAG00000014940
zonotrichia_albicollis ENSZALG00000004351
junco_hyemalis ENSJHYG00000002724
parus_major ENSPMJG00000018110
cyanistes_caeruleus ENSCCEG00000014063
ficedula_albicollis ENSFALG00000001356
melopsittacus_undulatus ENSMUNG00000000063
calidris_pugnax ENSCPUG00000002032
calidris_pygmaea ENSCPGG00000002220
anser_brachyrhynchus ENSABRG00000012621
anas_platyrhynchos_platyrhynchos ENSAPLG00000015833
gallus_gallus ENSGALG00000007623
coturnix_japonica ENSCJPG00005021465
meleagris_gallopavo ENSMGAG00000008773
numida_meleagris ENSNMEG00000006807
crocodylus_porosus ENSCPRG00005002395
gopherus_agassizii ENSGAGG00000006199
chelonoidis_abingdonii ENSCABG00000011941
chrysemys_picta_bellii ENSCPBG00000028199
pelodiscus_sinensis ENSPSIG00000009148
pogona_vitticeps ENSPVIG00000022242
anolis_carolinensis ENSACAG00000004254
salvator_merianae ENSSMRG00000023251
sphenodon_punctatus ENSSPUG00000010451
