pan_paniscus ENSPPAG00000005138
pan_troglodytes ENSPTRG00000047361
gorilla_gorilla ENSGGOG00000040005
nomascus_leucogenys ENSNLEG00000033918
cercocebus_atys ENSCATG00000021155
mandrillus_leucophaeus ENSMLEG00000037760
theropithecus_gelada ENSTGEG00000013880
papio_anubis ENSPANG00000036097
macaca_nemestrina ENSMNEG00000035988
macaca_fascicularis ENSMFAG00000039099
macaca_mulatta ENSMMUG00000040967
piliocolobus_tephrosceles ENSPTEG00000012674
colobus_angolensis_palliatus ENSCANG00000025997
rhinopithecus_roxellana ENSRROG00000035913
rhinopithecus_bieti ENSRBIG00000034873
aotus_nancymaae ENSANAG00000025101
callithrix_jacchus ENSCJAG00000048157
